protocol_id,dataset,window_index,center_cycle_effective,center_cycle_actual,V100_norm_q50_effective_time,V500_norm_q50_effective_time,V1000_norm_q50_effective_time,multi_scale_rate_divergence_q50_effective_time,change_configuration_support_effective_time,change_trigger_effective_time,V100_norm_q50_actual_time,V500_norm_q50_actual_time,V1000_norm_q50_actual_time,multi_scale_rate_divergence_q50_actual_time,change_configuration_support_actual_time,change_trigger_actual_time,row_type,metric,spearman,median_absolute_difference,agreement
B_Exp2_to_Exp1,Exp1,8796.0,43990.5,51107.96178343949,0.11803891077222453,0.01699923772662402,0.011632657224600145,0.10657595104734763,0.0,0.0,0.034220869792083906,0.020718927440092415,0.013500388474551704,0.0462057023179706,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8797.0,43995.5,51113.87625113739,0.018355429289214277,0.020002639993981518,0.0071936144954720185,0.018832586715938578,0.0,0.0,0.03282067088776119,0.02006343287447662,0.010937982123923913,0.041928846646003326,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8798.0,44000.5,51119.790718835306,0.3666202896085323,0.07939018118199512,0.04138737767158246,0.33485388709389885,0.0,0.0,0.06259371973985324,0.07607718814270166,0.03839285228200889,0.09771055197392194,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8799.0,44005.5,51125.70518653321,0.3721921284878726,0.08423473703770165,0.04761873288159181,0.3409538984961572,0.0,0.0,0.09697458825293848,0.08430812641927128,0.0437858335238376,0.07279852084707654,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8800.0,44010.5,51131.61965423112,0.8247695143450122,0.17562037097231126,0.09228116916856569,0.7387438145188828,0.0,0.0,0.283254462237762,0.16591375964973926,0.08548476431783958,0.35067978328670607,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8801.0,44015.5,51137.53412192903,0.7196023160763834,0.14795770065820507,0.08588745881043718,0.6356905961699866,0.0,0.0,0.15970478405926983,0.14033684257271814,0.07567135607740934,0.2093232957139214,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8802.0,44020.5,51143.44858962693,0.44808583342871966,0.1655062358099761,0.08864796307373207,0.36252063984671967,0.0,0.0,0.23256506409170333,0.15202146102834438,0.08483074127986519,0.14929820429020244,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8803.0,44025.5,51149.36305732484,0.5863511554986469,0.18275129475801682,0.09325625328417239,0.48846205158063555,0.0,0.0,0.6927513439440055,0.16485315893008642,0.09035405745249826,0.604115229931,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8804.0,44030.5,51155.27752502275,0.6010707183244165,0.11577053309498539,0.05990744234633766,0.6473581543430728,0.0,0.0,0.5913735488975456,0.10167143406928779,0.057184622642243756,0.536337976849247,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8805.0,44035.5,51161.191992720655,0.3947306672526677,0.2598588536371922,0.12800658626844716,0.26763540828075166,0.041666666666666664,0.0,1.2192318310321422,0.2260149548046849,0.11858968593756584,1.1024304363981383,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8806.0,44040.5,51167.10646041856,0.3559431754568414,0.20957240706118607,0.10057668293635802,0.25576062243330117,0.0,0.0,0.9687424435830998,0.1773995617883084,0.09151950645267089,0.8796444426155308,0.0,0.0,window,,,,
B_Exp2_to_Exp1,Exp1,8807.0,44045.5,51173.02092811647,0.6870886062160202,0.18724287441903542,0.09818205040480876,0.5904699525706935,0.0,0.0,0.7437058756755751,0.17964303776045157,0.08942170455511911,0.6557080867865889,0.0,0.0,window,,,,
