protocol_id,target_dataset,output_name,horizon_cycles,model,n_predictions,MAE,RMSE,evaluation_unit,forecast_issue_stride_cycles,rolling_window_cycles
A_Exp1_to_Exp2,Exp2,A_state,100,Zero_Delta,172,0.9441131329299346,1.5625709540258774,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,100,Local_Linear,172,1.2354620720012377,1.8256123288201547,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,100,Kalman,172,1.3652778834714474,1.962811974485439,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,100,Frozen_Ridge,172,0.9363210348752089,1.5212474314061488,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,100,Online_RLS,172,1.2215340581251057,1.9281457325742355,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,100,Safe_Gate,172,0.9790515893817,1.5359596697202296,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,500,Zero_Delta,166,0.9130484295514859,1.5223538771190694,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,500,Local_Linear,166,2.9273192129452354,3.9366707646126904,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,500,Kalman,166,3.9332468207047886,5.580487138202943,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,500,Frozen_Ridge,166,0.9830338155806191,1.6152453769487911,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,500,Online_RLS,166,2.193502302749482,3.7456312915862773,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,500,Safe_Gate,166,0.9476296643221995,1.5619590925361764,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,1000,Zero_Delta,160,1.0270969459730497,1.6152445364219337,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,1000,Local_Linear,160,5.390250922632477,7.132401868286427,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,1000,Kalman,160,7.069176859396689,10.072424707327555,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,1000,Frozen_Ridge,160,1.4398455012561218,2.009340928013367,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,1000,Online_RLS,160,3.338462348350928,5.0427504211189005,cycles,50,5000
A_Exp1_to_Exp2,Exp2,A_state,1000,Safe_Gate,160,1.0269605248712583,1.6151805623363598,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,100,Zero_Delta,172,0.8275342415056152,1.454756662747695,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,100,Local_Linear,172,0.9646927802784971,1.5875100823986843,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,100,Kalman,172,1.0179415982938917,1.6231462893087665,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,100,Frozen_Ridge,172,0.8893406933812168,1.5174122101864078,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,100,Online_RLS,172,1.1583536198207147,2.265851541065248,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,100,Safe_Gate,172,0.8383168998313947,1.4461915186212315,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,500,Zero_Delta,166,1.5953886156624209,2.219521477386367,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,500,Local_Linear,166,2.943298345317975,3.775227031289103,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,500,Kalman,166,2.9918255926022637,4.0178036370447705,cycles,50,5000
A_Exp1_to_Exp2,Exp2,D_state,500,Frozen_Ridge,166,2.4589388843764763,3.5508817937400834,cycles,50,5000
