dataset,feature_name,baseline_location,baseline_scale,monitoring_outlier_count,monitoring_outlier_fraction,guard_outlier_fraction,non_guard_outlier_fraction,guard_dependency_enrichment,actual_stop_boundary_outlier_fraction,ry_subspace_dominance_p95,ry_subspace_dominance_fraction_over_060,single_feature_dominance_flag
Exp1,ry_p2p,-0.3367982060262868,0.47425624078378464,7654,0.8585530005608525,0.9841269841269841,0.8567527591307316,1.1486709247665423,0.9166666666666666,0.7578575413354609,0.7183398766124509,True
Exp2,ry_p2p,-0.857594191025806,2.348808637271505,251,0.09591134887275506,0.10625909752547306,0.0922279792746114,1.1521351585627135,0.10526315789473684,0.46625640483541564,0.016431027894535728,False
