direction,source_dataset,target_dataset,source_exp2_variant,target_exp2_variant,exp2_variant,seed,source_model_state_sha256,event_id,dataset,setting,start_cycle,peak_cycle,end_cycle,peak_score,adapter_frozen_fraction,event_status,fast_score,slow_score,residual_persistent,start_actual_cycle,peak_actual_cycle,end_actual_cycle
Exp1_to_Exp2,Exp1,Exp2,Raw,Raw,Raw,3405,b95e0083d913b842438d9db9ea3d92766811f7e14c4eca536285f60bcb121a1b,5,Exp2,V35_SlowResidual_CalibrationOnly,10220.5,10230.5,10310.5,1.5167379675410362,1.0,unmatched_candidate_event,39.37669752874981,2.632727771620387,33.930317330937875,17525.833333333332,17542.5,17675.833333333332
Exp1_to_Exp2,Exp1,Exp2,Raw,Raw,Raw,3405,b95e0083d913b842438d9db9ea3d92766811f7e14c4eca536285f60bcb121a1b,6,Exp2,V35_SlowResidual_CalibrationOnly,10515.5,10545.5,10610.5,2.586561673574403,1.0,unmatched_candidate_event,37.08546701837665,4.615833925590426,38.98755239691061,18017.5,18067.5,18175.833333333332
Exp1_to_Exp2,Exp1,Exp2,Raw,Raw,Raw,3405,b95e0083d913b842438d9db9ea3d92766811f7e14c4eca536285f60bcb121a1b,7,Exp2,V35_SlowResidual_CalibrationOnly,10845.5,10885.5,10905.5,1.467837100983343,1.0,unmatched_candidate_event,5.365838224050307,2.4423084671510886,22.0068266711762,18567.5,18634.166666666668,18667.5
Exp1_to_Exp2,Exp1,Exp2,Raw,Raw,Raw,3405,b95e0083d913b842438d9db9ea3d92766811f7e14c4eca536285f60bcb121a1b,8,Exp2,V35_SlowResidual_CalibrationOnly,11120.5,11130.5,11205.5,1.897075260282728,1.0,unmatched_candidate_event,20.59954537601765,3.247863520386165,17.429242652135898,19025.833333333332,19042.5,19167.5
Exp1_to_Exp2,Exp1,Exp2,Raw,Raw,Raw,3405,b95e0083d913b842438d9db9ea3d92766811f7e14c4eca536285f60bcb121a1b,9,Exp2,V35_SlowResidual_CalibrationOnly,11740.5,11800.5,11800.5,1.4497407633215444,1.0,unmatched_candidate_event,1.831791258755781,2.40692882898455,14.678499394323977,20059.29018789144,20159.498956158663,20159.498956158663
Exp1_to_Exp2,Exp1,Exp2,Raw,Raw,Raw,3405,b95e0083d913b842438d9db9ea3d92766811f7e14c4eca536285f60bcb121a1b,1,Exp2,V35_SlowResidual_OnlineAdaptation,1515.5,1535.5,1605.5,1.7407507288640298,1.0,unmatched_candidate_event,31.62457089027985,3.0623330450426653,26.03779003629844,3021.301431424767,3054.583721704394,3171.0717376830894
Exp1_to_Exp2,Exp1,Exp2,Raw,Raw,Raw,3405,b95e0083d913b842438d9db9ea3d92766811f7e14c4eca536285f60bcb121a1b,2,Exp2,V35_SlowResidual_OnlineAdaptation,1830.5,1830.5,1905.5,1.1625019431726396,1.0,unmatched_candidate_event,19.462839558538462,1.810177409771335,17.417683759220296,3545.4975033288947,3545.4975033288947,3670.306091877497
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,1,Exp1,V35_SlowResidual_CalibrationOnly,6075.5,6240.5,6255.5,3.736321241788661,1.0,unmatched_candidate_event,3.3067689496095904,7.461870606444965,8.53469353207228,6416.3585291787695,6590.617177185107,6606.45887245841
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,2,Exp1,V35_SlowResidual_CalibrationOnly,7575.5,7600.5,7690.5,6.262536290573623,1.0,unmatched_candidate_event,36.34569464604587,12.507065606316022,72.07336126404984,8000.5904059040595,8030.110701107011,8136.383763837638
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,3,Exp1,V35_SlowResidual_CalibrationOnly,7850.5,7880.5,8245.5,7.178358161638377,1.0,unmatched_candidate_event,5.319187902983558,14.34672008138686,11.848690346236356,8325.31365313653,8360.738007380074,8791.734317343173
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,4,Exp1,V35_SlowResidual_CalibrationOnly,8710.5,8725.5,8750.5,2.3279560614201067,1.0,unmatched_candidate_event,1.965915243939809,4.655828392458766,7.382622091008859,9340.811808118082,9358.523985239852,9388.044280442804
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,5,Exp1,V35_SlowResidual_CalibrationOnly,9135.5,9195.5,9220.5,1.2725828879177656,1.0,unmatched_candidate_event,6.365142011459909,2.5451506952746885,18.12289538213746,9842.656826568265,9913.50553505535,9943.025830258302
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,6,Exp1,V35_SlowResidual_CalibrationOnly,11030.5,11115.5,11115.5,1.1791552513763013,1.0,unmatched_candidate_event,1.709688832842883,2.357539577615854,5.917541443191819,12080.29520295203,12180.664206642066,12180.664206642066
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,7,Exp1,V35_SlowResidual_CalibrationOnly,14380.5,14415.5,14460.5,1.235423965925684,1.0,unmatched_candidate_event,13.784066105607144,2.467040619042437,17.9306592292574,16036.014760147602,16077.343173431735,16130.479704797048
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,8,Exp1,V35_SlowResidual_CalibrationOnly,21130.5,21190.5,21235.5,4.016485721805597,1.0,unmatched_candidate_event,29.300955408150013,8.025546803607602,34.75903480871282,24006.55249441549,24078.034251675355,24131.645569620254
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,9,Exp1,V35_SlowResidual_CalibrationOnly,27840.5,27870.5,28100.5,6.779272737483605,1.0,unmatched_candidate_event,36.538908152331416,13.534835686048714,63.43348801802515,32000.59171597633,32036.094674556214,32308.28402366864
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,10,Exp1,V35_SlowResidual_CalibrationOnly,34600.5,34690.5,34710.5,13.19500828065012,1.0,unmatched_candidate_event,16.56181860603293,26.390013067130283,94.19554635250296,40000.59144676979,40107.05186533212,40130.70973612375
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,11,Exp1,V35_SlowResidual_CalibrationOnly,39300.5,39315.5,39335.5,2.1020397779301367,1.0,unmatched_candidate_event,2.241518435609457,4.204078311146175,7.078708089498368,45560.19108280255,45577.93448589627,45601.5923566879
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,12,Exp1,V35_SlowResidual_CalibrationOnly,39930.5,39960.5,40025.5,1.984332533977141,1.0,unmatched_candidate_event,9.928837626062506,3.968653056817095,23.561567243402315,46305.41401273885,46340.9008189263,46417.78889899909
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,13,Exp1,V35_SlowResidual_CalibrationOnly,41365.5,41565.5,42595.5,47.50106364653862,1.0,unmatched_candidate_event,12.43345599174195,95.00212729307724,8.594814466292814,48002.86624203822,48239.4449499545,49457.825295723385
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,1,Exp1,V35_SlowResidual_OnlineAdaptation,21150.5,21155.5,21220.5,1.049635606450939,1.0,unmatched_candidate_event,13.034483254637362,2.008513678993987,13.83503333251936,24030.379746835442,24036.33655994043,24113.775130305286
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,2,Exp1,V35_SlowResidual_OnlineAdaptation,27855.5,27945.5,27945.5,1.5380802255105277,1.0,unmatched_candidate_event,0.141185703574145,2.9998913757465875,6.7965101175020495,32018.343195266272,32124.852071005917,32124.852071005917
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3401,9f4ab553ce50b48fbea367a1336a2b837030ef4d9ab9079bb12fba61b98d1f21,3,Exp1,V35_SlowResidual_OnlineAdaptation,41395.5,41480.5,41480.5,1.3043546469166931,1.0,unmatched_candidate_event,0.6608174217209696,2.4937055217534416,7.101926281027256,48038.35304822566,48138.89899909008,48138.89899909008
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,1,Exp1,V35_SlowResidual_CalibrationOnly,6065.5,6165.5,6170.5,2.756817231831474,1.0,unmatched_candidate_event,2.925731697462512,5.501177191625084,7.054015250825355,6405.797398996568,6511.40870081859,6516.689265909691
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,2,Exp1,V35_SlowResidual_CalibrationOnly,7580.5,7605.5,7690.5,4.108480706389604,1.0,unmatched_candidate_event,27.06705698130388,8.213199313585799,73.11320821275524,8006.49446494465,8036.014760147602,8136.383763837638
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,3,Exp1,V35_SlowResidual_CalibrationOnly,7840.5,8195.5,9420.5,8.13437980830161,1.0,unmatched_candidate_event,5.532597120877134,16.268642092199897,12.508488764853787,8313.50553505535,8732.69372693727,10179.18819188192
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,4,Exp1,V35_SlowResidual_CalibrationOnly,9870.5,9870.5,10135.5,2.2567619525965763,1.0,unmatched_candidate_event,1.2170483838163328,4.513512046265361,5.707941147623343,10710.553505535056,10710.553505535056,11023.468634686347
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,5,Exp1,V35_SlowResidual_CalibrationOnly,11185.5,11370.5,11585.5,3.101181753684352,1.0,unmatched_candidate_event,0.0,6.202174617178957,3.688732835741404,12263.321033210332,12481.771217712178,12735.645756457565
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,6,Exp1,V35_SlowResidual_CalibrationOnly,14370.5,14495.5,14565.5,2.2709045917898294,1.0,unmatched_candidate_event,1.8552918518974104,4.541043748705903,6.03225879239062,16024.20664206642,16171.80811808118,16254.464944649446
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,7,Exp1,V35_SlowResidual_CalibrationOnly,14800.5,14800.5,14930.5,1.9883291710660256,1.0,unmatched_candidate_event,0.6801611840933304,3.9757875143137618,6.130914550848087,16531.955719557198,16531.955719557198,16685.461254612546
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,8,Exp1,V35_SlowResidual_CalibrationOnly,15075.5,15090.5,15175.5,0.954323395652542,1.0,unmatched_candidate_event,2.3226083288098285,1.9084961548262909,6.481810174578831,16856.678966789666,16874.391143911438,16974.760147601475
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,9,Exp1,V35_SlowResidual_CalibrationOnly,21130.5,21275.5,21305.5,5.788330571520162,1.0,unmatched_candidate_event,5.446415101991128,11.57538405555118,4.875398040080433,24006.55249441549,24179.300074460163,24215.040953090098
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,10,Exp1,V35_SlowResidual_CalibrationOnly,22890.5,22895.5,22905.5,0.8229203339414892,1.0,unmatched_candidate_event,3.539456390543521,1.645525241499811,10.324826389193086,26103.350707371555,26109.307520476545,26121.221146686523
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,11,Exp1,V35_SlowResidual_CalibrationOnly,23310.5,23440.5,23460.5,1.0674992957947678,1.0,unmatched_candidate_event,0.2117024103639207,2.134913361880606,7.725391375125468,26603.723008190616,26758.600148920326,26782.427401340283
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,12,Exp1,V35_SlowResidual_CalibrationOnly,23635.5,23690.5,24025.5,1.0627616329116507,1.0,unmatched_candidate_event,1.915300529173712,2.1254745268462445,9.27883685164495,26990.91586001489,27056.440804169768,27455.54728220402
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,13,Exp1,V35_SlowResidual_CalibrationOnly,27845.5,27955.5,28110.5,10.949450263148304,1.0,unmatched_candidate_event,15.51670021511326,21.892601422686397,4.721752905951863,32006.508875739644,32136.686390532544,32320.118343195267
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,14,Exp1,V35_SlowResidual_CalibrationOnly,28420.5,28420.5,28440.5,8.128720252073704,1.0,unmatched_candidate_event,0.0216930032409951,16.253366222134527,6.240888993380811,32686.98224852071,32686.98224852071,32710.650887573964
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,15,Exp1,V35_SlowResidual_CalibrationOnly,34600.5,34865.5,35320.5,18.41973597549457,1.0,unmatched_candidate_event,1.0445202533938087,36.83947179852639,12.148611324495342,40000.59144676979,40314.05823475887,40852.27479526843
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,16,Exp1,V35_SlowResidual_CalibrationOnly,37185.5,37290.5,37445.5,1.962412126264974,1.0,unmatched_candidate_event,2.137929783957849,3.924823749503037,7.381861357970003,43058.371246587805,43182.57506824386,43365.923566878984
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,17,Exp1,V35_SlowResidual_CalibrationOnly,39120.5,39390.5,39730.5,4.086967450911925,1.0,unmatched_candidate_event,0.0700853322573935,8.17393484939202,12.418828645443684,45347.270245677886,45666.651501364875,46068.83530482257
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,18,Exp1,V35_SlowResidual_CalibrationOnly,39925.5,40235.5,40515.5,5.057221391648099,1.0,unmatched_candidate_event,2.6544530402561826,10.114439798164511,5.483038207055037,46299.49954504095,46666.19654231119,46997.406733394
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,19,Exp1,V35_SlowResidual_CalibrationOnly,41365.5,41540.5,42675.5,59.5101858765876,1.0,unmatched_candidate_event,18.48095163762992,119.0203717531752,24.221644557886727,48002.86624203822,48209.87261146497,49552.4567788899
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,20,Exp1,V35_SlowResidual_CalibrationOnly,43290.5,43845.5,45080.5,1.9732198030556656,1.0,unmatched_candidate_event,4.063937342439448,3.946439606111332,27.31771744716925,50279.93630573248,50936.44222020018,52397.315741583254
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3402,cf6a0f7d46077eabbde5f2c463b5e96a089004d12e72ad90488c17d80f1a09d2,1,Exp1,V35_SlowResidual_OnlineAdaptation,27905.5,27945.5,27945.5,0.8424026848144387,1.0,unmatched_candidate_event,3.3583452490560965,1.5766765388383577,6.325576076121624,32077.51479289941,32124.852071005917,32124.852071005917
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,1,Exp1,V35_SlowResidual_CalibrationOnly,6070.5,6225.5,6240.5,3.587424433786299,1.0,unmatched_candidate_event,2.234248251730598,7.165034634984783,3.753458635272021,6411.077964087668,6574.775481911804,6590.617177185107
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,2,Exp1,V35_SlowResidual_CalibrationOnly,7580.5,7690.5,7690.5,4.763171440281225,1.0,unmatched_candidate_event,8.560516464831153,9.403020229772237,8.975373236142463,8006.49446494465,8136.383763837638,8136.383763837638
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,3,Exp1,V35_SlowResidual_CalibrationOnly,9125.5,9195.5,9305.5,1.7109904688141595,1.0,unmatched_candidate_event,6.217703595099477,3.4102452552525904,17.860498685669747,9830.848708487085,9913.50553505535,10043.39483394834
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,4,Exp1,V35_SlowResidual_CalibrationOnly,15070.5,15080.5,15165.5,0.9129053338533516,1.0,unmatched_candidate_event,0.5466409921097601,1.783500098271345,4.40770579550315,16850.774907749077,16862.58302583026,16962.952029520296
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,5,Exp1,V35_SlowResidual_CalibrationOnly,21180.5,21215.5,21245.5,1.3806016302753057,1.0,unmatched_candidate_event,5.640762977836895,2.680069313774221,25.09975570301268,24066.120625465377,24107.818317200297,24143.559195830232
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,6,Exp1,V35_SlowResidual_CalibrationOnly,23805.5,23875.5,24000.5,1.185075037745898,1.0,unmatched_candidate_event,2.3503094635073647,2.3526939630622965,7.997556680500765,27193.44750558451,27276.842889054355,27425.763216679075
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,7,Exp1,V35_SlowResidual_CalibrationOnly,27845.5,27950.5,28105.5,5.495546000917263,1.0,unmatched_candidate_event,7.47986938894067,10.939903193900005,13.181978403951495,32006.508875739644,32130.76923076923,32314.201183431953
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,8,Exp1,V35_SlowResidual_CalibrationOnly,28415.5,28455.5,28455.5,2.434653328038195,1.0,unmatched_candidate_event,0.0,4.807660861416537,4.891934958161976,32681.065088757397,32728.402366863906,32728.402366863906
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,9,Exp1,V35_SlowResidual_CalibrationOnly,34600.5,34900.5,35260.5,9.687428102608257,1.0,unmatched_candidate_event,0.2386441776229575,19.368758698019104,8.079358071453996,40000.59144676979,40355.45950864422,40781.30118289354
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,10,Exp1,V35_SlowResidual_CalibrationOnly,37250.5,37265.5,37335.5,1.2832777061947014,1.0,unmatched_candidate_event,3.36768566235799,2.552232701234584,4.432691036135798,43135.2593266606,43153.00272975432,43235.805277525025
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,11,Exp1,V35_SlowResidual_CalibrationOnly,39105.5,39310.5,39670.5,3.4451328879681,1.0,unmatched_candidate_event,4.352987582653329,6.88535019764538,11.600505011857258,45329.526842584164,45572.02001819836,45997.86169244768
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,12,Exp1,V35_SlowResidual_CalibrationOnly,39910.5,40140.5,40140.5,3.221184796826811,1.0,unmatched_candidate_event,1.2884131816239155,6.418582661423626,4.545004845180811,46281.756141947226,46553.82165605095,46553.82165605095
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,13,Exp1,V35_SlowResidual_CalibrationOnly,41365.5,41615.5,42600.5,24.50090938827837,1.0,unmatched_candidate_event,4.075644558726413,49.00178428518525,14.795210000690863,48002.86624203822,48298.58962693358,49463.73976342129
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,14,Exp1,V35_SlowResidual_CalibrationOnly,43920.5,43930.5,43945.5,1.3965839030603462,1.0,unmatched_candidate_event,0.9834173904982548,2.7931562257229245,17.57965822504983,51025.15923566879,51036.9881710646,51054.73157415833
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,1,Exp1,V35_SlowResidual_OnlineAdaptation,21160.5,21215.5,21230.5,0.962391965654676,1.0,unmatched_candidate_event,0.9936919895670834,1.765993387633929,10.097126228387944,24042.29337304542,24107.818317200297,24125.688756515265
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3403,480a960e2f0fdfbd4b66c1cad1cab99c4373574aedd10c145a9f0eefe61b74d6,2,Exp1,V35_SlowResidual_OnlineAdaptation,27850.5,27930.5,27945.5,1.3833155370902444,1.0,unmatched_candidate_event,1.7257957350643685,2.64780987047184,9.312387063632825,32012.42603550296,32107.100591715975,32124.852071005917
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,1,Exp1,V35_SlowResidual_CalibrationOnly,6050.5,6105.5,6155.5,5.7008553138023785,1.0,unmatched_candidate_event,11.71875917443294,11.159227637578285,12.43740018380192,6389.9557037232635,6448.041919725376,6500.847570636388
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,2,Exp1,V35_SlowResidual_CalibrationOnly,7580.5,8180.5,9695.5,22.498091945981216,1.0,unmatched_candidate_event,8.747602354919287,44.98958014575314,9.465634050822946,8006.49446494465,8714.981549815499,10503.911439114392
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,3,Exp1,V35_SlowResidual_CalibrationOnly,9860.5,9860.5,10240.5,8.130730833667291,1.0,unmatched_candidate_event,0.6882707126823521,16.258929159110334,4.643058206477396,10698.745387453875,10698.745387453875,11147.453874538745
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,4,Exp1,V35_SlowResidual_CalibrationOnly,10700.5,10730.5,10785.5,2.3822305172941904,1.0,unmatched_candidate_event,3.218494867183316,4.76324756749054,9.403808809025769,11690.627306273063,11726.051660516605,11790.996309963099
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,5,Exp1,V35_SlowResidual_CalibrationOnly,11180.5,11185.5,11635.5,13.07253419367196,1.0,unmatched_candidate_event,0.0,26.13501688170377,5.348750764506578,12257.41697416974,12263.321033210332,12794.68634686347
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,6,Exp1,V35_SlowResidual_CalibrationOnly,13695.5,13700.5,13715.5,1.417226156193324,1.0,unmatched_candidate_event,0.8068493730607021,2.82917056739615,5.733403477150267,15227.158671586716,15233.062730627305,15250.774907749077
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,7,Exp1,V35_SlowResidual_CalibrationOnly,14370.5,14410.5,14565.5,12.518070892391998,1.0,unmatched_candidate_event,30.98378298670093,25.00984991892854,8.97028288485683,16024.20664206642,16071.439114391145,16254.464944649446
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,8,Exp1,V35_SlowResidual_CalibrationOnly,14800.5,15100.5,15240.5,8.441775103526478,1.0,unmatched_candidate_event,3.6778020118091055,16.87262607637478,6.0689097165641,16531.955719557198,16886.19926199262,17051.51291512915
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,9,Exp1,V35_SlowResidual_CalibrationOnly,15540.5,15545.5,15580.5,2.2148653124019013,1.0,unmatched_candidate_event,0.0,4.417380293743214,5.141025423155876,17405.756457564574,17411.660516605167,17452.9889298893
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,10,Exp1,V35_SlowResidual_CalibrationOnly,19690.5,19690.5,19705.5,3.0927089780793864,1.0,unmatched_candidate_event,8.607250683656588,6.17794442404832,5.024976013558891,22306.12546125461,22306.12546125461,22323.837638376383
Exp2_to_Exp1,Exp2,Exp1,Raw,Raw,Raw,3404,b5db90137d65adbc583063507859c1e90bbe5db70996f0a89239a2bffa6ab1dc,11,Exp1,V35_SlowResidual_CalibrationOnly,20000.5,20005.5,20015.5,2.042941065390586,1.0,unmatched_candidate_event,0.0,4.081493279667555,6.949444148162871,22672.177121771216,22678.08118081181,22689.889298892987
