feature,median_absolute_step_raw,median_absolute_step_median5,median_step_reduction_percent,mean_absolute_step_raw,mean_absolute_step_median5,mean_step_reduction_percent,raw_median5_pearson_correlation,raw_median5_spearman_correlation
rx_mean,0.0004305016665041711,0.0002932680839657642,31.87759612007849,0.0008864691737517035,0.0007164700202328005,19.177108302529543,0.9999183667783623,0.9999255736693983
rx_q05,0.0006644440968799556,0.0004613830487134041,30.561043302223567,0.0012164853855672318,0.000984438480884443,19.07519049845291,0.9998659427724101,0.9998671411962308
ry_mean,0.00020857672492595458,9.03882550238877e-05,56.66426584463065,0.001112903687854247,0.0010235082426286156,8.032630873745406,0.9999959380072367,0.9999769398366426
ry_q05,0.0003682452949507059,0.0001276696857466647,65.33026015613999,0.0015798914485621362,0.001357275959782239,14.090555967152063,0.9999834477358915,0.999949292896813
ry_p2p,0.0004753310210331013,0.00016911908885009971,64.4207759715471,0.0010310883389992708,0.0007652253412942032,25.784696388197215,0.9999631905337978,0.9999087968630501
rs_rms,0.0003994724318991949,0.00024108278891926682,39.649705544611145,0.0011256182927099742,0.000968935155388272,13.919739785365504,0.9999620865088396,0.999958942870774
