direction,setting,seed,dataset,from_stage,to_stage,boundary_actual_cycle,boundary_peak_score,boundary_score_percentile,boundary_event_rank
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,3,4,32000.0,35.85982500780362,0.9786358072771781,3.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,4,5,40000.0,52.23230036657722,0.9857572048514521,2.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,1,2,8000.0,11.200117180225792,1.0,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,2,3,24000.0,1.912872145141369,0.956158896183376,4.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,3,4,32000.0,0.7532041894444914,0.919995549126516,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,Exp1,4,5,40000.0,1.9570114177375637,0.9572716145543563,3.0
Exp2_to_Exp1,V341_CalibrationOnly,3405,Exp1,1,2,8000.0,46.425222009934586,0.9678424390786692,4.0
Exp2_to_Exp1,V341_CalibrationOnly,3405,Exp1,2,3,24000.0,49.25507817941147,0.9721820407254924,3.0
Exp2_to_Exp1,V341_CalibrationOnly,3405,Exp1,3,4,32000.0,81.1568987901338,0.9786358072771781,2.0
Exp2_to_Exp1,V341_CalibrationOnly,3405,Exp1,4,5,40000.0,120.17663658619259,0.9857572048514521,
Exp2_to_Exp1,V341_OnlineAdaptation,3405,Exp1,1,2,8000.0,31.93810454122515,0.9857572048514521,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3405,Exp1,2,3,24000.0,5.946850491570244,0.9095359964393012,5.0
Exp2_to_Exp1,V341_OnlineAdaptation,3405,Exp1,3,4,32000.0,15.593578687255818,0.970846778680316,3.0
Exp2_to_Exp1,V341_OnlineAdaptation,3405,Exp1,4,5,40000.0,12.19414763322874,0.9680649827528652,4.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3405,Exp1,1,2,8000.0,35.57833412499554,0.9677311672415712,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3405,Exp1,2,3,24000.0,26.785110240524467,0.9558250806720819,4.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3405,Exp1,3,4,32000.0,45.84011510588459,0.97796817625459,2.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3405,Exp1,4,5,40000.0,69.94918040680733,0.9855346611772561,
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3405,Exp1,1,2,8000.0,19.434774858485067,1.0,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3405,Exp1,2,3,24000.0,1.7591541970367257,0.8877267163680872,8.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3405,Exp1,3,4,32000.0,1.9355749552462793,0.8929564927116946,7.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3405,Exp1,4,5,40000.0,4.031061076589288,0.9411371981751419,6.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,1,2,8000.0,35.57833412499554,0.9677311672415712,3.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,2,3,24000.0,26.785110240524467,0.9558250806720819,4.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,3,4,32000.0,45.84011510588459,0.97796817625459,2.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,Exp1,4,5,40000.0,69.94918040680733,0.9855346611772561,33.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,1,2,8000.0,19.434774858485067,1.0,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,2,3,24000.0,1.7591541970367257,0.8877267163680872,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,3,4,32000.0,1.9355749552462793,0.8929564927116946,5.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,Exp1,4,5,40000.0,4.031061076589288,0.9411371981751419,3.0
