direction,setting,seed,dataset,from_stage,to_stage,boundary_actual_cycle,boundary_peak_score,boundary_score_percentile,boundary_event_rank
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3401,Exp2,2,3,10500.0,0.2592727541923523,0.809966530308665,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3401,Exp2,3,4,15000.0,0.24039754271507263,0.572703607288955,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3401,Exp2,4,5,20000.0,0.25121158361434937,0.7136481963555225,
Exp1_to_Exp2,V341_CalibrationOnly,3402,Exp2,1,2,5500.0,3.0823751363344187,0.9572331721829677,6.0
Exp1_to_Exp2,V341_CalibrationOnly,3402,Exp2,2,3,10500.0,2.7146995554996503,0.9233915953886203,10.0
Exp1_to_Exp2,V341_CalibrationOnly,3402,Exp2,3,4,15000.0,2.8465759285006107,0.9386388992190405,8.0
Exp1_to_Exp2,V341_CalibrationOnly,3402,Exp2,4,5,20000.0,5.171709078345543,0.9899590925994793,5.0
Exp1_to_Exp2,V341_OnlineAdaptation,3402,Exp2,1,2,5500.0,4.383250913851936,1.0,1.0
Exp1_to_Exp2,V341_OnlineAdaptation,3402,Exp2,2,3,10500.0,0.6820180810496236,0.7698029007065824,
Exp1_to_Exp2,V341_OnlineAdaptation,3402,Exp2,3,4,15000.0,0.9603453353305365,0.8657493492004462,
Exp1_to_Exp2,V341_OnlineAdaptation,3402,Exp2,4,5,20000.0,1.3620529317707792,0.9059129788025289,
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3402,Exp2,1,2,5500.0,5.795331288021922,0.9709929341762737,4.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3402,Exp2,2,3,10500.0,5.891557225290933,0.9743399033097806,2.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3402,Exp2,3,4,15000.0,4.122139674923945,0.8378579397545556,
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3402,Exp2,4,5,20000.0,10.354663693785039,0.9973968017850502,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3402,Exp2,1,2,5500.0,3.326841409509112,1.0,1.0
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3402,Exp2,2,3,10500.0,0.2475055307149887,0.766827817032354,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3402,Exp2,3,4,15000.0,0.24602366983890533,0.7155076236519152,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3402,Exp2,4,5,20000.0,0.38708018991695065,0.7965786537746374,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3402,Exp2,1,2,5500.0,5.795331288021922,0.9709929341762737,12.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3402,Exp2,2,3,10500.0,5.891557225290933,0.9743399033097806,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3402,Exp2,3,4,15000.0,4.122139674923945,0.8378579397545556,11.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3402,Exp2,4,5,20000.0,10.354663693785039,0.9973968017850502,2.0
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3402,Exp2,1,2,5500.0,3.326841409509112,1.0,2.0
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3402,Exp2,2,3,10500.0,0.2475055307149887,0.766827817032354,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3402,Exp2,3,4,15000.0,0.24602366983890533,0.7155076236519152,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3402,Exp2,4,5,20000.0,0.38708018991695065,0.7965786537746374,
Exp1_to_Exp2,V341_CalibrationOnly,3403,Exp2,1,2,5500.0,9.535848860541385,0.9457047229453328,3.0
Exp1_to_Exp2,V341_CalibrationOnly,3403,Exp2,2,3,10500.0,6.216715764283913,0.8568240981777613,4.0
Exp1_to_Exp2,V341_CalibrationOnly,3403,Exp2,3,4,15000.0,11.485880055200436,0.9735961323912236,
Exp1_to_Exp2,V341_CalibrationOnly,3403,Exp2,4,5,20000.0,10.073139158815877,0.9553737448865749,
Exp1_to_Exp2,V341_OnlineAdaptation,3403,Exp2,1,2,5500.0,5.457754256533275,0.9988843436221644,2.0
Exp1_to_Exp2,V341_OnlineAdaptation,3403,Exp2,2,3,10500.0,0.9591538935519479,0.7088136853849014,12.0
Exp1_to_Exp2,V341_OnlineAdaptation,3403,Exp2,3,4,15000.0,2.600852296194179,0.942357753811826,9.0
Exp1_to_Exp2,V341_OnlineAdaptation,3403,Exp2,4,5,20000.0,3.1936263178840756,0.956117515805132,6.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3403,Exp2,1,2,5500.0,9.165501550270102,0.9419858683525474,3.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3403,Exp2,2,3,10500.0,6.094289920034401,0.8185198958720714,4.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3403,Exp2,3,4,15000.0,10.280954259843343,0.951283004834511,9.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3403,Exp2,4,5,20000.0,10.81381752079947,0.9583488285608033,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3403,Exp2,1,2,5500.0,6.169543757791402,1.0,1.0
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3403,Exp2,2,3,10500.0,0.6947146281439869,0.5894384529564894,12.0
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3403,Exp2,3,4,15000.0,2.3204177550599776,0.9100037188545927,5.0
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3403,Exp2,4,5,20000.0,2.7729338041517035,0.9315730754927483,9.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,Exp2,1,2,5500.0,9.165501550270102,0.9419858683525474,9.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,Exp2,2,3,10500.0,6.094289920034401,0.8185198958720714,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,Exp2,3,4,15000.0,10.280954259843343,0.951283004834511,7.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3403,Exp2,4,5,20000.0,10.81381752079947,0.9583488285608033,6.0
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,Exp2,1,2,5500.0,6.169543757791402,1.0,3.0
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,Exp2,2,3,10500.0,0.6947146281439869,0.5894384529564894,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,Exp2,3,4,15000.0,2.3204177550599776,0.9100037188545927,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3403,Exp2,4,5,20000.0,2.7729338041517035,0.9315730754927483,
Exp1_to_Exp2,V341_CalibrationOnly,3404,Exp2,1,2,5500.0,1.245380942746342,0.7679434734101896,
Exp1_to_Exp2,V341_CalibrationOnly,3404,Exp2,2,3,10500.0,1.259794739683649,0.7727779843808107,
Exp1_to_Exp2,V341_CalibrationOnly,3404,Exp2,3,4,15000.0,3.0692809274503614,0.956117515805132,9.0
Exp1_to_Exp2,V341_CalibrationOnly,3404,Exp2,4,5,20000.0,3.8003383170426677,0.9639271104499814,8.0
Exp1_to_Exp2,V341_OnlineAdaptation,3404,Exp2,1,2,5500.0,1.71198420432069,0.9312011900334697,
Exp1_to_Exp2,V341_OnlineAdaptation,3404,Exp2,2,3,10500.0,0.478324937117166,0.6009669021941242,
Exp1_to_Exp2,V341_OnlineAdaptation,3404,Exp2,3,4,15000.0,1.7948779875430985,0.9364075864633693,
Exp1_to_Exp2,V341_OnlineAdaptation,3404,Exp2,4,5,20000.0,1.0646549803109375,0.8653774637411678,
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3404,Exp2,1,2,5500.0,0.5986217083660337,0.8121978430643362,
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3404,Exp2,2,3,10500.0,0.5388822354876022,0.7965786537746374,
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3404,Exp2,3,4,15000.0,0.7886881656152164,0.8356266269988843,6.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3404,Exp2,4,5,20000.0,1.5536151803483405,0.991074748977315,3.0
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3404,Exp2,1,2,5500.0,0.47756572579630396,0.9642989959092599,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3404,Exp2,2,3,10500.0,0.24826757609844208,0.5429527705466716,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3404,Exp2,3,4,15000.0,0.25183501839637756,0.6876162142060246,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3404,Exp2,4,5,20000.0,0.25836506485939026,0.8058757902566009,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,Exp2,1,2,5500.0,0.5986217083660337,0.8121978430643362,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,Exp2,2,3,10500.0,0.5388822354876022,0.7965786537746374,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,Exp2,3,4,15000.0,0.7886881656152164,0.8356266269988843,11.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,Exp2,4,5,20000.0,1.5536151803483405,0.991074748977315,5.0
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,Exp2,1,2,5500.0,0.47756572579630396,0.9642989959092599,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,Exp2,2,3,10500.0,0.24826757609844208,0.5429527705466716,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,Exp2,3,4,15000.0,0.25183501839637756,0.6876162142060246,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,Exp2,4,5,20000.0,0.25836506485939026,0.8058757902566009,
Exp1_to_Exp2,V341_CalibrationOnly,3405,Exp2,1,2,5500.0,2.2523371382637363,0.885459278542209,
Exp1_to_Exp2,V341_CalibrationOnly,3405,Exp2,2,3,10500.0,4.001452974879104,0.9605801413164745,8.0
Exp1_to_Exp2,V341_CalibrationOnly,3405,Exp2,3,4,15000.0,3.415885111261876,0.943101524730383,12.0
Exp1_to_Exp2,V341_CalibrationOnly,3405,Exp2,4,5,20000.0,5.133516407554492,0.9791744142804016,6.0
Exp1_to_Exp2,V341_OnlineAdaptation,3405,Exp2,1,2,5500.0,2.21327567485811,0.9695053923391596,9.0
Exp1_to_Exp2,V341_OnlineAdaptation,3405,Exp2,2,3,10500.0,0.8290142079928595,0.841576794347341,
Exp1_to_Exp2,V341_OnlineAdaptation,3405,Exp2,3,4,15000.0,1.4512645459025253,0.924507251766456,
Exp1_to_Exp2,V341_OnlineAdaptation,3405,Exp2,4,5,20000.0,1.5462216978611,0.9386388992190405,
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3405,Exp2,1,2,5500.0,0.9373658167107087,0.8330234287839345,
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3405,Exp2,2,3,10500.0,0.9664509101846614,0.8359985124581629,7.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3405,Exp2,3,4,15000.0,1.062598610585678,0.8586835254741539,5.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3405,Exp2,4,5,20000.0,1.897075260282728,0.9947936035701004,3.0
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3405,Exp2,1,2,5500.0,0.9125858785784204,0.9698772777984381,2.0
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3405,Exp2,2,3,10500.0,0.27579566836357117,0.7965786537746374,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3405,Exp2,3,4,15000.0,0.2731005943515829,0.7292673856452213,
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3405,Exp2,4,5,20000.0,0.27510324120521545,0.7831907772406099,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,Exp2,1,2,5500.0,0.9373658167107087,0.8330234287839345,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,Exp2,2,3,10500.0,0.9664509101846614,0.8359985124581629,
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,Exp2,3,4,15000.0,1.062598610585678,0.8586835254741539,9.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,Exp2,4,5,20000.0,1.897075260282728,0.9947936035701004,2.0
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,Exp2,1,2,5500.0,0.9125858785784204,0.9698772777984381,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,Exp2,2,3,10500.0,0.27579566836357117,0.7965786537746374,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,Exp2,3,4,15000.0,0.2731005943515829,0.7292673856452213,
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,Exp2,4,5,20000.0,0.27510324120521545,0.7831907772406099,
Exp2_to_Exp1,V341_CalibrationOnly,3401,Exp1,1,2,8000.0,15.817765764702141,0.9601646823189051,5.0
Exp2_to_Exp1,V341_CalibrationOnly,3401,Exp1,2,3,24000.0,20.19409825567108,0.9724045843996885,4.0
Exp2_to_Exp1,V341_CalibrationOnly,3401,Exp1,3,4,32000.0,31.001788039409945,0.9785245354400801,3.0
Exp2_to_Exp1,V341_CalibrationOnly,3401,Exp1,4,5,40000.0,54.076619641378606,0.9858684766885502,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3401,Exp1,1,2,8000.0,14.312319543939058,0.9436964504283966,5.0
Exp2_to_Exp1,V341_OnlineAdaptation,3401,Exp1,2,3,24000.0,26.72797847581517,0.960053410481807,4.0
Exp2_to_Exp1,V341_OnlineAdaptation,3401,Exp1,3,4,32000.0,71.79195600223164,0.9925447869144319,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3401,Exp1,4,5,40000.0,37.72642693505726,0.9785245354400801,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3401,Exp1,1,2,8000.0,7.178358161638377,0.9690664292867476,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3401,Exp1,2,3,24000.0,4.149172226994636,0.9336819850895738,5.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3401,Exp1,3,4,32000.0,6.779272737483605,0.9617224880382775,4.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3401,Exp1,4,5,40000.0,14.367035705596596,0.9855346611772561,2.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3401,Exp1,1,2,8000.0,2.7012197478124715,1.0,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3401,Exp1,2,3,24000.0,1.0496356064509387,0.9796372538110604,4.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3401,Exp1,3,4,32000.0,1.6049339900876234,0.9967731167241571,2.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3401,Exp1,4,5,40000.0,0.1770552098751068,0.4704573272504729,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,1,2,8000.0,7.178358161638377,0.9690664292867476,3.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,2,3,24000.0,4.149172226994636,0.9336819850895738,6.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,3,4,32000.0,6.779272737483605,0.9617224880382775,4.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,Exp1,4,5,40000.0,14.367035705596596,0.9855346611772561,2.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,1,2,8000.0,2.7012197478124715,1.0,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,2,3,24000.0,1.0496356064509387,0.9796372538110604,3.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,3,4,32000.0,1.6049339900876234,0.9967731167241571,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,Exp1,4,5,40000.0,0.1770552098751068,0.4704573272504729,
Exp2_to_Exp1,V341_CalibrationOnly,3402,Exp1,1,2,8000.0,11.621735402052806,0.938021586736397,5.0
Exp2_to_Exp1,V341_CalibrationOnly,3402,Exp1,2,3,24000.0,19.023865518583083,0.9651719149883164,4.0
Exp2_to_Exp1,V341_CalibrationOnly,3402,Exp1,3,4,32000.0,31.4568017979726,0.97796817625459,3.0
Exp2_to_Exp1,V341_CalibrationOnly,3402,Exp1,4,5,40000.0,53.8687866420009,0.9869811950595304,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3402,Exp1,1,2,8000.0,11.31941626346305,0.9483698675865139,5.0
Exp2_to_Exp1,V341_OnlineAdaptation,3402,Exp1,2,3,24000.0,19.06208941497384,0.9706242350061199,4.0
Exp2_to_Exp1,V341_OnlineAdaptation,3402,Exp1,3,4,32000.0,48.13325255321671,0.9913207967063536,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3402,Exp1,4,5,40000.0,28.3516601319538,0.9789696227884722,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3402,Exp1,1,2,8000.0,8.13437980830161,0.9554912651607878,4.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3402,Exp1,2,3,24000.0,6.241291048911762,0.9410259263380438,5.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3402,Exp1,3,4,32000.0,10.949450263148305,0.9692889729609436,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3402,Exp1,4,5,40000.0,18.419735975494575,0.9848670301546678,2.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3402,Exp1,1,2,8000.0,1.5909577489087146,1.0,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3402,Exp1,2,3,24000.0,0.33608670496664644,0.981862690553021,
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3402,Exp1,3,4,32000.0,0.9069033022930308,0.9949927673305886,2.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3402,Exp1,4,5,40000.0,0.18514001369476318,0.711694670079003,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,1,2,8000.0,8.13437980830161,0.9554912651607878,4.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,2,3,24000.0,6.241291048911762,0.9410259263380438,6.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,3,4,32000.0,10.949450263148305,0.9692889729609436,3.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,Exp1,4,5,40000.0,18.419735975494575,0.9848670301546678,2.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,1,2,8000.0,1.5909577489087146,1.0,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,2,3,24000.0,0.33608670496664644,0.981862690553021,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,3,4,32000.0,0.9069033022930308,0.9949927673305886,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,Exp1,4,5,40000.0,0.18514001369476318,0.711694670079003,
Exp2_to_Exp1,V341_CalibrationOnly,3403,Exp1,1,2,8000.0,14.473596124806894,0.9529320129075332,3.0
Exp2_to_Exp1,V341_CalibrationOnly,3403,Exp1,2,3,24000.0,10.222915158901497,0.934015800600868,4.0
Exp2_to_Exp1,V341_CalibrationOnly,3403,Exp1,3,4,32000.0,24.763274635024494,0.9770780015578057,2.0
Exp2_to_Exp1,V341_CalibrationOnly,3403,Exp1,4,5,40000.0,34.38443731752905,0.98531211750306,13.0
Exp2_to_Exp1,V341_OnlineAdaptation,3403,Exp1,1,2,8000.0,9.488090736148427,0.9571603427172583,5.0
Exp2_to_Exp1,V341_OnlineAdaptation,3403,Exp1,2,3,24000.0,16.72681352583957,0.9770780015578057,4.0
Exp2_to_Exp1,V341_OnlineAdaptation,3403,Exp1,3,4,32000.0,42.547780127155015,0.9982196506064315,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3403,Exp1,4,5,40000.0,18.9054681781394,0.9788583509513742,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3403,Exp1,1,2,8000.0,4.763171440281225,0.967286079893179,4.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3403,Exp1,2,3,24000.0,2.2621725315666676,0.9192166462668299,8.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3403,Exp1,3,4,32000.0,5.495546000917263,0.9742962056303549,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3403,Exp1,4,5,40000.0,9.687428102608257,0.98531211750306,2.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3403,Exp1,1,2,8000.0,1.4823375221558912,1.0,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3403,Exp1,2,3,24000.0,0.962391965654676,0.9945476799821965,3.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3403,Exp1,3,4,32000.0,1.3833155370902444,0.999888728162902,2.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3403,Exp1,4,5,40000.0,0.18951547145843506,0.8244130410593079,
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,1,2,8000.0,4.763171440281225,0.967286079893179,4.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,2,3,24000.0,2.2621725315666676,0.9192166462668299,11.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,3,4,32000.0,5.495546000917263,0.9742962056303549,3.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,Exp1,4,5,40000.0,9.687428102608257,0.98531211750306,2.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,1,2,8000.0,1.4823375221558912,1.0,
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,2,3,24000.0,0.962391965654676,0.9945476799821965,2.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,3,4,32000.0,1.3833155370902444,0.999888728162902,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,Exp1,4,5,40000.0,0.18951547145843506,0.8244130410593079,
Exp2_to_Exp1,V341_CalibrationOnly,3404,Exp1,1,2,8000.0,19.81274095043581,0.966952264381885,5.0
Exp2_to_Exp1,V341_CalibrationOnly,3404,Exp1,2,3,24000.0,27.9325259497274,0.9722933125625904,4.0
Exp2_to_Exp1,V341_CalibrationOnly,3404,Exp1,3,4,32000.0,46.28182617311597,0.9826415934127073,3.0
Exp2_to_Exp1,V341_CalibrationOnly,3404,Exp1,4,5,40000.0,65.42464218144173,0.9916546122176477,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3404,Exp1,1,2,8000.0,21.47196798620555,0.985423389340158,2.0
Exp2_to_Exp1,V341_OnlineAdaptation,3404,Exp1,2,3,24000.0,5.959466360698786,0.9420273728719261,7.0
Exp2_to_Exp1,V341_OnlineAdaptation,3404,Exp1,3,4,32000.0,16.5795468495939,0.9835317681094915,3.0
Exp2_to_Exp1,V341_OnlineAdaptation,3404,Exp1,4,5,40000.0,16.47040515856672,0.9833092244352954,4.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3404,Exp1,1,2,8000.0,22.498091945981216,0.9638366529431401,4.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3404,Exp1,2,3,24000.0,21.312153394854658,0.9618337598753756,5.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3404,Exp1,3,4,32000.0,35.85982500780362,0.9786358072771781,3.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3404,Exp1,4,5,40000.0,52.23230036657722,0.9857572048514521,2.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3404,Exp1,1,2,8000.0,11.200117180225792,1.0,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3404,Exp1,2,3,24000.0,1.912872145141369,0.956158896183376,5.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3404,Exp1,3,4,32000.0,0.7532041894444914,0.919995549126516,
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3404,Exp1,4,5,40000.0,1.9570114177375637,0.9572716145543563,4.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,1,2,8000.0,22.498091945981216,0.9638366529431401,4.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,Exp1,2,3,24000.0,21.312153394854658,0.9618337598753756,5.0
