direction,source_dataset,target_dataset,seed,event_id,dataset,setting,start_cycle,peak_cycle,end_cycle,peak_score,adapter_frozen_fraction,event_status,fast_score,slow_score,residual_persistent,start_actual_cycle,peak_actual_cycle,end_actual_cycle
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,V35_SlowOnly_OnlineAdaptation,6910.5,7120.5,7200.5,1.949155832638688,1.0,unmatched_candidate_event,0.0,3.5397725906180284,0.0,12009.166666666666,12359.166666666666,12492.5
Exp1_to_Exp2,Exp1,Exp2,3402,5,Exp2,V35_SlowOnly_OnlineAdaptation,10510.5,10530.5,10540.5,1.2577342210302243,1.0,unmatched_candidate_event,6.251386440540856,2.0542203720588463,10.586798275863577,18009.166666666668,18042.5,18059.166666666668
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,V35_SlowResidual_CalibrationOnly,1520.5,1530.5,1530.5,0.7752688221211566,1.0,unmatched_candidate_event,5.355103645084522,1.1434621795168187,21.960297010711134,3029.622003994674,3046.2631491344873,3046.2631491344873
Exp1_to_Exp2,Exp1,Exp2,3402,2,Exp2,V35_SlowResidual_CalibrationOnly,3020.5,3045.5,3105.5,3.0566497492265468,1.0,unmatched_candidate_event,12.984378002766029,5.699259976043654,22.71750184593337,5525.833333333333,5567.5,5667.5
Exp1_to_Exp2,Exp1,Exp2,3402,3,Exp2,V35_SlowResidual_CalibrationOnly,6915.5,7005.5,7005.5,3.959562606313604,1.0,unmatched_candidate_event,1.860631056569782,7.567475272613322,22.78338361168838,12017.5,12167.5,12167.5
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,V35_SlowResidual_CalibrationOnly,7225.5,7230.5,7300.5,1.4743343735195127,1.0,unmatched_candidate_event,8.107823868601113,2.5565730024291926,16.342975746091373,12534.166666666666,12542.5,12659.166666666666
Exp1_to_Exp2,Exp1,Exp2,3402,5,Exp2,V35_SlowResidual_CalibrationOnly,8715.5,8715.5,8800.5,3.3368137993378495,1.0,unmatched_candidate_event,11.844710073949159,6.2564728693093965,16.83412973355353,15017.5,15017.5,15159.166666666666
Exp1_to_Exp2,Exp1,Exp2,3402,6,Exp2,V35_SlowResidual_CalibrationOnly,9315.5,9315.5,9405.5,7.36577183823014,1.0,unmatched_candidate_event,15.43368400092938,14.321635977828993,21.29901872542019,16017.5,16017.5,16167.5
Exp1_to_Exp2,Exp1,Exp2,3402,7,Exp2,V35_SlowResidual_CalibrationOnly,9615.5,9615.5,9705.5,4.120079942494867,1.0,unmatched_candidate_event,7.846739996778739,7.862044409811968,21.130035304164103,16517.5,16517.5,16667.5
Exp1_to_Exp2,Exp1,Exp2,3402,8,Exp2,V35_SlowResidual_CalibrationOnly,9910.5,9910.5,10010.5,10.222969856724541,1.0,unmatched_candidate_event,27.438717928449467,20.10447257134398,19.625616473022628,17009.166666666668,17009.166666666668,17175.833333333332
Exp1_to_Exp2,Exp1,Exp2,3402,9,Exp2,V35_SlowResidual_CalibrationOnly,10210.5,10230.5,10310.5,5.50911681290637,1.0,unmatched_candidate_event,19.521533594842303,10.671447782440396,40.90655079829605,17509.166666666668,17542.5,17675.833333333332
Exp1_to_Exp2,Exp1,Exp2,3402,10,Exp2,V35_SlowResidual_CalibrationOnly,10510.5,10530.5,10610.5,13.830805042869988,1.0,unmatched_candidate_event,33.883539781884195,27.36333655215729,49.72125561990317,18009.166666666668,18042.5,18175.833333333332
Exp1_to_Exp2,Exp1,Exp2,3402,11,Exp2,V35_SlowResidual_CalibrationOnly,10815.5,10830.5,10905.5,7.59640099891973,1.0,unmatched_candidate_event,22.93142282269229,14.815174476086149,27.674940311795105,18517.5,18542.5,18667.5
Exp1_to_Exp2,Exp1,Exp2,3402,12,Exp2,V35_SlowResidual_CalibrationOnly,11120.5,11130.5,11205.5,7.008189122188013,1.0,unmatched_candidate_event,19.083201716703282,13.65049599668964,22.559762804199536,19025.833333333332,19042.5,19167.5
Exp1_to_Exp2,Exp1,Exp2,3402,13,Exp2,V35_SlowResidual_CalibrationOnly,11420.5,11430.5,11500.5,10.354663693785039,1.0,unmatched_candidate_event,13.873122212182547,20.276258307455713,20.60599243081869,19525.833333333332,19542.5,19659.166666666668
Exp1_to_Exp2,Exp1,Exp2,3402,14,Exp2,V35_SlowResidual_CalibrationOnly,11720.5,11750.5,11800.5,6.042981813262327,1.0,unmatched_candidate_event,13.656332064888298,11.68352483691856,18.83036107901932,20025.887265135698,20075.991649269312,20159.498956158663
Exp1_to_Exp2,Exp1,Exp2,3402,15,Exp2,V35_SlowResidual_CalibrationOnly,12685.5,12685.5,12700.5,3.0543782161571045,1.0,unmatched_candidate_event,4.3614389131569355,5.747061947365097,16.293793253990955,21637.57828810021,21637.57828810021,21662.630480167016
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,V35_SlowResidual_OnlineAdaptation,1515.5,1530.5,1605.5,3.035446731442464,1.0,unmatched_candidate_event,10.818759329305852,5.714235928047205,31.95818672312094,3021.301431424767,3046.2631491344873,3171.0717376830894
Exp1_to_Exp2,Exp1,Exp2,3402,2,Exp2,V35_SlowResidual_OnlineAdaptation,1845.5,1895.5,1905.5,0.7355557174626545,1.0,unmatched_candidate_event,0.0,1.0661353948004157,21.805127536834355,3570.4592210386154,3653.6649467376833,3670.306091877497
Exp1_to_Exp2,Exp1,Exp2,3402,3,Exp2,V35_SlowResidual_OnlineAdaptation,3025.5,3040.5,3100.5,1.7209789969300904,1.0,unmatched_candidate_event,10.628895156776036,3.0006800130557374,17.18538515938523,5534.166666666667,5559.166666666667,5659.166666666667
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,V35_SlowResidual_OnlineAdaptation,6920.5,7000.5,7000.5,1.5940845082896815,1.0,unmatched_candidate_event,0.338623635663691,2.81157956931946,17.840632710219268,12025.833333333334,12159.166666666666,12159.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,V341_CalibrationOnly,680.5,690.5,705.5,0.9424593183660471,1.0,unmatched_candidate_event,,,,1631.7658122503328,1648.4069573901465,1673.3686750998668
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,V341_CalibrationOnly,1195.5,1210.5,1215.5,1.6324195709103555,1.0,unmatched_candidate_event,,,,2488.7847869507323,2513.746504660453,2522.0670772303592
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,V341_CalibrationOnly,1495.5,1530.5,1535.5,1.6650655220818757,1.0,unmatched_candidate_event,,,,2988.0191411451397,3046.2631491344873,3054.583721704394
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,V341_CalibrationOnly,2120.5,3025.5,3675.5,9.535848860541385,1.0,unmatched_candidate_event,,,,4028.0907123834886,5534.166666666667,6617.5
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,V341_CalibrationOnly,3860.5,3910.5,4270.5,4.456531193159758,0.9397590361445783,unmatched_candidate_event,,,,6925.833333333333,7009.166666666667,7609.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,V341_CalibrationOnly,4500.5,6350.5,6765.5,6.216715764283913,0.973568281938326,unmatched_candidate_event,,,,7992.5,11075.833333333334,11767.5
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,V341_CalibrationOnly,6905.5,6950.5,8075.5,4.081964499621035,0.9404255319148936,unmatched_candidate_event,,,,12000.833333333334,12075.833333333334,13950.833333333334
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,V341_CalibrationOnly,8420.5,9910.5,12475.5,20.24669605415126,0.9679802955665024,unmatched_candidate_event,,,,14525.833333333334,17009.166666666668,21286.84759916493
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,V341_CalibrationOnly,12595.5,12625.5,13935.5,18.264770069501044,1.0,unmatched_candidate_event,,,,21487.265135699374,21537.369519832984,23725.260960334028
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,V341_OnlineAdaptation,2710.5,2710.5,2740.5,1.266502792148279,1.0,unmatched_candidate_event,,,,5009.91827563249,5009.91827563249,5059.84171105193
Exp1_to_Exp2,Exp1,Exp2,3403,2,Exp2,V341_OnlineAdaptation,3000.5,3015.5,3680.5,5.457754256533275,1.0,unmatched_candidate_event,,,,5492.511484687084,5517.5,6625.833333333333
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,V341_OnlineAdaptation,3890.5,3910.5,3915.5,1.6468441126980384,1.0,unmatched_candidate_event,,,,6975.833333333333,7009.166666666667,7017.5
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,V341_OnlineAdaptation,5105.5,5150.5,5280.5,1.5301223181984485,1.0,unmatched_candidate_event,,,,9000.833333333334,9075.833333333334,9292.5
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,V341_OnlineAdaptation,6330.5,6370.5,6375.5,0.9591538935519479,1.0,unmatched_candidate_event,,,,11042.5,11109.166666666666,11117.5
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,V341_OnlineAdaptation,6900.5,6930.5,7830.5,4.231366157042419,0.983957219251337,unmatched_candidate_event,,,,11992.5,12042.5,13542.5
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,V341_OnlineAdaptation,8405.5,8425.5,8470.5,1.4188942862051528,1.0,unmatched_candidate_event,,,,14500.833333333334,14534.166666666666,14609.166666666668
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,V341_OnlineAdaptation,8700.5,9310.5,9785.5,2.7815075672370675,0.8807339449541285,unmatched_candidate_event,,,,14992.5,16009.166666666666,16800.833333333332
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,V341_OnlineAdaptation,9895.5,10525.5,11515.5,5.6474884763503415,1.0,unmatched_candidate_event,,,,16984.166666666668,18034.166666666668,19684.166666666668
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,V341_OnlineAdaptation,11705.5,11760.5,12015.5,1.96108603642376,1.0,unmatched_candidate_event,,,,20000.835073068894,20092.693110647182,20518.58037578288
Exp1_to_Exp2,Exp1,Exp2,3403,11,Exp2,V341_OnlineAdaptation,12610.5,12620.5,12680.5,1.366016901484077,1.0,unmatched_candidate_event,,,,21512.31732776618,21529.01878914405,21629.227557411272
Exp1_to_Exp2,Exp1,Exp2,3403,12,Exp2,V341_OnlineAdaptation,12960.5,13190.5,13285.5,1.988664202548885,1.0,unmatched_candidate_event,,,,22096.86847599165,22481.00208768267,22639.665970772443
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,V35_SlowOnly_CalibrationOnly,675.5,885.5,890.5,1.5292330310385238,1.0,unmatched_candidate_event,0.768883169410085,2.676707551010611,0.0,1623.445239680426,1972.9092876165114,1981.2298601864181
Exp1_to_Exp2,Exp1,Exp2,3403,2,Exp2,V35_SlowOnly_CalibrationOnly,1195.5,1210.5,1215.5,1.5778357504618852,1.0,unmatched_candidate_event,2.367121533816075,2.749509954216617,2.581405428998113,2488.7847869507323,2513.746504660453,2522.0670772303592
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,V35_SlowOnly_CalibrationOnly,1495.5,1510.5,1535.5,1.42621441673738,1.0,unmatched_candidate_event,3.0758953836797365,2.4462974765201855,8.01830503071117,2988.0191411451397,3012.9808588548603,3054.583721704394
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,V35_SlowOnly_CalibrationOnly,2120.5,3280.5,3650.5,9.165501550270102,1.0,unmatched_candidate_event,0.0,17.987841964628263,0.0,4028.0907123834886,5959.166666666667,6575.833333333333
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,V35_SlowOnly_CalibrationOnly,3855.5,3910.5,4255.5,3.831415338398118,1.0,unmatched_candidate_event,5.240149909829187,7.357619400980273,2.0864332735665285,6917.5,7009.166666666667,7584.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,V35_SlowOnly_CalibrationOnly,4440.5,6350.5,6745.5,6.094289920034401,1.0,unmatched_candidate_event,1.5119320433755867,11.779149097805009,0.9523815573991117,7892.5,11075.833333333334,11734.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,V35_SlowOnly_CalibrationOnly,6910.5,7120.5,8090.5,3.7811015487273543,1.0,unmatched_candidate_event,0.681448886318795,7.18713571440379,0.07589665988968429,12009.166666666666,12359.166666666666,13975.833333333334
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,V35_SlowOnly_CalibrationOnly,8420.5,8450.5,8460.5,1.5165495050447548,1.0,unmatched_candidate_event,0.8169132663954684,2.62846638212549,8.596950246263454,14525.833333333334,14575.833333333334,14592.5
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,V35_SlowOnly_CalibrationOnly,8695.5,10530.5,12460.5,16.69257303394689,1.0,unmatched_candidate_event,35.27594368168134,33.15307946637896,39.21207955091861,14984.166666666668,18042.5,21261.79540709812
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,V35_SlowOnly_CalibrationOnly,12600.5,12625.5,13935.5,16.919647138858956,1.0,unmatched_candidate_event,29.397700317388747,33.644442506720864,11.424608751962683,21495.61586638831,21537.369519832984,23725.260960334028
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,V35_SlowOnly_OnlineAdaptation,675.5,885.5,890.5,1.5292330310385238,1.0,unmatched_candidate_event,0.768883169410085,2.676707551010611,0.0,1623.445239680426,1972.9092876165114,1981.2298601864181
Exp1_to_Exp2,Exp1,Exp2,3403,2,Exp2,V35_SlowOnly_OnlineAdaptation,1200.5,1210.5,1210.5,0.8620992810348116,1.0,unmatched_candidate_event,2.4848303810254437,1.321599435969083,0.15350802849867098,2497.1053595206395,2513.746504660453,2513.746504660453
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,V35_SlowOnly_OnlineAdaptation,2710.5,2715.5,2730.5,0.9817847285403662,1.0,unmatched_candidate_event,2.078901436952407,1.5873955137995588,1.756879483087788,5009.91827563249,5018.238848202397,5043.200565912117
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,V35_SlowOnly_OnlineAdaptation,3005.5,3315.5,3915.5,6.169543757791402,1.0,unmatched_candidate_event,5.063427686078117,12.001191555967097,3.241918794310072,5500.833333333333,6017.5,7017.5
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,V35_SlowOnly_OnlineAdaptation,5145.5,5150.5,5275.5,0.7923516324227369,0.8888888888888888,unmatched_candidate_event,3.163075382059295,1.2076260429750514,1.1532896185956254,9067.5,9075.833333333334,9284.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,V35_SlowOnly_OnlineAdaptation,6500.5,6505.5,6510.5,0.6947146281439869,1.0,unmatched_candidate_event,0.0,0.9889297336019691,0.0,11325.833333333334,11334.166666666666,11342.5
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,V35_SlowOnly_OnlineAdaptation,6900.5,6930.5,7835.5,4.882687238908609,1.0,unmatched_candidate_event,9.013964005130415,9.37684255452315,13.15741969053069,11992.5,12042.5,13550.833333333334
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,V35_SlowOnly_OnlineAdaptation,8410.5,8430.5,8530.5,1.4612712135125356,1.0,unmatched_candidate_event,2.1958034597249054,2.517824296198121,3.3217150898924275,14509.166666666666,14542.5,14709.166666666668
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,V35_SlowOnly_OnlineAdaptation,8700.5,8735.5,8880.5,2.3204177550599776,1.0,unmatched_candidate_event,5.082717385922823,4.238086865767996,5.404293762654201,14992.5,15050.833333333334,15292.5
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,V35_SlowOnly_OnlineAdaptation,9035.5,10540.5,12045.5,4.848822741318847,0.966832504145937,unmatched_candidate_event,10.375259839776444,9.352633264877609,15.263651875032018,15550.833333333334,18059.166666666668,20568.684759916494
Exp1_to_Exp2,Exp1,Exp2,3403,11,Exp2,V35_SlowOnly_OnlineAdaptation,12165.5,12285.5,12340.5,0.9592967874970697,1.0,unmatched_candidate_event,0.0,1.56560855054193,0.0,20769.10229645094,20969.519832985385,21061.377870563676
Exp1_to_Exp2,Exp1,Exp2,3403,12,Exp2,V35_SlowOnly_OnlineAdaptation,12960.5,13190.5,13235.5,2.357565253180482,1.0,unmatched_candidate_event,1.2908765000559783,4.358175812566714,0.0,22096.86847599165,22481.00208768267,22556.15866388309
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,V35_SlowResidual_CalibrationOnly,1515.5,1530.5,1535.5,1.4001541737293386,1.0,unmatched_candidate_event,3.5100363261746197,2.384745330328779,17.828463282924503,3021.301431424767,3046.2631491344873,3054.583721704394
Exp1_to_Exp2,Exp1,Exp2,3403,2,Exp2,V35_SlowResidual_CalibrationOnly,3020.5,3025.5,3105.5,7.994855479612623,1.0,unmatched_candidate_event,17.296689576048383,15.636238398581096,17.168905967893213,5525.833333333333,5534.166666666667,5667.5
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,V35_SlowResidual_CalibrationOnly,6915.5,6950.5,7005.5,3.4220860944712044,1.0,unmatched_candidate_event,6.4192308415110775,6.459744254057384,25.03474102968018,12017.5,12075.833333333334,12167.5
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,V35_SlowResidual_CalibrationOnly,7230.5,7275.5,7300.5,1.8345208239156778,1.0,unmatched_candidate_event,5.709102351204528,3.2488620721496693,13.948110524413568,12542.5,12617.5,12659.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,V35_SlowResidual_CalibrationOnly,8715.5,8715.5,8800.5,9.50785925923233,1.0,unmatched_candidate_event,17.779806041977047,18.66811883327255,13.614691196290751,15017.5,15017.5,15159.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,V35_SlowResidual_CalibrationOnly,9315.5,9315.5,9405.5,13.9476903779461,1.0,unmatched_candidate_event,28.910530838345576,27.615093609323903,16.754756253028113,16017.5,16017.5,16167.5
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,V35_SlowResidual_CalibrationOnly,9615.5,9630.5,9705.5,6.562175850855356,1.0,unmatched_candidate_event,9.381431448990204,12.777386984799396,22.928194945377065,16517.5,16542.5,16667.5
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,V35_SlowResidual_CalibrationOnly,9910.5,9910.5,10010.5,16.573837276020306,1.0,unmatched_candidate_event,37.089205182976464,32.91773108287386,15.031160473746272,17009.166666666668,17009.166666666668,17175.833333333332
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,V35_SlowResidual_CalibrationOnly,10210.5,10230.5,10310.5,13.799461781060584,1.0,unmatched_candidate_event,15.534840307053818,27.25588851983525,33.966894454615506,17509.166666666668,17542.5,17675.833333333332
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,V35_SlowResidual_CalibrationOnly,10510.5,10530.5,10610.5,16.69257303394689,1.0,unmatched_candidate_event,35.27594368168134,33.15307946637896,39.21207955091861,18009.166666666668,18042.5,18175.833333333332
Exp1_to_Exp2,Exp1,Exp2,3403,11,Exp2,V35_SlowResidual_CalibrationOnly,10815.5,10830.5,10905.5,11.906991873114801,1.0,unmatched_candidate_event,11.947684095683801,23.49196023529668,23.36000394199459,18517.5,18542.5,18667.5
Exp1_to_Exp2,Exp1,Exp2,3403,12,Exp2,V35_SlowResidual_CalibrationOnly,11120.5,11150.5,11205.5,8.710646602512561,1.0,unmatched_candidate_event,8.674102292787822,17.10004640221827,17.647999354362653,19025.833333333332,19075.833333333332,19167.5
Exp1_to_Exp2,Exp1,Exp2,3403,13,Exp2,V35_SlowResidual_CalibrationOnly,11420.5,11430.5,11500.5,10.81381752079947,1.0,unmatched_candidate_event,6.523894202155256,21.26189766300168,17.15960318245318,19525.833333333332,19542.5,19659.166666666668
Exp1_to_Exp2,Exp1,Exp2,3403,14,Exp2,V35_SlowResidual_CalibrationOnly,11720.5,11750.5,11800.5,5.925918092918916,1.0,unmatched_candidate_event,10.616423339723553,11.54765976586446,15.145259973156502,20025.887265135698,20075.991649269312,20159.498956158663
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,V35_SlowResidual_OnlineAdaptation,3030.5,3070.5,3100.5,4.560311471357404,1.0,unmatched_candidate_event,9.141527705716378,8.774678150682567,14.303501524361456,5542.5,5609.166666666667,5659.166666666667
Exp1_to_Exp2,Exp1,Exp2,3403,2,Exp2,V35_SlowResidual_OnlineAdaptation,6925.5,6930.5,7000.5,4.882687238908609,1.0,unmatched_candidate_event,9.013964005130415,9.37684255452315,13.15741969053069,12034.166666666666,12042.5,12159.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,V35_SlowResidual_OnlineAdaptation,10220.5,10230.5,10265.5,3.0188831036801083,1.0,unmatched_candidate_event,6.448790763861623,5.65207361092467,13.522006758035447,17525.833333333332,17542.5,17600.833333333332
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,V35_SlowResidual_OnlineAdaptation,10520.5,10540.5,10600.5,4.848822741318847,1.0,unmatched_candidate_event,10.375259839776444,9.352633264877609,15.263651875032018,18025.833333333332,18059.166666666668,18159.166666666668
Exp1_to_Exp2,Exp1,Exp2,3404,1,Exp2,V341_CalibrationOnly,6905.5,6955.5,7060.5,4.9468754101136065,1.0,unmatched_candidate_event,,,,12000.833333333334,12084.166666666666,12259.166666666666
Exp1_to_Exp2,Exp1,Exp2,3404,2,Exp2,V341_CalibrationOnly,7230.5,7270.5,7270.5,2.2645340585314826,1.0,unmatched_candidate_event,,,,12542.5,12609.166666666666,12609.166666666666
Exp1_to_Exp2,Exp1,Exp2,3404,3,Exp2,V341_CalibrationOnly,8710.5,8750.5,8780.5,3.0692809274503614,1.0,unmatched_candidate_event,,,,15009.166666666666,15075.833333333334,15125.833333333334
Exp1_to_Exp2,Exp1,Exp2,3404,4,Exp2,V341_CalibrationOnly,9305.5,9320.5,9385.5,5.755563812961195,1.0,unmatched_candidate_event,,,,16000.833333333334,16025.833333333334,16134.166666666666
Exp1_to_Exp2,Exp1,Exp2,3404,5,Exp2,V341_CalibrationOnly,9500.5,9650.5,9710.5,5.340803091045777,1.0,unmatched_candidate_event,,,,16325.833333333334,16575.833333333332,16675.833333333332
Exp1_to_Exp2,Exp1,Exp2,3404,6,Exp2,V341_CalibrationOnly,9900.5,9930.5,10005.5,7.184070346093325,1.0,unmatched_candidate_event,,,,16992.5,17042.5,17167.5
Exp1_to_Exp2,Exp1,Exp2,3404,7,Exp2,V341_CalibrationOnly,10200.5,10230.5,10315.5,6.814191479082263,1.0,unmatched_candidate_event,,,,17492.5,17542.5,17684.166666666668
Exp1_to_Exp2,Exp1,Exp2,3404,8,Exp2,V341_CalibrationOnly,10495.5,10530.5,10610.5,7.847536403716429,1.0,unmatched_candidate_event,,,,17984.166666666668,18042.5,18175.833333333332
Exp1_to_Exp2,Exp1,Exp2,3404,9,Exp2,V341_CalibrationOnly,10800.5,10850.5,10935.5,4.33203155925359,1.0,unmatched_candidate_event,,,,18492.5,18575.833333333332,18717.5
Exp1_to_Exp2,Exp1,Exp2,3404,10,Exp2,V341_CalibrationOnly,11095.5,11130.5,11170.5,3.8003383170426677,1.0,unmatched_candidate_event,,,,18984.166666666668,19042.5,19109.166666666668
Exp1_to_Exp2,Exp1,Exp2,3404,11,Exp2,V341_CalibrationOnly,11405.5,11430.5,11440.5,2.8518873915322946,1.0,unmatched_candidate_event,,,,19500.833333333332,19542.5,19559.166666666668
Exp1_to_Exp2,Exp1,Exp2,3404,1,Exp2,V341_OnlineAdaptation,950.5,965.5,970.5,2.2652599172317225,1.0,unmatched_candidate_event,,,,2081.0767310252995,2106.03844873502,2114.3590213049265
Exp1_to_Exp2,Exp1,Exp2,3404,2,Exp2,V341_OnlineAdaptation,1505.5,1555.5,1575.5,3.3714033028840804,1.0,unmatched_candidate_event,,,,3004.6602862849536,3087.8660119840215,3121.1483022636485
Exp1_to_Exp2,Exp1,Exp2,3404,3,Exp2,V341_OnlineAdaptation,6905.5,6955.5,7075.5,4.288658708226302,1.0,unmatched_candidate_event,,,,12000.833333333334,12084.166666666666,12284.166666666666
Exp1_to_Exp2,Exp1,Exp2,3404,4,Exp2,V341_OnlineAdaptation,9310.5,9310.5,9355.5,2.279978537768183,1.0,unmatched_candidate_event,,,,16009.166666666666,16009.166666666666,16084.166666666666
Exp1_to_Exp2,Exp1,Exp2,3404,5,Exp2,V341_OnlineAdaptation,9610.5,9655.5,9680.5,3.145234808807439,1.0,unmatched_candidate_event,,,,16509.166666666668,16584.166666666668,16625.833333333332
Exp1_to_Exp2,Exp1,Exp2,3404,6,Exp2,V341_OnlineAdaptation,9910.5,9930.5,9975.5,3.2359093338176512,1.0,unmatched_candidate_event,,,,17009.166666666668,17042.5,17117.5
Exp1_to_Exp2,Exp1,Exp2,3404,7,Exp2,V341_OnlineAdaptation,10210.5,10230.5,10275.5,3.32530994732929,1.0,unmatched_candidate_event,,,,17509.166666666668,17542.5,17617.5
Exp1_to_Exp2,Exp1,Exp2,3404,8,Exp2,V341_OnlineAdaptation,10510.5,10530.5,10570.5,2.8890277410214877,1.0,unmatched_candidate_event,,,,18009.166666666668,18042.5,18109.166666666668
Exp1_to_Exp2,Exp1,Exp2,3404,1,Exp2,V35_SlowOnly_CalibrationOnly,6905.5,6955.5,7205.5,1.4955799228510394,1.0,unmatched_candidate_event,24.51829588719724,2.553411413542655,28.49654041569264,12000.833333333334,12084.166666666666,12500.833333333334
Exp1_to_Exp2,Exp1,Exp2,3404,2,Exp2,V35_SlowOnly_CalibrationOnly,8505.5,8510.5,8515.5,0.6572162387681978,1.0,unmatched_candidate_event,1.0772871521357659,0.914844876113132,4.227379657868623,14667.5,14675.833333333332,14684.166666666668
Exp1_to_Exp2,Exp1,Exp2,3404,3,Exp2,V35_SlowOnly_CalibrationOnly,8725.5,8750.5,8780.5,0.7886881656152164,1.0,unmatched_candidate_event,17.008260168651667,1.1822144044840643,19.847139407041027,15034.166666666666,15075.833333333334,15125.833333333334
Exp1_to_Exp2,Exp1,Exp2,3404,4,Exp2,V35_SlowOnly_CalibrationOnly,9305.5,10530.5,11180.5,2.6514369959311406,1.0,unmatched_candidate_event,38.45076168790466,4.791876756087287,43.06694998735543,16000.833333333334,18042.5,19125.833333333332
Exp1_to_Exp2,Exp1,Exp2,3404,5,Exp2,V35_SlowOnly_CalibrationOnly,11405.5,11430.5,11440.5,1.160797267858526,1.0,unmatched_candidate_event,10.466717315419606,1.8213991516914787,20.088175173378616,19500.833333333332,19542.5,19559.166666666668
Exp1_to_Exp2,Exp1,Exp2,3404,6,Exp2,V35_SlowOnly_CalibrationOnly,11745.5,11750.5,11770.5,0.8500354724664874,1.0,unmatched_candidate_event,6.086289822133077,1.1899922763386144,16.800219772881224,20067.640918580375,20075.991649269312,20109.394572025052
Exp1_to_Exp2,Exp1,Exp2,3404,7,Exp2,V35_SlowOnly_CalibrationOnly,13095.5,13190.5,13220.5,1.0457042802856018,1.0,unmatched_candidate_event,3.3508220100948694,1.5911558964820007,1.6343799871868692,22322.338204592903,22481.00208768267,22531.106471816285
Exp1_to_Exp2,Exp1,Exp2,3404,1,Exp2,V35_SlowOnly_OnlineAdaptation,780.5,965.5,985.5,0.6573061026890646,0.9523809523809523,unmatched_candidate_event,9.77870106518876,0.8896246806302808,14.628374221045334,1798.1772636484686,2106.03844873502,2139.320739014647
Exp1_to_Exp2,Exp1,Exp2,3404,2,Exp2,V35_SlowOnly_OnlineAdaptation,1510.5,1540.5,1590.5,1.0787833967228209,1.0,unmatched_candidate_event,20.83579786141503,1.7239777522125792,24.797406746231644,3012.9808588548603,3062.904294274301,3146.1100199733687
