direction,setting,seed,tolerance_actual_cycles,boundary_hit_rate,mean_absolute_detection_delay,median_absolute_detection_delay,event_level_precision,event_level_recall,event_level_f1,candidate_event_count,unmatched_candidate_count
Exp1_to_Exp2,V341_CalibrationOnly,3401,250.0,0.5,121.66666666666652,121.66666666666652,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,V341_CalibrationOnly,3401,500.0,0.5,121.66666666666652,121.66666666666652,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,V341_OnlineAdaptation,3401,250.0,0.5,100.91249130132246,100.91249130132246,0.1,0.5,0.16666666666666669,20,18
Exp1_to_Exp2,V341_OnlineAdaptation,3401,500.0,1.0,270.87291231732775,258.3333333333326,0.2,1.0,0.33333333333333337,20,16
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3401,250.0,0.25,9.16666666666606,9.16666666666606,0.06666666666666667,0.25,0.10526315789473685,15,14
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3401,500.0,0.5,233.33333333333303,233.33333333333303,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3401,250.0,0.0,,,0.0,0.0,0.0,5,5
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3401,500.0,0.0,,,0.0,0.0,0.0,5,5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3401,250.0,0.75,100.94409649733188,125.83333333333303,0.23076923076923078,0.75,0.3529411764705882,13,10
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3401,500.0,0.75,100.94409649733188,125.83333333333303,0.23076923076923078,0.75,0.3529411764705882,13,10
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3401,250.0,0.25,159.16666666666697,159.16666666666697,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3401,500.0,0.25,159.16666666666697,159.16666666666697,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp1_to_Exp2,V341_CalibrationOnly,3402,250.0,1.0,75.87291231732797,71.74582463465595,0.25,1.0,0.4,16,12
Exp1_to_Exp2,V341_CalibrationOnly,3402,500.0,1.0,75.87291231732797,71.74582463465595,0.25,1.0,0.4,16,12
Exp1_to_Exp2,V341_OnlineAdaptation,3402,250.0,0.0,,,0.0,0.0,0.0,6,6
Exp1_to_Exp2,V341_OnlineAdaptation,3402,500.0,0.0,,,0.0,0.0,0.0,6,6
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3402,250.0,0.0,,,0.0,0.0,0.0,14,14
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3402,500.0,0.25,425.83333333333394,425.83333333333394,0.07142857142857142,0.25,0.11111111111111112,14,13
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3402,250.0,0.0,,,0.0,0.0,0.0,5,5
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3402,500.0,0.0,,,0.0,0.0,0.0,5,5
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3402,250.0,0.75,53.66388308977063,67.5,0.2,0.75,0.31578947368421056,15,12
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3402,500.0,0.75,53.66388308977063,67.5,0.2,0.75,0.31578947368421056,15,12
