dataset,window_id,window_index,start_cycle_effective,end_cycle_effective,center_cycle_effective,start_cycle_actual,end_cycle_actual,center_cycle_actual,cycle_effective,cycle_actual,effective_configuration_count,D_state_q25,D_state_q50,D_state_q75,D_state_mad,V1000_norm_q25,V1000_norm_q50,V1000_norm_q75,V1000_norm_mad,multi_scale_rate_divergence_q25,multi_scale_rate_divergence_q50,multi_scale_rate_divergence_q75,multi_scale_rate_divergence_mad,state_volatility_q25,state_volatility_q50,state_volatility_q75,state_volatility_mad
Exp1,3765,3765,18826.0,18845.0,18835.5,21285.31365313653,21307.749077490775,21296.531365313655,18835.5,21296.531365313655,48,3.840257656338972,4.919478474646414,6.692394951349519,1.482617685387675,0.049792859497010684,0.06449390512005128,0.0807161281721722,0.015857603627554485,0.1936252094156654,0.34583049059428317,0.5525409081933066,0.17102730933754975,0.4601268240427948,0.6157547969257618,0.9362295708001448,0.24839731411936494
Exp1,3766,3766,18831.0,18850.0,18840.5,21291.217712177124,21313.653136531364,21302.435424354244,18840.5,21302.435424354244,48,3.8038520703635315,4.8888125776093005,6.642940602939178,1.4343949224163386,0.05132385441701759,0.06437150829688394,0.0812578153816452,0.015458197651649165,0.22759542285260342,0.35011350872987257,0.44753760300720125,0.12034927006558684,0.4624751896700493,0.6209539463409762,0.9398232583753148,0.24651964620215472
Exp1,3767,3767,18836.0,18855.0,18845.5,21297.121771217713,21319.557195571957,21308.339483394833,18845.5,21308.339483394833,48,3.785510887829826,4.88290916153197,6.633309523293425,1.4391591922521896,0.05142634736620795,0.0643522573414849,0.08252717953550066,0.016297768219846902,0.2022384342249348,0.29626026599972677,0.4012149802006678,0.10318237903352144,0.46454392012845697,0.625897121091171,0.9428811472602446,0.24999498642231396
Exp1,3768,3768,18841.0,18860.0,18850.5,21303.025830258302,21325.461254612546,21314.243542435426,18850.5,21314.243542435426,48,3.7613566742680797,4.868138129756635,6.619831078871817,1.4416375250227962,0.05450297542984102,0.06842548888850533,0.08516244049157531,0.0146028250450575,0.17853204090513727,0.24956779605373086,0.33921881280735583,0.08161585753302587,0.4662624765492101,0.6306176390964535,0.9453259271322467,0.25377612746989453
Exp1,3769,3769,18846.0,18865.0,18855.5,21308.929889298895,21331.365313653136,21320.147601476012,18855.5,21320.147601476012,48,3.7281978929581254,4.893509503510611,6.574446024687031,1.3819767724524672,0.050098267315431766,0.06746207724101645,0.08367987523891174,0.01740106326585961,0.27579577056842386,0.32758349972849343,0.4287804924411377,0.08174967231529354,0.46631094478459467,0.6323703197832405,0.9454439106042616,0.2557995414337593
Exp1,3770,3770,18851.0,18870.0,18860.5,21314.83394833948,21337.26937269373,21326.051660516605,18860.5,21326.051660516605,48,3.7618948270301567,4.926803182640551,6.60585322348329,1.4287562890410836,0.04666941083544243,0.06398157480704175,0.07960097311411572,0.016585875232766882,0.2626220050510957,0.3448223809516111,0.4213441391555054,0.07817704943113762,0.4655749598569028,0.6280972979220476,0.9401381340182184,0.24744347060563976
Exp1,3771,3771,18856.0,18875.0,18865.5,21320.738007380074,21343.173431734318,21331.955719557194,18865.5,21331.955719557194,48,3.7535337045045094,4.9141550306050075,6.600588599216509,1.4217949181975025,0.047049760765018184,0.06495176002391378,0.0800148905648404,0.015634039640594358,0.25360790445458403,0.31457343090264467,0.3724446291262427,0.05968541286139159,0.46433049933891785,0.6162679408259796,0.9302247661096454,0.2385691867464802
Exp1,3772,3772,18861.0,18880.0,18870.5,21326.642066420663,21349.077490774907,21337.859778597784,18870.5,21337.859778597784,48,3.7596750177250438,4.923924935689554,6.60140755793587,1.4458863086368974,0.03649709664263252,0.05276790401083373,0.06996788363064127,0.016608547923390955,0.1986596679668123,0.2536708445759225,0.30016053216084043,0.05307804451724277,0.46247848758556476,0.6026482888585062,0.9135671872157138,0.22826103048128848
Exp1,3773,3773,18866.0,18885.0,18875.5,21332.546125461253,21354.9815498155,21343.763837638377,18875.5,21343.763837638377,48,3.661116706081901,4.806010437932834,6.540353094029455,1.379981779550362,0.04214264463213476,0.05814883338904928,0.0709501480955169,0.014443090944385777,0.12641037174045328,0.18258277938556922,0.24001300234307088,0.058082189964054676,0.4611833495806493,0.5894696973611361,0.8974583303484014,0.217442258695954
Exp1,3774,3774,18871.0,18890.0,18880.5,21338.450184501846,21360.88560885609,21349.667896678966,18880.5,21349.667896678966,48,3.636585185903713,4.723024695406836,6.546996356611878,1.4203836731042085,0.04592137358227955,0.05613849794450523,0.07704642017940122,0.016189958253901876,0.12234363150066267,0.17758150429690278,0.24165772603463653,0.059838350614754746,0.4593654324051073,0.5874708459535722,0.8963448072411825,0.21676512324295205
Exp1,3775,3775,18876.0,18895.0,18885.5,21344.354243542435,21366.78966789668,21355.57195571956,18885.5,21355.57195571956,48,3.6313175356227823,4.782352302643824,6.497396167527993,1.4099185250164479,0.04220716883765266,0.057471240591648314,0.06893362721773719,0.014094737636597465,0.18125153915507583,0.25633600569310233,0.3519180331616396,0.08012414515986624,0.4564522921654086,0.5854055879886888,0.8945730924148728,0.21690591769531023
Exp1,3776,3776,18881.0,18900.0,18890.5,21350.258302583024,21372.693726937272,21361.47601476015,18890.5,21361.47601476015,48,3.647403665475815,4.857399408193226,6.450785654772942,1.4683259973875074,0.059806917787825695,0.07955327685717628,0.16258191714082898,0.040585354618701414,0.20952008131357336,0.3141411646641339,0.37187726386433645,0.08417276518736624,0.45330871113129123,0.5838866757211182,0.8936997436387785,0.2176240519389193
Exp1,3777,3777,18886.0,18905.0,18895.5,21356.162361623617,21378.597785977858,21367.38007380074,18895.5,21367.38007380074,48,3.7169790055273886,4.942532281486939,6.4756856870452,1.4884743038401083,0.04519018938688066,0.059592880103030814,0.16277940975308966,0.031985028864845985,0.2915287914403888,0.3645411312020985,0.44092791259207187,0.07657374787300675,0.45131145729083183,0.5829854506926632,0.8937133172792046,0.21785215339484829
Exp1,3778,3778,18891.0,18910.0,18900.5,21362.066420664207,21384.50184501845,21373.284132841327,18900.5,21373.284132841327,48,3.7232026573964547,5.031729842032947,6.5707386615638175,1.3944089840689946,0.03033259190713338,0.05321780675302547,0.16112002319095417,0.03384942646071903,0.31263166010389093,0.39246149536561137,0.4764316667040435,0.08523881790381979,0.4493316006950422,0.5842167035616428,0.8972341326385427,0.2198553707003786
Exp1,3779,3779,18896.0,18915.0,18905.5,21367.970479704796,21390.40590405904,21379.18819188192,18905.5,21379.18819188192,48,3.7095511317387544,4.982662299755626,6.511693178843199,1.3881066717567214,0.023490656564958662,0.050791876751038356,0.156221303010595,0.033128147201298905,0.20433163315284253,0.28454474124233115,0.3166443516806126,0.06920172845063001,0.44563636674511564,0.5848427032511283,0.8990163603640053,0.22034814360278682
Exp1,3780,3780,18901.0,18920.0,18910.5,21373.87453874539,21396.30996309963,21385.09225092251,18910.5,21385.09225092251,48,3.65276179066381,4.899838697440085,6.426894096822425,1.4257173037352513,0.03097928014053694,0.04820852255958376,0.08597309795931032,0.021054507811285705,0.08732553528539243,0.14243435470824287,0.20086968145509312,0.05689749868387218,0.4422506847374689,0.5849054323425518,0.896992076652905,0.2194347736486342
Exp1,3781,3781,18906.0,18925.0,18915.5,21379.778597785975,21402.214022140222,21390.9963099631,18915.5,21390.9963099631,48,3.678494229399326,4.905781287706725,6.518692243359457,1.4376969725074327,0.030211624074447257,0.04146907357569951,0.0689746235476276,0.01730354300394928,0.15163758945019845,0.2283560539888677,0.2796636839002819,0.06926819116661757,0.43899125732140737,0.5837123239292681,0.8939840653368456,0.2176581407886963
Exp1,3782,3782,18911.0,18930.0,18920.5,21385.682656826568,21408.11808118081,21396.90036900369,18920.5,21396.90036900369,48,3.663157308013123,4.816923921904729,6.541343669908963,1.3919093573109276,0.03516578120482446,0.050636106651128374,0.060312254297431936,0.0139579466754512,0.2686753972744429,0.3483748715547388,0.38783543949418314,0.06415296793907763,0.4364812111422595,0.5820970233438281,0.8909986680706572,0.21461759503738487
Exp1,3783,3783,18916.0,18935.0,18925.5,21391.58671586716,21414.0221402214,21402.80442804428,18925.5,21402.80442804428,48,3.672889359507985,4.8306442170079364,6.55871622296965,1.398374681624667,0.035432471047762454,0.04889552493679207,0.05875111800565544,0.012903245026783822,0.20895960512675305,0.2596584754532679,0.3238682355532573,0.0637105955021408,0.43337620926571585,0.5798986351896898,0.887146841451378,0.2116627068833463
Exp1,3784,3784,18921.0,18940.0,18930.5,21397.49077490775,21419.926199261994,21408.70848708487,18930.5,21408.70848708487,48,3.6785997695896957,4.849149844699911,6.560419085478012,1.422962158532716,0.03356922942828044,0.04485912941876796,0.06028600492317046,0.012503338973783328,0.19121274773971292,0.22926100561570953,0.29811016973966836,0.06290721194344123,0.43063307079034496,0.5783225461073251,0.8829772617921929,0.20940719742499206
Exp1,3785,3785,18926.0,18945.0,18935.5,21403.39483394834,21425.83025830258,21414.612546125463,18935.5,21414.612546125463,48,3.661245481472232,4.801376570411536,6.5593296094488345,1.3832968368677334,0.046764459064116096,0.061052362170535,0.07824608436246729,0.01573580084228189,0.16675333400921027,0.22617548753256478,0.2822252399718274,0.059911924583146856,0.4279976691202896,0.5764458959770471,0.8790026132463964,0.2063639789251496
Exp1,3786,3786,18931.0,18950.0,18940.5,21409.298892988932,21431.734317343173,21420.51660516605,18940.5,21420.51660516605,48,3.705618829357788,4.838976748019382,6.59463924864135,1.459434513110398,0.034919862173873426,0.05321280673332135,0.06451579794343842,0.017595660598540338,0.10336144793623275,0.16464528920890648,0.2606398048187025,0.07155310267800095,0.4248000703515662,0.5740313397965285,0.8742030341086304,0.20352995243970348
Exp1,3787,3787,18936.0,18955.0,18945.5,21415.20295202952,21437.638376383766,21426.420664206642,18945.5,21426.420664206642,48,3.7616072484949243,4.898945206396531,6.665126066582474,1.501268813641057,0.03975633819573488,0.05547226023710729,0.07005097933106667,0.015013717032040567,0.14098007019405848,0.18030896064369603,0.23474701919067587,0.04314202129622534,0.42137159415117004,0.5716023927402152,0.8689365200950245,0.20111038105666373
Exp1,3788,3788,18941.0,18960.0,18950.5,21421.10701107011,21443.542435424355,21432.324723247235,18950.5,21432.324723247235,48,3.765022155443724,4.881770781729203,6.660821842286309,1.48995550034968,0.04546757193798287,0.06100812617322041,0.0796306709691509,0.018558107820433538,0.16502488946429086,0.22098466005962908,0.26864144970115106,0.05327218998635494,0.41688362105679544,0.5676734355344744,0.862445802006713,0.19729138869589585
Exp1,3789,3789,18946.0,18965.0,18955.5,21427.011070110704,21449.446494464944,21438.22878228782,18955.5,21438.22878228782,48,3.7907872171777957,4.993122406626653,6.643791107545083,1.4772519287658437,0.03601310147383264,0.05200701616725481,0.06776455029480816,0.01599552614800009,0.15066024175250392,0.2071917591802489,0.28906259403609663,0.07404769155226565,0.41051152516562944,0.5640851886169111,0.8539595014694247,0.19597174181479768
Exp1,3790,3790,18951.0,18970.0,18960.5,21432.91512915129,21455.350553505537,21444.132841328414,18960.5,21444.132841328414,48,3.7721007360736607,4.923723277887685,6.641438735069594,1.4531527123124985,0.04512730010089274,0.057285103778561344,0.0788864445004965,0.016600032884267986,0.08766475175774863,0.17323820014093771,0.29121631354071204,0.10154122976749248,0.4042764409884132,0.5607644829995888,0.8464488277673543,0.19473802065385357
