dataset,window_id,window_index,start_cycle_effective,end_cycle_effective,center_cycle_effective,start_cycle_actual,end_cycle_actual,center_cycle_actual,cycle_effective,cycle_actual,effective_configuration_count,D_state_q25,D_state_q50,D_state_q75,D_state_mad,V1000_norm_q25,V1000_norm_q50,V1000_norm_q75,V1000_norm_mad,multi_scale_rate_divergence_q25,multi_scale_rate_divergence_q50,multi_scale_rate_divergence_q75,multi_scale_rate_divergence_mad,state_volatility_q25,state_volatility_q50,state_volatility_q75,state_volatility_mad
Exp1,408,408,2041.0,2060.0,2050.5,2155.4705571692634,2175.5367045154476,2165.5036308423555,2050.5,2165.5036308423555,48,0.9220700180905106,1.4024941701165532,2.794307708671336,0.6889068102347314,0.10751858783959975,0.15488906670960342,0.21604161109426784,0.05353749989209118,0.1380055729968195,0.18637677946147016,0.23761613330656534,0.05133152720319936,0.3327458784417525,0.4960164113805145,0.6817679895920138,0.17722609389468835
Exp1,409,409,2046.0,2065.0,2055.5,2160.7511222603644,2180.8172696065485,2170.7841959334564,2055.5,2170.7841959334564,48,0.829275761971669,1.3549328190897274,2.78571324622723,0.7007064994249501,0.09929290788056393,0.1498388722643659,0.19375124931453003,0.04994424498329431,0.1283928412602756,0.19028315333293463,0.2766388686357908,0.06895204603290837,0.32162958982595186,0.47106466201431146,0.6510408617483296,0.1666745069526719
Exp1,410,410,2051.0,2070.0,2060.5,2166.0316873514657,2186.09783469765,2176.064761024558,2060.5,2176.064761024558,48,0.8297588711621385,1.4083934137063494,2.7859629741944616,0.7322842062146964,0.09971342457981572,0.1620353801076046,0.21076456010000053,0.05370013206583055,0.199430814992126,0.2700776922752768,0.3646254290934008,0.0807682258692498,0.31933896228415404,0.4692170153752598,0.6501327179485852,0.16807471445487063
Exp1,411,411,2056.0,2075.0,2065.5,2171.3122524425667,2191.378399788751,2181.3453261156587,2065.5,2181.3453261156587,48,0.8106681348570333,1.380820472065024,2.8050817491660704,0.7349433192295978,0.10078363166376574,0.16455712776100817,0.20938933693657166,0.053237409929140056,0.16233422537884212,0.24586966877178207,0.3104790410858168,0.06858934273550674,0.31666537561210073,0.46706993119439955,0.6487069512762889,0.16943807655183027
Exp1,412,412,2061.0,2080.0,2070.5,2176.592817533668,2196.6589648798517,2186.62589120676,2070.5,2186.62589120676,48,0.7385073001297968,1.4116217078159985,2.833772704613901,0.7899108509854852,0.10061007908166898,0.1605402511198566,0.2006790329602385,0.050915043909988855,0.19014853681606933,0.31266352418210486,0.3812595705122197,0.10633014756238468,0.31328972871223987,0.46474050408997886,0.64089836049449,0.17020400390048268
Exp1,413,413,2066.0,2085.0,2075.5,2181.873382624769,2201.939529970953,2191.906456297861,2075.5,2191.906456297861,48,0.7447889268267467,1.3728624381997907,2.838551859239897,0.7737832166453117,0.1011527831912874,0.1519009096987305,0.20654635928335097,0.05283041141543088,0.18819765069717925,0.29488582654046935,0.34974750838260155,0.0973500325369231,0.30972823385784887,0.462283851888188,0.6322134935475247,0.1653058843516857
Exp1,414,414,2071.0,2090.0,2080.5,2187.1539477158703,2207.220095062054,2197.187021388962,2080.5,2197.187021388962,48,0.6373801551745832,1.4902422043616053,2.936648334008334,0.9813823510416133,0.08997189197240742,0.12808925087045528,0.17563567265470428,0.03989637638764982,0.3792330014773684,0.5338169629617457,0.6339638595374124,0.12597306763608868,0.3063446171581858,0.459927665980617,0.6296992159822734,0.16570676183843708
Exp1,415,415,2076.0,2095.0,2085.5,2192.4345128069713,2212.5006601531554,2202.4675864800633,2085.5,2202.4675864800633,48,0.6704792381301279,1.5709512693975425,2.9954243861174157,1.0157489058214209,0.08668190194291471,0.12214159905479556,0.1645092741419755,0.03825524200528081,0.41267704283755724,0.5459735096997509,0.6553350579150743,0.11951090000099263,0.30306437769827743,0.45761368067192276,0.6269756858178371,0.16697172594508625
Exp1,416,416,2081.0,2100.0,2090.5,2197.7150778980726,2217.7812252442563,2207.7481515711643,2090.5,2207.7481515711643,48,0.688826233463306,1.5564216768200354,3.005081327136902,0.9765195243551942,0.08520954305941153,0.11645383811824607,0.16499532595729166,0.04110071056260176,0.35430678324230935,0.46977653313821116,0.5564257692985544,0.10983138737977458,0.2998358667492991,0.45528764277856737,0.6226901652647712,0.1682127480547742
Exp1,417,417,2086.0,2105.0,2095.5,2202.9956429891736,2223.0617903353577,2213.0287166622657,2095.5,2213.0287166622657,48,0.6931846814918625,1.5062208068494904,2.9844522115815795,0.9625111000633133,0.09107776947394139,0.1250574218488792,0.18452039732549003,0.04732452979137955,0.25928032177424176,0.35459073840009747,0.4433963943045832,0.09235284768509189,0.29719820002709474,0.4532538674380771,0.6188051073751222,0.16568921261638975
Exp1,418,418,2091.0,2110.0,2100.5,2208.2762080802745,2228.3423554264587,2218.3092817533666,2100.5,2218.3092817533666,48,0.7212981223078929,1.5003496918021415,2.96220765750536,0.9315725810159963,0.09487947045227166,0.1378139970250608,0.1975193950187307,0.053387118032633664,0.18066905556737928,0.2693869219064372,0.3047207885834838,0.07078811906262393,0.2947500755752027,0.4513293679625119,0.6121511831363513,0.1623895371242906
Exp1,419,419,2096.0,2115.0,2105.5,2213.556773171376,2233.62292051756,2223.589846844468,2105.5,2223.589846844468,48,0.7050660659378517,1.4910258029105077,2.9543033920587622,0.9258210375887654,0.16805430157255632,0.22654576950087335,0.3593763837033055,0.07880848686781786,0.3220998639678713,0.42891914597876013,0.6141527824413073,0.11972543995807816,0.29253683269918107,0.44954619065671575,0.6096046861531773,0.16195376774408238
Exp1,420,420,2101.0,2120.0,2110.5,2218.837338262477,2238.903485608661,2228.870411935569,2110.5,2228.870411935569,48,0.6620468191479919,1.5351060787458342,2.9963611417131353,1.035713547723093,0.1589390838163101,0.21964161482184286,0.3487117973472268,0.07885392724330514,0.5223668278062392,0.6270040838966175,0.7892715086428739,0.11804595552535024,0.2904975866283258,0.44820396881613644,0.6087890690229252,0.1623123979476831
Exp1,421,421,2106.0,2125.0,2115.5,2224.117903353578,2244.1840506997623,2234.1509770266703,2115.5,2234.1509770266703,48,0.7095610984222209,1.586778794551908,3.0303086037973146,1.015237077741989,0.1374763644698678,0.20753723457767026,0.34684062989338243,0.08333844118560366,0.6239578288041612,0.749644219074739,0.9830774389259345,0.16589684401805588,0.2879099355132427,0.4463602093245026,0.606165390632778,0.16012317596304615
Exp1,422,422,2111.0,2130.0,2120.5,2229.398468444679,2249.4646157908633,2239.431542117771,2120.5,2239.431542117771,48,0.6135051399610679,1.560176796960871,3.0004634144406683,1.0655520217508294,0.13238132498235314,0.19191352643027346,0.3353167437327988,0.07469116315769037,0.6179099574009803,0.7514788079988655,0.9561935271538075,0.18691274989556123,0.2850294973801348,0.4446989223572368,0.5979041029572084,0.15379504518756182
