direction_id,transition_strength,Stage5_AUROC,Stage5_AUPRC,Stage45_AUROC,Stage45_AUPRC,Ordinal_MAE,ordinal_macro_F1,risk_stage_spearman,Stage5_recall,Stage1to2_false_high_rate,ECE,Brier,mean_posterior_entropy,mean_confidence
Exp1_to_Exp2,0.0,0.8925697118813294,0.45641330972912464,0.7121979166666667,0.5692861986436883,1.3407880724174654,0.07023705004389816,0.7154410652135124,0.0,0.0,0.10616068544648494,0.15126704937555277,1.1808172113919224,0.6188686215627858
Exp1_to_Exp2,0.5,0.8915489944373128,0.45420316963945717,0.7114444444444444,0.5686464954785596,1.3400780972665958,0.07161374374567667,0.7187743043998397,0.0,0.0,0.1703940274087804,0.1703940329813463,0.025447138267308475,0.9962469250479372
Exp1_to_Exp2,1.0,0.8915498858935957,0.4542047670361988,0.7114305555555556,0.5686363280823798,1.3400780972665958,0.07161374374567667,0.718629295411161,0.0,0.0,0.17039396263395296,0.17039400922755304,0.045946981926554865,0.9926684308657369
Exp2_to_Exp1,0.0,0.7719315012791713,0.6344306369266189,0.6767088859648415,0.8153197384506335,1.2634119583104773,0.2120343876706618,0.03822371430787126,0.3487949067758072,0.003316749585406302,0.17448206833076882,0.20598605317745844,1.226499268642812,0.5740395769566804
Exp2_to_Exp1,0.5,0.5456053424567822,0.5029009318562682,0.7491231221292088,0.8452113868546016,1.3568842567196928,0.13088656592123762,-0.2721856709782109,0.3487949067758072,0.0018952854773750297,0.2409036204306876,0.24061742825875806,0.05954694382022629,0.9823913403233804
Exp2_to_Exp1,1.0,0.5467430776542573,0.4986633227395648,0.7490773778290831,0.8452077544763811,1.356335710367526,0.13274728340390346,-0.26559335376128623,0.3506139154160982,0.002606017531390666,0.24054995413606,0.240001583460497,0.08608920409617062,0.976407158168498
