window_index,ablation,state,support,drift,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,direction_id
2816,B5_TEMPORAL_RANKING,1,0,0.0,-0.14497093856334686,-0.3552960157394409,-0.3902245759963989,-0.17658603191375732,0.09361255168914795,0.0277764480561018,0.1395118087530136,-0.16619601845741272,-0.025686051696538925,0.26629266142845154,0.045154232531785965,0.3383398950099945,0.34886860847473145,-0.21366310119628906,0.2672155201435089,-0.4241199791431427,Exp1_to_Exp2
2816,B5_TEMPORAL_RANKING,2,22,0.2535983920097351,-0.2095249742269516,-0.2643977105617523,-0.09120355546474457,-0.18616923689842224,0.24642108380794525,-0.19599749147891998,0.016086924821138382,-0.04650449380278587,0.09313715249300003,0.1642017364501953,-0.08428478986024857,0.12322849780321121,0.13092617690563202,-0.13587510585784912,0.03807763382792473,-0.07232475280761719,Exp1_to_Exp2
2816,B5_TEMPORAL_RANKING,3,0,0.0,-0.3755265176296234,-0.28008759021759033,0.15770243108272552,-0.28102174401283264,0.3986971974372864,-0.3592517673969269,-0.03929555416107178,-0.01038270816206932,0.37068796157836914,0.04144485667347908,-0.13920404016971588,0.05165214091539383,0.09116103500127792,0.11792148649692535,0.049626488238573074,0.22168302536010742,Exp1_to_Exp2
2816,B5_TEMPORAL_RANKING,4,0,0.0,-0.1073823869228363,0.19331805408000946,0.3932846486568451,0.09190381318330765,0.1472800374031067,-0.21793004870414734,-0.1277584731578827,0.19399338960647583,0.11193867027759552,-0.19286878407001495,-0.1472402662038803,-0.3250020146369934,-0.4099386930465698,0.16968579590320587,-0.2646152377128601,0.4145171046257019,Exp1_to_Exp2
2816,B5_TEMPORAL_RANKING,5,0,0.0,-0.06999249011278152,0.165456160902977,0.37589526176452637,0.041760846972465515,0.13404828310012817,-0.26895028352737427,-0.16567710041999817,0.18940210342407227,0.1427188217639923,-0.1512344926595688,-0.15402786433696747,-0.3277612030506134,-0.3438723087310791,0.13671784102916718,-0.3206019699573517,0.42302823066711426,Exp1_to_Exp2
2816,B6_FULL_ADAPTATION,1,0,0.0,-0.14497093856334686,-0.3552960157394409,-0.3902245759963989,-0.17658603191375732,0.09361255168914795,0.0277764480561018,0.1395118087530136,-0.16619601845741272,-0.025686051696538925,0.26629266142845154,0.045154232531785965,0.3383398950099945,0.34886860847473145,-0.21366310119628906,0.2672155201435089,-0.4241199791431427,Exp1_to_Exp2
2816,B6_FULL_ADAPTATION,2,22,0.2535315752029419,-0.20951373875141144,-0.26442185044288635,-0.09121429175138474,-0.18621760606765747,0.24642808735370636,-0.19600336253643036,0.016077376902103424,-0.04646594449877739,0.093180812895298,0.1641552448272705,-0.08431687951087952,0.12321837246417999,0.13098189234733582,-0.13585206866264343,0.038011252880096436,-0.07230400294065475,Exp1_to_Exp2
2816,B6_FULL_ADAPTATION,3,0,0.0,-0.3755265176296234,-0.28008759021759033,0.15770243108272552,-0.28102174401283264,0.3986971974372864,-0.3592517673969269,-0.03929555416107178,-0.01038270816206932,0.37068796157836914,0.04144485667347908,-0.13920404016971588,0.05165214091539383,0.09116103500127792,0.11792148649692535,0.049626488238573074,0.22168302536010742,Exp1_to_Exp2
2816,B6_FULL_ADAPTATION,4,0,0.0,-0.1073823869228363,0.19331805408000946,0.3932846486568451,0.09190381318330765,0.1472800374031067,-0.21793004870414734,-0.1277584731578827,0.19399338960647583,0.11193867027759552,-0.19286878407001495,-0.1472402662038803,-0.3250020146369934,-0.4099386930465698,0.16968579590320587,-0.2646152377128601,0.4145171046257019,Exp1_to_Exp2
2816,B6_FULL_ADAPTATION,5,0,0.0,-0.06999249011278152,0.165456160902977,0.37589526176452637,0.041760846972465515,0.13404828310012817,-0.26895028352737427,-0.16567710041999817,0.18940210342407227,0.1427188217639923,-0.1512344926595688,-0.15402786433696747,-0.3277612030506134,-0.3438723087310791,0.13671784102916718,-0.3206019699573517,0.42302823066711426,Exp1_to_Exp2
