direction_id,order,Stage5_AUPRC,ordinal_MAE,Stage5_AUROC,Stage45_AUROC,Stage45_AUPRC,Ordinal_MAE,ordinal_macro_F1,risk_stage_spearman,Stage5_recall,Stage1to2_false_high_rate,ECE,Brier,mean_posterior_entropy,mean_confidence
Exp1_to_Exp2,original,0.4393863451481443,1.3400780972665958,,,,,,,,,,,,
Exp1_to_Exp2,shuffled,0.21599895762693025,,0.6187018613607189,0.5552135416666667,0.4759361509486812,1.3407880724174654,0.07094596411295546,0.29784620340367335,0.0,0.0,0.170393972154963,0.1703940143633396,0.046019265824613506,0.9926667972607641
Exp2_to_Exp1,original,0.5193030884328969,1.3380142622051563,,,,,,,,,,,,
Exp2_to_Exp1,shuffled,0.24190744330114974,,0.4912136701287272,0.5198288086838827,0.6278410939803325,1.3513987931980251,0.10547171965613537,-0.2845577632671295,0.0,0.0,0.24124500577263977,0.24124758920399694,0.1918295789926481,0.9318084902327305
