direction_id,comparison,Stage5_AUROC,Stage5_AUPRC,Stage45_AUROC,Stage45_AUPRC,Ordinal_MAE,ordinal_macro_F1,risk_stage_spearman,Stage5_recall,Stage1to2_false_high_rate,ECE,Brier,mean_posterior_entropy,mean_confidence
Exp1_to_Exp2,TIME_FEATURE_BASELINE,1.0,1.0,1.0,1.0,1.321618743343983,0.14749158628410713,0.9793698607728565,0.0,0.0,0.1703936202770279,0.1703933219286453,0.7489260363229076,0.6568527807684674
Exp1_to_Exp2,B1_TIME_ONLY_HMM,1.0,1.0,1.0,1.0,1.9549165779197728,0.08775860582161979,0.9793698808822489,1.0,0.9055973266499582,0.5767069298810412,0.4820169021075547,0.7032814754949606,0.7608965688449226
Exp1_to_Exp2,B6_FULL_ADAPTATION,0.8818232063899586,0.4393863451481443,0.6833263888888889,0.5529655982201082,1.3400780972665958,0.07161374374567667,0.6921896870924136,0.0,0.0,0.1703936301811507,0.1703940093691518,0.04636612960270205,0.9925757487477412
Exp2_to_Exp1,TIME_FEATURE_BASELINE,0.7035858877964141,0.19946270140561767,0.5,0.4064386160872331,1.37970378496983,0.1751521352282962,0.7617043609770019,1.0,0.5828002842928216,0.36976764624196024,0.33580640399554595,0.5699509244962692,0.7671282829061331
Exp2_to_Exp1,B1_TIME_ONLY_HMM,0.7040919606709081,0.19971874032132145,0.5,0.4064386160872331,1.9584201865057598,0.08984703076866989,0.6952651581624243,1.0,0.9732290926320777,0.5397638386427999,0.47525141696433665,0.65311586032627,0.7852780693571448
Exp2_to_Exp1,B6_FULL_ADAPTATION,0.5828257810019855,0.5193030884328969,0.7375185331686539,0.8388305163676032,1.3380142622051563,0.1254797485621975,-0.17025819899076075,0.3842655752614825,0.002606017531390666,0.24052579396897644,0.23994599466864677,0.06725999586051634,0.9844770805997514
