dataset,direction_id,window_id,window_index,center_cycle,stage_label,stage,Hx,Hy,AWR_M3_equal,AWR_M3_weighted,alpha_x,alpha_y
Exp1,Exp1_to_Exp2,6396,6396,31990.5,Stage 4,4,-0.6779722855886694,4.119573092525434,1.7208004034683824,3.1600640169026137,0.2,0.8
Exp1,Exp1_to_Exp2,6397,6397,31995.5,Stage 4,4,-0.6794747519985612,4.106037689071585,1.713281468536512,3.148935200857556,0.2,0.8
Exp1,Exp1_to_Exp2,6398,6398,32000.5,Stage 4,4,-0.6851603850773098,4.13895891915868,1.7268992670406853,3.1741350583114825,0.2,0.8
Exp1,Exp1_to_Exp2,6399,6399,32005.5,Stage 4,4,-0.6920467515070065,4.165603743127808,1.736778495810401,3.194073644200845,0.2,0.8
Exp1,Exp1_to_Exp2,6400,6400,32010.5,Stage 4,4,-0.6737194249847118,4.166050904936747,1.7461657399760178,3.1980968389524556,0.2,0.8
Exp1,Exp1_to_Exp2,6401,6401,32015.5,Stage 4,4,-0.6789550653135195,4.208769743280707,1.764907338983594,3.231224781561862,0.2,0.8
Exp1,Exp1_to_Exp2,6402,6402,32020.5,Stage 4,4,-0.7101596055128507,4.167672983555302,1.7287566890212256,3.1921064657416713,0.2,0.8
Exp1,Exp1_to_Exp2,6403,6403,32025.5,Stage 4,4,-0.7139567905433017,4.124048951020239,1.7050460802384686,3.1564478027075307,0.2,0.8
Exp1,Exp1_to_Exp2,6404,6404,32030.5,Stage 4,4,-0.7177091747065024,4.091661132218031,1.6869759787557645,3.129787070833125,0.2,0.8
Exp1,Exp1_to_Exp2,6405,6405,32035.5,Stage 4,4,-0.7495436126443246,4.0524548094832875,1.6514555984194814,3.0920551250577653,0.2,0.8
Exp1,Exp1_to_Exp2,6406,6406,32040.5,Stage 4,4,-0.7441227501727874,4.045033276493072,1.6504552631601423,3.0872020711599006,0.2,0.8
Exp1,Exp1_to_Exp2,6407,6407,32045.5,Stage 4,4,-0.7442243320630592,4.061894651275856,1.6588351596063984,3.1006708546080732,0.2,0.8
Exp1,Exp1_to_Exp2,6408,6408,32050.5,Stage 4,4,-0.7517092190400926,4.065982965371894,1.6571368731659009,3.1024445284894973,0.2,0.8
Exp1,Exp1_to_Exp2,6409,6409,32055.5,Stage 4,4,-0.7448759239125848,4.06086670663285,1.6579953913601324,3.0997181805237632,0.2,0.8
Exp1,Exp1_to_Exp2,6410,6410,32060.5,Stage 4,4,-0.7034410377959692,4.083057855493393,1.6898084088487118,3.1257580768355204,0.2,0.8
Exp1,Exp1_to_Exp2,6411,6411,32065.5,Stage 4,4,-0.6620803162182591,4.07447525644636,1.7061974701140503,3.127164141913436,0.2,0.8
Exp1,Exp1_to_Exp2,6412,6412,32070.5,Stage 4,4,-0.5959290791012398,4.068315026370845,1.7361929736348027,3.1354662052764284,0.2,0.8
Exp1,Exp1_to_Exp2,6413,6413,32075.5,Stage 4,4,-0.5699137103884468,4.114093353568684,1.7720898215901186,3.1772919407772577,0.2,0.8
Exp1,Exp1_to_Exp2,6414,6414,32080.5,Stage 4,4,-0.5891188707069449,4.113387044338796,1.7621340868159256,3.1728858613296484,0.2,0.8
Exp1,Exp1_to_Exp2,6415,6415,32085.5,Stage 4,4,-0.5833141806620434,4.149113394165365,1.782899606751661,3.2026278791998832,0.2,0.8
Exp1,Exp1_to_Exp2,6416,6416,32090.5,Stage 4,4,-0.6338207030046902,4.1821502033622195,1.7741647501787647,3.218956022088838,0.2,0.8
Exp1,Exp1_to_Exp2,6417,6417,32095.5,Stage 4,4,-0.6064328740230633,4.2158840578425725,1.8047255919097545,3.2514206714694454,0.2,0.8
Exp1,Exp1_to_Exp2,6418,6418,32100.5,Stage 4,4,-0.6197888157000844,4.232965255668716,1.8065882199843157,3.262414441394956,0.2,0.8
Exp1,Exp1_to_Exp2,6419,6419,32105.5,Stage 4,4,-0.6604783130295502,4.257487341669984,1.798504514320217,3.2738942107300772,0.2,0.8
Exp1,Exp1_to_Exp2,6420,6420,32110.5,Stage 4,4,-0.6720721228869523,4.212833204723102,1.770380540918075,3.2358521392010915,0.2,0.8
Exp1,Exp1_to_Exp2,6421,6421,32115.5,Stage 4,4,-0.7192214886705487,4.124766491050904,1.7027725011901778,3.1559688951066134,0.2,0.8
Exp1,Exp1_to_Exp2,6422,6422,32120.5,Stage 4,4,-0.7334208076578496,4.124945695055195,1.6957624436986727,3.1532723945125865,0.2,0.8
Exp1,Exp1_to_Exp2,6423,6423,32125.5,Stage 4,4,-0.7014613349325177,4.084634077733051,1.6915863714002668,3.1274149951999375,0.2,0.8
Exp1,Exp1_to_Exp2,6424,6424,32130.5,Stage 4,4,-0.6827447318329048,4.105030678671419,1.711142973419257,3.1474755965705543,0.2,0.8
Exp1,Exp1_to_Exp2,6425,6425,32135.5,Stage 4,4,-0.6839032436156323,4.124178962940155,1.7201378596622612,3.162562521628997,0.2,0.8
Exp1,Exp1_to_Exp2,6426,6426,32140.5,Stage 4,4,-0.6552269822077796,4.110037848455847,1.7274054331240336,3.156984882323122,0.2,0.8
Exp1,Exp1_to_Exp2,6427,6427,32145.5,Stage 4,4,-0.6747610467973137,4.125822249787969,1.7255306014953278,3.1657055904709126,0.2,0.8
Exp1,Exp1_to_Exp2,6428,6428,32150.5,Stage 4,4,-0.6446528532735165,4.114915065518794,1.7351311061226387,3.1630014817603316,0.2,0.8
Exp1,Exp1_to_Exp2,6429,6429,32155.5,Stage 4,4,-0.6333338122405405,4.0905380652140355,1.7286021264867475,3.1457636897231205,0.2,0.8
Exp1,Exp1_to_Exp2,6430,6430,32160.5,Stage 4,4,-0.6240061098998416,4.087875037123414,1.7319344636117862,3.145498807718763,0.2,0.8
Exp1,Exp1_to_Exp2,6431,6431,32165.5,Stage 4,4,-0.6157630583638851,4.070710848448771,1.7274738950424429,3.1334160670862397,0.2,0.8
Exp1,Exp1_to_Exp2,6432,6432,32170.5,Stage 4,4,-0.6250820421102209,4.12892721501164,1.7519225864507093,3.1781253635872675,0.2,0.8
Exp1,Exp1_to_Exp2,6433,6433,32175.5,Stage 4,4,-0.6615290410989432,4.173559580643974,1.7560152697725153,3.2065418562953907,0.2,0.8
Exp1,Exp1_to_Exp2,6434,6434,32180.5,Stage 4,4,-0.6682233043927164,4.167033482901764,1.7494050892545236,3.199982125442868,0.2,0.8
Exp1,Exp1_to_Exp2,6435,6435,32185.5,Stage 4,4,-0.664692927400723,4.155436329351042,1.7453717009751597,3.1914104780006896,0.2,0.8
Exp1,Exp1_to_Exp2,6436,6436,32190.5,Stage 4,4,-0.7141058950176272,4.1174607588789645,1.7016774319306687,3.1511474280996463,0.2,0.8
Exp1,Exp1_to_Exp2,6437,6437,32195.5,Stage 4,4,-0.7087356145970097,4.089155024807718,1.6902097051053544,3.129576896926773,0.2,0.8
Exp1,Exp1_to_Exp2,6438,6438,32200.5,Stage 4,4,-0.7257322912147071,4.075370997657597,1.6748193532214448,3.115150339883136,0.2,0.8
Exp1,Exp1_to_Exp2,6439,6439,32205.5,Stage 4,4,-0.7530446587188675,4.079034113871002,1.662994727576067,3.112618359353028,0.2,0.8
Exp1,Exp1_to_Exp2,6440,6440,32210.5,Stage 4,4,-0.7161809064725633,4.064864282828334,1.6743416881778854,3.108655244968155,0.2,0.8
Exp1,Exp1_to_Exp2,6441,6441,32215.5,Stage 4,4,-0.6715282705716248,4.098999014822617,1.713735372125496,3.144893557743769,0.2,0.8
Exp1,Exp1_to_Exp2,6442,6442,32220.5,Stage 4,4,-0.6305758819444446,4.130256914366952,1.7498405162112538,3.178090355104673,0.2,0.8
Exp1,Exp1_to_Exp2,6443,6443,32225.5,Stage 4,4,-0.6131549218940653,4.184120538937542,1.7854828085217382,3.2246654467712204,0.2,0.8
Exp1,Exp1_to_Exp2,6444,6444,32230.5,Stage 4,4,-0.6257420712117361,4.201284185277635,1.7877710570329497,3.235878933979761,0.2,0.8
Exp1,Exp1_to_Exp2,6445,6445,32235.5,Stage 4,4,-0.6743809167869675,4.1959709046056295,1.760794993909331,3.2219005403271104,0.2,0.8
Exp1,Exp1_to_Exp2,6446,6446,32240.5,Stage 4,4,-0.7015561557484188,4.294582138675129,1.7965129914633553,3.2953544797904195,0.2,0.8
Exp1,Exp1_to_Exp2,6447,6447,32245.5,Stage 4,4,-0.7333734740876593,4.313520324552363,1.790073425232352,3.304141564824359,0.2,0.8
Exp1,Exp1_to_Exp2,6448,6448,32250.5,Stage 4,4,-0.74720005036712,4.32828665930852,1.7905433044707,3.313189317373392,0.2,0.8
Exp1,Exp1_to_Exp2,6449,6449,32255.5,Stage 4,4,-0.7501488471580899,4.376521303537431,1.8131862281896707,3.351187273398327,0.2,0.8
Exp1,Exp1_to_Exp2,6450,6450,32260.5,Stage 4,4,-0.7986647215887349,4.219504816500717,1.7104200474559912,3.215870908882827,0.2,0.8
Exp1,Exp1_to_Exp2,6451,6451,32265.5,Stage 4,4,-0.7964860163435227,4.18667709840071,1.6950955410285937,3.190044475451864,0.2,0.8
Exp1,Exp1_to_Exp2,6452,6452,32270.5,Stage 4,4,-0.8056793338397316,4.198150456363388,1.6962355612618283,3.197384498322764,0.2,0.8
Exp1,Exp1_to_Exp2,6453,6453,32275.5,Stage 4,4,-0.8069207244089861,4.131378819598435,1.6622290475947246,3.143718910796951,0.2,0.8
Exp1,Exp1_to_Exp2,6454,6454,32280.5,Stage 4,4,-0.738226612733168,4.171578599508752,1.716675993387792,3.189617557060368,0.2,0.8
Exp1,Exp1_to_Exp2,6455,6455,32285.5,Stage 4,4,-0.7096138908663551,4.1607891571011475,1.7255876331173963,3.1867085475076475,0.2,0.8
Exp1,Exp1_to_Exp2,6456,6456,32290.5,Stage 4,4,-0.6820097577047662,4.149900690984784,1.7339454666400087,3.183518601246874,0.2,0.8
Exp1,Exp1_to_Exp2,6457,6457,32295.5,Stage 4,4,-0.6372401822675835,4.149079251215346,1.7559195344738812,3.19181536451876,0.2,0.8
Exp1,Exp1_to_Exp2,6458,6458,32300.5,Stage 4,4,-0.6328130960495029,4.153663534259507,1.7604252191050018,3.196368208197705,0.2,0.8
Exp1,Exp1_to_Exp2,6459,6459,32305.5,Stage 4,4,-0.6112126581722127,4.169650248779121,1.779218795303454,3.213477667388854,0.2,0.8
Exp1,Exp1_to_Exp2,6460,6460,32310.5,Stage 4,4,-0.6139118552786826,4.1541775022592695,1.7701328234902935,3.2005596307516795,0.2,0.8
Exp1,Exp1_to_Exp2,6461,6461,32315.5,Stage 4,4,-0.6219602898318972,4.184566135297662,1.7813029227328825,3.2232608502717506,0.2,0.8
Exp1,Exp1_to_Exp2,6462,6462,32320.5,Stage 4,4,-0.6439288364816548,4.21519126930377,1.7856312164110577,3.2433672481466855,0.2,0.8
Exp1,Exp1_to_Exp2,6463,6463,32325.5,Stage 4,4,-0.6471576456524102,4.23316914659835,1.7930057504729697,3.257103788148198,0.2,0.8
Exp1,Exp1_to_Exp2,6464,6464,32330.5,Stage 4,4,-0.6663983727007409,4.238150050775018,1.7858758390371385,3.2572403660798663,0.2,0.8
Exp1,Exp1_to_Exp2,6465,6465,32335.5,Stage 4,4,-0.6564560140052503,4.214309780524495,1.7789268832596223,3.240156621618546,0.2,0.8
Exp1,Exp1_to_Exp2,6466,6466,32340.5,Stage 4,4,-0.6420539821134433,4.205595887734879,1.781770952810718,3.2360659137652146,0.2,0.8
Exp1,Exp1_to_Exp2,6467,6467,32345.5,Stage 4,4,-0.6392138658570112,4.191843024276745,1.7763145792098667,3.2256316462499934,0.2,0.8
Exp1,Exp1_to_Exp2,6468,6468,32350.5,Stage 4,4,-0.605451703490435,4.180327199092956,1.7874377478012602,3.2231714185762774,0.2,0.8
Exp1,Exp1_to_Exp2,6469,6469,32355.5,Stage 4,4,-0.5982870788000985,4.1955119949193564,1.798612458059629,3.2367521801754653,0.2,0.8
Exp1,Exp1_to_Exp2,6470,6470,32360.5,Stage 4,4,-0.5865229423852356,4.183775653436756,1.7986263555257602,3.2297159342723583,0.2,0.8
Exp1,Exp1_to_Exp2,6471,6471,32365.5,Stage 4,4,-0.6079816395330858,4.172100412800373,1.7820593866336436,3.216084002333681,0.2,0.8
Exp1,Exp1_to_Exp2,6472,6472,32370.5,Stage 4,4,-0.6137320597242644,4.212761050081624,1.7995144951786797,3.2474624281204463,0.2,0.8
Exp1,Exp1_to_Exp2,6473,6473,32375.5,Stage 4,4,-0.6294348470884038,4.217041169611207,1.7938031612614016,3.247745966271285,0.2,0.8
Exp1,Exp1_to_Exp2,6474,6474,32380.5,Stage 4,4,-0.6414393610443527,4.186659034216373,1.7726098365860103,3.221039355164228,0.2,0.8
Exp1,Exp1_to_Exp2,6475,6475,32385.5,Stage 4,4,-0.6445954790449216,4.1288696295103735,1.7421370752327259,3.1741766077993145,0.2,0.8
Exp1,Exp1_to_Exp2,6476,6476,32390.5,Stage 4,4,-0.6050431746649412,4.053684582234811,1.7243207037849348,3.1219390308548607,0.2,0.8
Exp1,Exp1_to_Exp2,6477,6477,32395.5,Stage 4,4,-0.5628207648977342,3.988072549058241,1.7126258920802533,3.0778938862670464,0.2,0.8
