dataset,entry_cycle,window_id,window_index,center_cycle,elapsed_time_since_entry,progression_prior,progression_adapted,progression_score,target_local_score,elapsed_time_since_entry_score,local_distance,local_speed_1000,local_rate_divergence_100_1000,local_volatility_500,activity_score_local,activity_score,adapter_enabled,adapter_update_applied,adapter_update_reason,adapter_parameter_norm,target_pair_count,target_pair_latest_cycle,lambda_t,ood_ratio,state_uncertainty,source_frozen_hash,uncertainty_feature_config_dispersion,uncertainty_ood,uncertainty_target_pair_evidence,uncertainty_prior_adapted_disagreement,uncertainty_adapter_boundary,uncertainty_local_volatility_or_gate,direction,source_dataset,target_dataset
Exp1,8000.0,6895,6895,34485.5,26485.5,0.853000194051372,0.7971813049316007,0.7971813049316007,0.9999327386340201,0.7047670999587552,15.450057138331433,2.7402852277907184,3.0797876248830423,1.9948915710157467,0.9891357320405105,0.9891357320405105,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1417040818223627,0.4643200946113844,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.06687278874051338,0.32085204091118136,1.0,0.05581888911977129,0.9433985346936912,0.39897831420314933,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6896,6896,34490.5,26490.5,0.8592062065797769,0.8000864139506886,0.8000864139506886,0.9999358490787571,0.7049001476829739,15.521080816242307,2.7628620169966096,2.9545603445910995,2.0064841759572043,0.9884597078525588,0.9884597078525588,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1427124345689186,0.4672044757106717,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.0780554744653507,0.3213562172844593,1.0,0.059119792629088286,0.9433985346936912,0.4012968351914409,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6897,6897,34495.5,26495.5,0.878758759334308,0.8050158478581976,0.8050158478581976,0.9999350993262162,0.7050331954071926,15.503650923192657,2.7230104690874737,2.936816743909285,2.017650409018258,0.9880990787900334,0.9880990787900334,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1451812777684374,0.4761197168485541,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.11345613423365254,0.3225906388842187,1.0,0.07374291147611045,0.9433985346936912,0.40353008180365163,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6898,6898,34500.5,26500.5,0.8909155222125519,0.8097366560752319,0.8097366560752319,0.9999376819455661,0.7051662431314112,15.564563095358423,2.723746882339117,3.3538758013986487,2.027608910191251,0.9910386223293909,0.9910386223293909,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1463722384475612,0.4813983853077963,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.1351050097537351,0.3231861192237806,1.0,0.08117886613731995,0.9433985346936912,0.40552178203825023,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6899,6899,34505.5,26505.5,0.9071152525625831,0.811153894961023,0.811153894961023,0.9999339490485021,0.7052992908556299,15.477297413875965,2.665106453246427,3.0208770778747747,2.0328040511137435,0.9884204861564017,0.9884204861564017,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1497919410677888,0.48912487738276256,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.1639325912446811,0.3248959705338944,1.0,0.0959613576015601,0.9433985346936912,0.4065608102227487,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6900,6900,34510.5,26510.5,0.906016355798754,0.8116764050009093,0.8116764050009093,0.9999353106177962,0.7054323385798486,15.508542470103833,2.667355276307173,3.2099107725673552,2.038317438248559,0.9898370134220251,0.9898370134220251,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1498179460411566,0.4888941613054667,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.16305402167097466,0.3249089730205783,1.0,0.09433995079784463,0.9433985346936912,0.4076634876497118,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6901,6901,34515.5,26515.5,0.900224415540806,0.8099919209776254,0.8099919209776254,0.9999406933962458,0.7055653863040673,15.638861134783406,2.7248382533524276,2.88421044771651,2.043758130842374,0.9879029172274516,0.9879029172274516,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.145794079440616,0.48603077690638147,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.15090496629263392,0.32289703972030803,1.0,0.09023249456318061,0.9433985346936912,0.40875162616847477,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6902,6902,34520.5,26520.5,0.902223026387688,0.8101508652133166,0.8101508652133166,0.9999396671002494,0.7056984340282859,15.613125023254172,2.7197895304441397,2.736331530648007,2.0486793799282004,0.986656782515849,0.986656782515849,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1463900448855575,0.4871625224885703,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.15457354063494036,0.32319502244277876,1.0,0.09207216117437145,0.9433985346936912,0.4097358759856401,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6903,6903,34525.5,26525.5,0.8927969313162996,0.8033523252195767,0.8033523252195767,0.999942195430501,0.7058314817525047,15.677341509288016,2.759305600903959,2.3480858238690727,2.057207864118755,0.9832882518600332,0.9832882518600332,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.142188479277607,0.4836787585463301,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.13669359802501194,0.32109423963880346,1.0,0.08944460609672289,0.9433985346936912,0.41144157282375093,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6904,6904,34530.5,26530.5,0.886632399936756,0.7951115966766307,0.7951115966766307,0.9999463664825652,0.7059645294767233,15.789685085232744,2.7914908912501257,2.3760477364780312,2.0681729883702364,0.9840558705180019,0.9840558705180019,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1386158503421868,0.48214012601485295,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.1249788952901607,0.3193079251710934,1.0,0.09152080326012535,0.9433985346936912,0.4136345976740473,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6905,6905,34535.5,26535.5,0.8921812026588446,0.798012964704982,0.798012964704982,0.9999460437369977,0.706097577200942,15.780685479072877,2.7702099070677666,2.4403826459987044,2.0772832686593166,0.9845966182979294,0.9845966182979294,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1397996837668827,0.4847281362699371,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.13544554935676434,0.31989984188344134,1.0,0.09416823795386264,0.9433985346936912,0.4154566537318633,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6906,6906,34540.5,26540.5,0.898409189017803,0.7979896982104489,0.7979896982104489,0.9999450407259993,0.7062306249251606,15.753056730418209,2.759347837094048,2.192938905611427,2.0825560214230796,0.9817919904222279,0.9817919904222279,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.139342328685902,0.48786321825069273,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.14717891537554417,0.31967116434295095,1.0,0.10041949080735413,0.9433985346936912,0.4165112042846159,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6907,6907,34545.5,26545.5,0.8981552000513192,0.7981546039270206,0.7981546039270206,0.999946680696475,0.7063636726493794,15.798498968196027,2.7710872581194144,2.101135953137833,2.0859971655320164,0.9808468697895324,0.9808468697895324,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1388041369804678,0.4877977309228818,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.14678575312266384,0.3194020684902339,1.0,0.10000059612429857,0.9433985346936912,0.4171994331064033,Exp2_to_Exp1,Exp2,Exp1
Exp1,8000.0,6908,6908,34550.5,26550.5,0.9021788468491533,0.796580638150274,0.796580638150274,0.9999501407863288,0.706496720373598,15.899144252054977,2.8323397780761255,1.9432957576503567,2.0871360262421335,0.9796013297784765,0.9796013297784765,1,0,cadence_not_reached,0.5188691940815302,0,,0.45,1.1370545143890611,0.48988624933737396,06e556d54f128e7827b990ef18edd9f168ddf412f866ff3ecc2e2aa391ae7340,0.15436629018871614,0.31852725719453057,1.0,0.10559820869887926,0.9433985346936912,0.4174272052484267,Exp2_to_Exp1,Exp2,Exp1
