direction,source_dataset,target_dataset,seed,event_id,dataset,setting,start_cycle,peak_cycle,end_cycle,peak_score,fast_score,slow_score,residual_persistent,adapter_frozen_fraction,event_status,emit_cycle,event_rank_score,residual_event_peak,residual_high_count,residual_high_fraction,slow_excess_area,event_duration,peak_slow_high,start_actual_cycle,peak_actual_cycle,end_actual_cycle
Exp1_to_Exp2,Exp1,Exp2,3401,1,Exp2,V351_EventGate_WarningFreeze_Update5,1505.5,1555.5,2005.5,3.9673402801021664,,,,0.963963963963964,unmatched_candidate_event,2115.5,3.9673402801021664,12.116613959196203,40,0.36036036036036034,64.11766860192785,101,1,3004.6602862849536,3087.8660119840215,3836.7175432756326
Exp1_to_Exp2,Exp1,Exp2,3401,2,Exp2,V351_EventGate_WarningFreeze_Update5,2695.5,3320.5,4305.5,7.100349721228493,,,,0.984984984984985,unmatched_candidate_event,4415.5,7.100349721228493,11.637518257622954,38,0.11411411411411411,333.14993567082365,323,1,4984.956557922769,6025.833333333333,7667.5
Exp1_to_Exp2,Exp1,Exp2,3401,3,Exp2,V351_EventGate_WarningFreeze_Update5,5700.5,6360.5,6775.5,6.680822982770023,,,,1.0,unmatched_candidate_event,6885.5,6.680822982770023,6.008716615760328,18,0.07964601769911504,398.5167965033461,216,1,9992.5,11092.5,11784.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,4,Exp2,V351_EventGate_WarningFreeze_Update5,6900.5,6990.5,7530.5,6.084670635838355,,,,1.0,unmatched_candidate_event,7640.5,6.084670635838355,18.998913408082306,43,0.31386861313868614,219.4616196900176,127,1,11992.5,12142.5,13042.5
Exp1_to_Exp2,Exp1,Exp2,3401,5,Exp2,V351_EventGate_WarningFreeze_Update5,8400.5,8710.5,12150.5,9.166090019380778,,,,0.9947437582128777,unmatched_candidate_event,12260.5,9.166090019380778,12.327093025483627,192,0.25229960578186594,1191.358749023869,751,1,14492.5,15009.166666666666,20744.050104384132
Exp1_to_Exp2,Exp1,Exp2,3401,6,Exp2,V351_EventGate_WarningFreeze_Update5,12605.5,13190.5,13875.5,8.095757922148259,,,,0.9849056603773585,unmatched_candidate_event,13985.5,8.095757922148259,4.8704037922489976,17,0.06415094339622641,420.6437581636916,255,1,21503.966597077244,22481.00208768267,23625.052192066807
Exp1_to_Exp2,Exp1,Exp2,3401,1,Exp2,V351_ResidualRerank_WarningFreeze_Update5,1505.5,1555.5,2005.5,3.9673402801021664,,,,0.963963963963964,unmatched_candidate_event,2115.5,2.7605617413947963,12.116613959196203,40,0.36036036036036034,64.11766860192785,101,1,3004.6602862849536,3087.8660119840215,3836.7175432756326
Exp1_to_Exp2,Exp1,Exp2,3401,2,Exp2,V351_ResidualRerank_WarningFreeze_Update5,2150.5,2190.5,2295.5,1.9178764159430488,,,,1.0,unmatched_candidate_event,2405.5,0.3433698580219069,2.138273056250109,0,0.0,6.879835664441945,30,1,4078.0141478029295,4144.578728362184,4319.310752330226
Exp1_to_Exp2,Exp1,Exp2,3401,3,Exp2,V351_ResidualRerank_WarningFreeze_Update5,2695.5,3320.5,4305.5,7.100349721228493,,,,0.984984984984985,unmatched_candidate_event,4415.5,4.896482188673006,11.637518257622954,38,0.11411411411411411,333.14993567082365,323,1,4984.956557922769,6025.833333333333,7667.5
Exp1_to_Exp2,Exp1,Exp2,3401,4,Exp2,V351_ResidualRerank_WarningFreeze_Update5,4540.5,4675.5,4780.5,2.3641750860729562,,,,1.0,unmatched_candidate_event,4890.5,0.6559782076235023,1.2275902107397818,0,0.0,20.62194931737391,49,1,8059.166666666666,8284.166666666666,8459.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,5,Exp2,V351_ResidualRerank_WarningFreeze_Update5,4890.5,5270.5,5590.5,3.178663711426273,,,,1.0,unmatched_candidate_event,5700.5,1.2264839294237926,3.4898002359265625,0,0.0,76.12331386928251,141,1,8642.5,9275.833333333334,9809.166666666668
Exp1_to_Exp2,Exp1,Exp2,3401,6,Exp2,V351_ResidualRerank_WarningFreeze_Update5,5700.5,6360.5,6775.5,6.680822982770023,,,,1.0,unmatched_candidate_event,6885.5,3.9143211824612925,6.008716615760328,18,0.07964601769911504,398.5167965033461,216,1,9992.5,11092.5,11784.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,7,Exp2,V351_ResidualRerank_WarningFreeze_Update5,6900.5,6990.5,7530.5,6.084670635838355,,,,1.0,unmatched_candidate_event,7640.5,5.0852244541449005,18.998913408082306,43,0.31386861313868614,219.4616196900176,127,1,11992.5,12142.5,13042.5
Exp1_to_Exp2,Exp1,Exp2,3401,8,Exp2,V351_ResidualRerank_WarningFreeze_Update5,8100.5,8110.5,8115.5,3.6336963171525385,,,,0.7142857142857143,unmatched_candidate_event,8225.5,1.5452099338046632,3.9103009197043566,0,0.0,2.8708761731078427,4,1,13992.5,14009.166666666666,14017.5
Exp1_to_Exp2,Exp1,Exp2,3401,9,Exp2,V351_ResidualRerank_WarningFreeze_Update5,8400.5,8710.5,12150.5,9.166090019380778,,,,0.9947437582128777,unmatched_candidate_event,12260.5,6.427745840431157,12.327093025483627,192,0.25229960578186594,1191.358749023869,751,1,14492.5,15009.166666666666,20744.050104384132
Exp1_to_Exp2,Exp1,Exp2,3401,10,Exp2,V351_ResidualRerank_WarningFreeze_Update5,12605.5,13190.5,13875.5,8.095757922148259,,,,0.9849056603773585,unmatched_candidate_event,13985.5,4.766211488966596,4.8704037922489976,17,0.06415094339622641,420.6437581636916,255,1,21503.966597077244,22481.00208768267,23625.052192066807
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,V35_HardAND_Current,1515.5,1530.5,1605.5,3.035446731442464,10.818759329305852,5.714235928047205,31.95818672312094,1.0,unmatched_candidate_event,1605.5,3.035446731442464,,,,,,1,3021.301431424767,3046.2631491344873,3171.0717376830894
