direction,setting,seed,tolerance_actual_cycles,boundary_hit_rate,mean_absolute_detection_delay,median_absolute_detection_delay,event_level_precision,event_level_recall,event_level_f1,candidate_event_count,unmatched_candidate_count
Exp1_to_Exp2,V35_HardAND_Current,3405,500.0,0.0,,,0.0,0.0,0.0,2,2
Exp1_to_Exp2,V351_EventGate_CurrentAdapt,3405,250.0,0.0,,,0.0,0.0,0.0,3,3
Exp1_to_Exp2,V351_EventGate_CurrentAdapt,3405,500.0,0.0,,,0.0,0.0,0.0,3,3
Exp1_to_Exp2,V351_EventGate_WarningFreeze,3405,250.0,0.0,,,0.0,0.0,0.0,2,2
Exp1_to_Exp2,V351_EventGate_WarningFreeze,3405,500.0,0.0,,,0.0,0.0,0.0,2,2
Exp1_to_Exp2,V351_EventGate_WarningFreeze_Update5,3405,250.0,0.25,9.16666666666606,9.16666666666606,0.16666666666666666,0.25,0.2,6,5
Exp1_to_Exp2,V351_EventGate_WarningFreeze_Update5,3405,500.0,0.25,9.16666666666606,9.16666666666606,0.16666666666666666,0.25,0.2,6,5
Exp1_to_Exp2,V351_ResidualRerank_WarningFreeze_Update5,3405,250.0,0.25,9.16666666666606,9.16666666666606,0.125,0.25,0.16666666666666666,8,7
Exp1_to_Exp2,V351_ResidualRerank_WarningFreeze_Update5,3405,500.0,0.25,9.16666666666606,9.16666666666606,0.125,0.25,0.16666666666666666,8,7
Exp2_to_Exp1,V35_HardAND_Current,3401,250.0,0.5,80.59431547317399,80.59431547317399,0.6666666666666666,0.5,0.5714285714285715,3,1
Exp2_to_Exp1,V35_HardAND_Current,3401,500.0,0.5,80.59431547317399,80.59431547317399,0.6666666666666666,0.5,0.5714285714285715,3,1
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3401,250.0,0.5,83.55289535483098,83.55289535483098,0.5,0.5,0.5,4,2
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3401,500.0,0.75,179.8839720569722,130.7692307692305,0.75,0.75,0.75,4,1
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3401,250.0,0.5,83.55289535483098,83.55289535483098,0.5,0.5,0.5,4,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3401,500.0,0.75,179.8839720569722,130.7692307692305,0.75,0.75,0.75,4,1
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3401,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3401,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3401,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3401,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V35_HardAND_Current,3402,250.0,0.25,124.85207100591651,124.85207100591651,1.0,0.25,0.4,1,0
Exp2_to_Exp1,V35_HardAND_Current,3402,500.0,0.25,124.85207100591651,124.85207100591651,1.0,0.25,0.4,1,0
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3402,250.0,0.25,130.7692307692305,130.7692307692305,0.5,0.25,0.3333333333333333,2,1
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3402,500.0,0.5,245.7536190746523,245.7536190746523,1.0,0.5,0.6666666666666666,2,0
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3402,250.0,0.5,172.9050919296642,172.9050919296642,0.6666666666666666,0.5,0.5714285714285715,3,1
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3402,500.0,0.75,235.5160637464675,215.0409530900979,1.0,0.75,0.8571428571428571,3,0
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3402,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3402,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3402,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3402,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,V35_HardAND_Current,3403,250.0,0.5,107.45945445813595,107.45945445813595,1.0,0.5,0.6666666666666666,2,0
Exp2_to_Exp1,V35_HardAND_Current,3403,500.0,0.5,107.45945445813595,107.45945445813595,1.0,0.5,0.6666666666666666,2,0
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3403,250.0,0.5,92.56742169566496,92.56742169566496,0.5,0.5,0.5,4,2
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3403,500.0,0.75,185.89365628419486,107.10059171597459,0.75,0.75,0.75,4,1
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3403,250.0,0.5,107.45945445813595,107.45945445813595,0.5,0.5,0.5,4,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3403,500.0,0.75,195.82167812584217,107.81831720029732,0.75,0.75,0.75,4,1
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3403,250.0,0.0,,,0.0,0.0,0.0,1,1
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3403,500.0,0.0,,,0.0,0.0,0.0,1,1
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3403,250.0,0.0,,,0.0,0.0,0.0,1,1
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3403,500.0,0.0,,,0.0,0.0,0.0,1,1
Exp2_to_Exp1,V35_HardAND_Current,3404,250.0,0.75,75.47511742169748,77.47952684258053,0.75,0.75,0.75,4,1
Exp2_to_Exp1,V35_HardAND_Current,3404,500.0,0.75,75.47511742169748,77.47952684258053,0.75,0.75,0.75,4,1
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3404,250.0,0.25,148.1918819188195,148.1918819188195,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3404,500.0,0.25,148.1918819188195,148.1918819188195,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3404,250.0,0.25,148.1918819188195,148.1918819188195,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3404,500.0,0.25,148.1918819188195,148.1918819188195,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3404,250.0,0.0,,,0.0,0.0,0.0,2,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3404,500.0,0.25,354.83394833948296,354.83394833948296,0.5,0.25,0.3333333333333333,2,1
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3404,250.0,0.0,,,0.0,0.0,0.0,2,2
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3404,500.0,0.25,354.83394833948296,354.83394833948296,0.5,0.25,0.3333333333333333,2,1
Exp2_to_Exp1,V35_HardAND_Current,3405,250.0,0.75,75.44221849818798,71.59763313609437,0.6,0.75,0.6666666666666665,5,2
Exp2_to_Exp1,V35_HardAND_Current,3405,500.0,0.75,75.44221849818798,71.59763313609437,0.6,0.75,0.6666666666666665,5,2
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3405,250.0,0.0,,,0.0,0.0,0.0,3,3
Exp2_to_Exp1,V351_EventGate_CurrentAdapt,3405,500.0,0.25,366.64206642066347,366.64206642066347,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3405,250.0,0.0,,,0.0,0.0,0.0,3,3
Exp2_to_Exp1,V351_EventGate_WarningFreeze,3405,500.0,0.25,366.64206642066347,366.64206642066347,0.3333333333333333,0.25,0.28571428571428575,3,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3405,250.0,0.0,,,0.0,0.0,0.0,2,2
Exp2_to_Exp1,V351_EventGate_WarningFreeze_Update5,3405,500.0,0.25,372.54612546125463,372.54612546125463,0.5,0.25,0.3333333333333333,2,1
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3405,250.0,0.0,,,0.0,0.0,0.0,2,2
Exp2_to_Exp1,V351_ResidualRerank_WarningFreeze_Update5,3405,500.0,0.25,372.54612546125463,372.54612546125463,0.5,0.25,0.3333333333333333,2,1
