watch_logit_threshold,high_logit_threshold,watch_probability_equivalent,high_probability_equivalent,watch_Stage45_recall,watch_Stage1to2_fpr,high_Stage5_recall,high_Stage5_precision,high_Stage1to2_fpr,high_selection_mode,watch_selection_mode,direction_id,source_dataset,target_dataset,source_TES_threshold,source_RS50_threshold,max_abs_nonintercept_beta
0.669333581389965,1.626673595931775,0.6613539208704644,0.8357134450583222,1.0,0.0,0.8594059405940594,0.9954128440366973,0.0,feasible_stage5_recall_and_early_fpr,feasible_stage45_recall_and_early_fpr,Exp1_to_Exp2,Exp1,Exp2,7.907392316109315,0.005,0.5438146475635708
-2.5487932307026457e-14,7.008007381220598,0.49999999999999356,0.9990962082432115,1.0,0.7418300653594772,0.8556701030927835,1.0,0.0,feasible_stage5_recall_and_early_fpr,fallback_constrained_below_high,Exp2_to_Exp1,Exp2,Exp1,3.0,0.005,3.046959730965437e-08
