direction_id,source_dataset,target_dataset,selected_l2,optimizer_success,optimizer_message,objective,beta0,beta_AWR_adaptive,median_AWR_adaptive,IQR_AWR_adaptive,beta_BDall_xy_v2,median_BDall_xy_v2,IQR_BDall_xy_v2,beta_RS50_positive,median_RS50_positive,IQR_RS50_positive,beta_TES_clean,median_TES_clean,IQR_TES_clean,beta_high_AWR_high_BD_occupancy,median_high_AWR_high_BD_occupancy,IQR_high_AWR_high_BD_occupancy
Exp1_to_Exp2,Exp1,Exp2,0.1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5436724443736113,0.6734860671474968,0.5438146475635708,0.023983638387154938,1.7699594594647499,0.40953669726281133,5.458608115016201,3.2302677629651284,0.0,0.0,0.0006982128654807907,0.005726977431706319,1.1889367941399038,4.451407888012669,0.0,0.0,1e-09
Exp2_to_Exp1,Exp2,Exp1,0.1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.553776926440175,3.423362294968874e-15,5.672474465019703e-14,1.57020721691112,3.8512412534835847,5.4088198815861565e-14,2.084532805473032,2.115763547062332,5.3271207566853365e-14,0.0,0.010671093557763313,2.3232529972403223e-14,0.7267111484369297,1.614440889991435,3.046959730965437e-08,0.0,1e-09
