direction,dataset,entry_cycle,window_index,center_cycle,progression_uncertainty,prediction_ensemble_uncertainty,adapter_support_uncertainty,primitive_match_uncertainty,private_state_support_uncertainty,change_point_uncertainty,entry_prior_uncertainty,ood_uncertainty,initial_match_quality
Exp1_to_Exp2,Exp2,0.0,1411,7065.5,1.6376882237665715,0.0432229442617169,0.0,1.0,1.0,0.08574306175220558,0.35,0.7418238488444638,0.0
Exp1_to_Exp2,Exp2,0.0,1412,7070.5,1.6522118567760795,0.044223661114582244,0.0,1.0,1.0,0.08806044125978327,0.35,0.7730418139752956,0.0
Exp1_to_Exp2,Exp2,0.0,1413,7075.5,1.6669562042035602,0.04534572701751528,0.0,1.0,1.0,0.09180827284187291,0.35,0.8035906873600428,0.0
Exp1_to_Exp2,Exp2,0.0,1414,7080.5,1.6834130105001064,0.046453182885906615,0.0,1.0,1.0,0.09530145588254865,0.35,0.836743149495391,0.0
Exp1_to_Exp2,Exp2,0.0,1415,7085.5,1.6995000887820524,0.04743017249260713,0.0,1.0,1.0,0.09885561420880794,0.35,0.8682041799294248,0.0
Exp1_to_Exp2,Exp2,0.0,1416,7090.5,1.7153273807860447,0.048273020009886126,0.0,1.0,1.0,0.10184271387887536,0.35,0.8984129342586417,0.0
Exp1_to_Exp2,Exp2,0.0,1417,7095.5,1.7335310926741996,0.04857271770734403,0.0,1.0,1.0,0.1050469238040424,0.35,0.932328206246081,0.0
Exp1_to_Exp2,Exp2,0.0,1418,7100.5,1.7263165265614713,0.04808344077106601,0.0,1.0,1.0,0.10856565194435036,0.35,0.9184607949285457,0.0
Exp1_to_Exp2,Exp2,0.0,1419,7105.5,1.7140888664996947,0.04744480863287126,0.0,1.0,1.0,0.11242058140555888,0.35,0.8948247008595787,0.0
Exp1_to_Exp2,Exp2,0.0,1420,7110.5,1.7044045984331426,0.04680081735260507,0.0,1.0,1.0,0.11458027747028199,0.35,0.8758858822186849,0.0
Exp1_to_Exp2,Exp2,0.0,1421,7115.5,1.6928331277006332,0.046252195454705214,0.0,1.0,1.0,0.11809278740204808,0.35,0.8527009007969576,0.0
Exp1_to_Exp2,Exp2,0.0,1422,7120.5,1.6772980921302836,0.045590289091228905,0.0,1.0,1.0,0.12171173117407974,0.35,0.820936459111834,0.0
Exp1_to_Exp2,Exp2,0.0,1423,7125.5,1.6549178095465478,0.04476659999974635,0.0,1.0,1.0,0.1257951124651592,0.35,0.7735790183030331,0.0
Exp1_to_Exp2,Exp2,0.0,1424,7130.5,1.629469868693919,0.043597088860691434,0.0,1.0,1.0,0.12967221031227857,0.35,0.7169075705395912,0.0
Exp1_to_Exp2,Exp2,0.0,1425,7135.5,1.6076432902805124,0.04237506203256784,0.0,1.0,1.0,0.13210212314164743,0.35,0.6654098977045332,0.0
Exp1_to_Exp2,Exp2,0.0,1426,7140.5,1.5845078086945468,0.041326973677968885,0.0,1.0,1.0,0.1353826562131267,0.35,0.6067360327665506,0.0
Exp1_to_Exp2,Exp2,0.0,1427,7145.5,1.5661528197687127,0.040402304356249516,0.0,1.0,1.0,0.13901503918464933,0.35,0.5562167990565235,0.0
Exp1_to_Exp2,Exp2,0.0,1428,7150.5,1.5503116199915383,0.039536013752058154,0.0,1.0,1.0,0.14225678307178163,0.35,0.5090835200312935,0.0
Exp1_to_Exp2,Exp2,0.0,1429,7155.5,1.5381955657193342,0.03898215688679993,0.0,1.0,1.0,0.14562767163798432,0.35,0.4699133655221721,0.0
Exp1_to_Exp2,Exp2,0.0,1430,7160.5,1.525954269478422,0.03847653010552891,0.0,1.0,1.0,0.1485888216167168,0.35,0.42717367809945683,0.0
Exp1_to_Exp2,Exp2,0.0,1431,7165.5,1.5135195662518581,0.03784425336042369,0.0,1.0,1.0,0.1494300960008292,0.35,0.3801051648215106,0.0
Exp1_to_Exp2,Exp2,0.0,1432,7170.5,1.506700274846211,0.037509350461011504,0.0,1.0,1.0,0.15159303528860554,0.35,0.3510816407926061,0.0
Exp1_to_Exp2,Exp2,0.0,1433,7175.5,1.4983318698219612,0.037044472575642445,0.0,1.0,1.0,0.15406945473276806,0.35,0.31207163006930655,0.0
Exp1_to_Exp2,Exp2,0.0,1434,7180.5,1.4927078233148319,0.03659725016928717,0.0,1.0,1.0,0.15612882641453515,0.35,0.2827738966520245,0.0
Exp1_to_Exp2,Exp2,0.0,1435,7185.5,1.490137853711005,0.03641186597871334,0.0,1.0,1.0,0.15787329406278827,0.35,0.26788247815068805,0.0
Exp1_to_Exp2,Exp2,0.0,1436,7190.5,1.4839763448657068,0.03605296120661677,0.0,1.0,1.0,0.1600587344575132,0.35,0.22971107424997186,0.0
Exp1_to_Exp2,Exp2,0.0,1437,7195.5,1.4864368133121613,0.030192091961659222,0.0,1.0,1.0,0.03093832140233008,0.35,0.291763016541503,0.0
Exp1_to_Exp2,Exp2,0.0,1438,7200.5,1.4766318857653327,0.028900731186195638,0.0,1.0,1.0,0.02617153314025399,0.35,0.23753215497880267,0.0
Exp1_to_Exp2,Exp2,0.0,1439,7205.5,1.48518487074003,0.029084419640149725,0.0,1.0,1.0,0.022733570392880213,0.35,0.2862016449751237,0.0
Exp1_to_Exp2,Exp2,0.0,1440,7210.5,1.5285919419682825,0.02987347680201483,0.0,1.0,1.0,0.019406255542978264,0.35,0.46132883898573435,0.0
Exp1_to_Exp2,Exp2,0.0,1441,7215.5,1.529578744883966,0.029640343946640106,0.0,1.0,1.0,0.039093997149169425,0.35,0.46336189549685036,0.0
Exp1_to_Exp2,Exp2,0.0,1442,7220.5,1.4799482868813831,0.02885883083245162,0.0,1.0,1.0,0.0784071133712622,0.35,0.24650846699233372,0.0
Exp1_to_Exp2,Exp2,0.0,1443,7225.5,1.465201662996176,0.029319849602255553,0.0,1.0,1.0,0.13462135950676776,0.35,0.07302978317515312,0.0
Exp1_to_Exp2,Exp2,0.0,1444,7230.5,1.4655599845432576,0.030275256690775097,0.0,1.0,1.0,0.15636328573786604,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1445,7235.5,1.4653614664217876,0.03013571342586251,0.0,1.0,1.0,0.12232916053393547,0.35,0.09440149645629536,0.0
Exp1_to_Exp2,Exp2,0.0,1446,7240.5,1.461189306650771,0.030138568204079057,0.0,1.0,1.0,0.0921337680949807,0.35,0.05636688171071073,0.0
Exp1_to_Exp2,Exp2,0.0,1447,7245.5,1.4596318896470324,0.030424662916761384,0.0,1.0,1.0,0.07966034038757581,0.35,0.027455843281593745,0.0
Exp1_to_Exp2,Exp2,0.0,1448,7250.5,1.4591968373732607,0.03067748790395947,0.0,1.0,1.0,0.07525548654349426,0.35,0.012284692960357427,0.0
Exp1_to_Exp2,Exp2,0.0,1449,7255.5,1.4590604195098067,0.030880892103883065,0.0,1.0,1.0,0.07349918284953733,0.35,0.0012443486053684467,0.0
Exp1_to_Exp2,Exp2,0.0,1450,7260.5,1.4592651512657528,0.030772120708226675,0.0,1.0,1.0,0.07134933957393313,0.35,0.030284154737124425,0.0
Exp1_to_Exp2,Exp2,0.0,1451,7265.5,1.459707857492242,0.030603193322157843,0.0,1.0,1.0,0.0709479285101165,0.35,0.04771650891674047,0.0
Exp1_to_Exp2,Exp2,0.0,1452,7270.5,1.4603391111209931,0.030489801546144057,0.0,1.0,1.0,0.07016794790278519,0.35,0.06509339873167641,0.0
Exp1_to_Exp2,Exp2,0.0,1453,7275.5,1.4606056912195282,0.03049707334228125,0.0,1.0,1.0,0.06972131596643928,0.35,0.07125904742795308,0.0
Exp1_to_Exp2,Exp2,0.0,1454,7280.5,1.4612380713898303,0.030543881250956712,0.0,1.0,1.0,0.07011851310138985,0.35,0.08286836982618029,0.0
Exp1_to_Exp2,Exp2,0.0,1455,7285.5,1.4617192130987648,0.030686176507782974,0.0,1.0,1.0,0.0710816756136754,0.35,0.09015992405364052,0.0
Exp1_to_Exp2,Exp2,0.0,1456,7290.5,1.4621535033702375,0.030654436061062055,0.0,1.0,1.0,0.07057185107179059,0.35,0.09732824258116819,0.0
Exp1_to_Exp2,Exp2,0.0,1457,7295.5,1.4589184994211521,0.02848722420111878,0.0,1.0,1.0,0.0716356476244985,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1458,7300.5,1.458959455771091,0.027115898659496387,0.0,1.0,1.0,0.07298918840325513,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1459,7305.5,1.459006743052236,0.026659511686367956,0.0,1.0,1.0,0.07409417459246048,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1460,7310.5,1.4590141485927914,0.026784086208575083,0.0,1.0,1.0,0.07419500333526188,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1461,7315.5,1.4590587823565468,0.026709255048873455,0.0,1.0,1.0,0.07509424789225129,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1462,7320.5,1.4591322843642092,0.02638581626768376,0.0,1.0,1.0,0.07662122404271027,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1463,7325.5,1.4591627915312786,0.025748995133795794,0.0,1.0,1.0,0.07741473657485233,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1464,7330.5,1.4592320510042167,0.025380441463385844,0.0,1.0,1.0,0.07882900398391784,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1465,7335.5,1.459307455846303,0.0256196988533163,0.0,1.0,1.0,0.0801366440479959,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1466,7340.5,1.4593847384953411,0.025706830602278987,0.0,1.0,1.0,0.08150444045265774,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1467,7345.5,1.459438729343765,0.02573147726402255,0.0,1.0,1.0,0.08245784247938287,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1468,7350.5,1.4595137441355817,0.025573153259683266,0.0,1.0,1.0,0.08382352386425126,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1469,7355.5,1.4596141433812642,0.02545821128590452,0.0,1.0,1.0,0.08558812439085141,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1470,7360.5,1.4596762428056544,0.02548693614991339,0.0,1.0,1.0,0.08663226821988174,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1471,7365.5,1.4597510530688067,0.025486411911265668,0.0,1.0,1.0,0.0878838992272142,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1472,7370.5,1.4598592944242161,0.025538255169896905,0.0,1.0,1.0,0.08964907718235196,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1473,7375.5,1.4600006468704234,0.025598386091833722,0.0,1.0,1.0,0.0919054486499482,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1474,7380.5,1.4601014086295192,0.025552451745375605,0.0,1.0,1.0,0.0935050570381437,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1475,7385.5,1.4602250251455697,0.025512477397205906,0.0,1.0,1.0,0.09542660823080944,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1476,7390.5,1.4603646830147967,0.025500830489937155,0.0,1.0,1.0,0.09754340080820952,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1477,7395.5,1.4604512325641208,0.02559330501913036,0.0,1.0,1.0,0.09880680865333782,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1478,7400.5,1.460567328354388,0.025655423932956774,0.0,1.0,1.0,0.1004923871698497,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1479,7405.5,1.4606590309201104,0.02548887188563478,0.0,1.0,1.0,0.10185834290068542,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1480,7410.5,1.4607981471795448,0.025403727799330172,0.0,1.0,1.0,0.10385507891811535,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1481,7415.5,1.4609093705813216,0.025363715162715395,0.0,1.0,1.0,0.10541760292028018,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1482,7420.5,1.461033162231505,0.025294829670193756,0.0,1.0,1.0,0.1071357677535699,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1483,7425.5,1.4611564139412057,0.025357982242033127,0.0,1.0,1.0,0.10878896422954237,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1484,7430.5,1.4612359003924444,0.02546304047793756,0.0,1.0,1.0,0.10982709212820116,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1485,7435.5,1.4613448217192455,0.025512444463604567,0.0,1.0,1.0,0.1112555757845211,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1486,7440.5,1.461383006402262,0.025432638955946923,0.0,1.0,1.0,0.11177420219822652,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1487,7445.5,1.4614926678132474,0.025528931047423754,0.0,1.0,1.0,0.11317725810187697,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1488,7450.5,1.4616043146096105,0.025715236216886112,0.0,1.0,1.0,0.1145683163520315,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1489,7455.5,1.4616994264161862,0.025800310812781294,0.0,1.0,1.0,0.11575645618008552,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1490,7460.5,1.4617805282446867,0.02580101890295232,0.0,1.0,1.0,0.11677594006851197,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1491,7465.5,1.4618761150678277,0.026014882731815018,0.0,1.0,1.0,0.1179194711752664,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1492,7470.5,1.461968632217733,0.026159210015967715,0.0,1.0,1.0,0.11902931286002276,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1493,7475.5,1.4620150447505214,0.0261520743348277,0.0,1.0,1.0,0.11959958229381293,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1494,7480.5,1.462044973154845,0.026279664199905132,0.0,1.0,1.0,0.11993699503027244,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1495,7485.5,1.462088952451759,0.026301232772845278,0.0,1.0,1.0,0.12046721560703054,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1496,7490.5,1.4621389699094751,0.026356800566252874,0.0,1.0,1.0,0.12106067235833355,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1497,7495.5,1.4585247324646737,0.026370812492738448,0.0,1.0,1.0,0.06402324155820673,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1498,7500.5,1.458900093596129,0.027080886288565174,0.0,1.0,1.0,0.0629710329095014,0.35,0.034507357286959195,0.0
Exp1_to_Exp2,Exp2,0.0,1499,7505.5,1.462703476861553,0.027804683116488406,0.0,1.0,1.0,0.06219535511958913,0.35,0.1111759804149089,0.0
Exp1_to_Exp2,Exp2,0.0,1500,7510.5,1.4694888641651727,0.02845026694590245,0.0,1.0,1.0,0.05939786687745414,0.35,0.1804438905215818,0.0
Exp1_to_Exp2,Exp2,0.0,1501,7515.5,1.4658819588650505,0.02774077683331896,0.0,1.0,1.0,0.06732937480051353,0.35,0.14493833832252143,0.0
Exp1_to_Exp2,Exp2,0.0,1502,7520.5,1.4601289202596643,0.027810095356014104,0.0,1.0,1.0,0.07832158941102345,0.35,0.0506832418761202,0.0
Exp1_to_Exp2,Exp2,0.0,1503,7525.5,1.4600320347429692,0.02765758641772419,0.0,1.0,1.0,0.08924261515670148,0.35,0.02154892176498076,0.0
Exp1_to_Exp2,Exp2,0.0,1504,7530.5,1.4606751183158155,0.027613896482156133,0.0,1.0,1.0,0.10153459503043732,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1505,7535.5,1.4617739416318207,0.027480310214442874,0.0,1.0,1.0,0.11630945354676706,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1506,7540.5,1.463289384978052,0.0275778011683429,0.0,1.0,1.0,0.13399734725793863,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1507,7545.5,1.4653597026909069,0.027564230159738003,0.0,1.0,1.0,0.15498151982118327,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1508,7550.5,1.4683257255711535,0.027628715653647214,0.0,1.0,1.0,0.18087866221692495,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1509,7555.5,1.4719310006052935,0.027695643834930356,0.0,1.0,1.0,0.20811972961607672,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1510,7560.5,1.4757814996461014,0.027703840909524293,0.0,1.0,1.0,0.23380233509645632,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1511,7565.5,1.4792225654040514,0.027680178988935596,0.0,1.0,1.0,0.2546236550120271,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1512,7570.5,1.480767495712879,0.027674082621896558,0.0,1.0,1.0,0.26345117481390573,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1513,7575.5,1.4798594547115573,0.027573293384285304,0.0,1.0,1.0,0.25830934785859283,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1514,7580.5,1.4775222560554566,0.027326231548704106,0.0,1.0,1.0,0.24459209760037823,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1515,7585.5,1.4748593793541815,0.027251590315393506,0.0,1.0,1.0,0.22796389998042127,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1516,7590.5,1.4725531741689153,0.027196788602680093,0.0,1.0,1.0,0.21253984436958862,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1517,7595.5,1.4708051367196568,0.026362397978300603,0.0,1.0,1.0,0.20018185275834194,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1518,7600.5,1.4696340906248826,0.02598073814826475,0.0,1.0,1.0,0.1914402297640094,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1519,7605.5,1.4687820965759646,0.025824700794384144,0.0,1.0,1.0,0.1848078246475695,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1520,7610.5,1.4682842546615198,0.025740431255259617,0.0,1.0,1.0,0.1808205814771312,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1521,7615.5,1.4679680539404754,0.026973964462502636,0.0,1.0,1.0,0.1780522749951884,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1522,7620.5,1.467762854049845,0.02802740664020074,0.0,1.0,1.0,0.17618813866311214,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1523,7625.5,1.4677018971585316,0.02911664783274007,0.0,1.0,1.0,0.17550236392065188,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1524,7630.5,1.4676252199034696,0.030049405524974662,0.0,1.0,1.0,0.17470208734958836,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1525,7635.5,1.4676111296712782,0.030402877823272407,0.0,1.0,1.0,0.1745224712037649,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1526,7640.5,1.4676172520313149,0.03060603648018833,0.0,1.0,1.0,0.17453844559558035,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1527,7645.5,1.4675899700041017,0.030763773856324693,0.0,1.0,1.0,0.17428112426409598,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1528,7650.5,1.4675008921068133,0.030729103097512398,0.0,1.0,1.0,0.17353555992105948,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1529,7655.5,1.467465367700112,0.03074610663023538,0.0,1.0,1.0,0.17323187445244387,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1530,7660.5,1.4675354035274137,0.030810841054490612,0.0,1.0,1.0,0.17381269424263496,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1531,7665.5,1.4675402451742061,0.030734247359127737,0.0,1.0,1.0,0.17386712525729803,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1532,7670.5,1.4675046637219542,0.030817491234767125,0.0,1.0,1.0,0.17355177982285383,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1533,7675.5,1.4673766542256632,0.030931205356416015,0.0,1.0,1.0,0.17244566072157477,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1534,7680.5,1.46725527198227,0.031051016782881084,0.0,1.0,1.0,0.17138806118430205,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1535,7685.5,1.4672554286744972,0.031097000116621053,0.0,1.0,1.0,0.17138106534424805,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1536,7690.5,1.4671243895206314,0.031017471563400845,0.0,1.0,1.0,0.17027005251687416,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1537,7695.5,1.4669950572845711,0.031214646713909583,0.0,1.0,1.0,0.16911577078406362,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1538,7700.5,1.4669614012342216,0.03132980106753575,0.0,1.0,1.0,0.1688022401395764,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1539,7705.5,1.4669938381200096,0.03125665588561668,0.0,1.0,1.0,0.16909743506311642,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1540,7710.5,1.4669110835617831,0.031474494756290286,0.0,1.0,1.0,0.1683374089625971,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1541,7715.5,1.4668677906506415,0.03150056211834647,0.0,1.0,1.0,0.16795484462950847,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1542,7720.5,1.4668020573137441,0.031271352142956975,0.0,1.0,1.0,0.167422751963355,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1543,7725.5,1.466851282336713,0.031286432893513634,0.0,1.0,1.0,0.1678506586512516,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1544,7730.5,1.4668438033151965,0.031226072966971195,0.0,1.0,1.0,0.1677965306293671,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1545,7735.5,1.466760930320628,0.031130421647868278,0.0,1.0,1.0,0.1670883705200925,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1546,7740.5,1.4667683936821128,0.031108696337828947,0.0,1.0,1.0,0.16715791849914288,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1547,7745.5,1.4666839942462613,0.03128495209425321,0.0,1.0,1.0,0.16638266361201104,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1548,7750.5,1.4666211193717669,0.03147461275756682,0.0,1.0,1.0,0.16579160575570528,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1549,7755.5,1.466592127681955,0.03152300546653986,0.0,1.0,1.0,0.1655257354765116,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1550,7760.5,1.466541422791683,0.03155358693655205,0.0,1.0,1.0,0.16507003336551304,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1551,7765.5,1.466525910812562,0.03148176193920927,0.0,1.0,1.0,0.16494588733829493,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1552,7770.5,1.4664634145601207,0.031242327433697547,0.0,1.0,1.0,0.16443498174006133,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1553,7775.5,1.4664417600338995,0.03102573403737687,0.0,1.0,1.0,0.16428280311329965,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1554,7780.5,1.466386381498195,0.030774816619250012,0.0,1.0,1.0,0.16383507104836076,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1555,7785.5,1.4663687211263816,0.03078272589768482,0.0,1.0,1.0,0.1636754412981004,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1556,7790.5,1.4663410774224779,0.030826192076940942,0.0,1.0,1.0,0.16341940282153955,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1557,7795.5,1.4582508388917466,0.029160805453667102,0.0,1.0,1.0,0.04275601337445459,0.35,0.036291595088939754,0.0
Exp1_to_Exp2,Exp2,0.0,1558,7800.5,1.461856474230817,0.028406828352337713,0.0,1.0,1.0,0.03822821746373012,0.35,0.11070685047937334,0.0
Exp1_to_Exp2,Exp2,0.0,1559,7805.5,1.4805383371488101,0.027917792057832135,0.0,1.0,1.0,0.03420580937422405,0.35,0.25989291498429495,0.0
Exp1_to_Exp2,Exp2,0.0,1560,7810.5,1.5143414796078645,0.027935085909870993,0.0,1.0,1.0,0.030286500174262224,0.35,0.4111355928928296,0.0
Exp1_to_Exp2,Exp2,0.0,1561,7815.5,1.497911696590234,0.028276894561179423,0.0,1.0,1.0,0.04439643683039983,0.35,0.34419300459563784,0.0
Exp1_to_Exp2,Exp2,0.0,1562,7820.5,1.4722967809736682,0.028382117230628178,0.0,1.0,1.0,0.06656457233767643,0.35,0.19980346442550587,0.0
Exp1_to_Exp2,Exp2,0.0,1563,7825.5,1.462541211060906,0.028768535612314468,0.0,1.0,1.0,0.0995545135572569,0.35,0.07607932860246962,0.0
Exp1_to_Exp2,Exp2,0.0,1564,7830.5,1.4645916448394338,0.029192477091730118,0.0,1.0,1.0,0.14437633861194463,0.35,0.0288436867223348,0.0
Exp1_to_Exp2,Exp2,0.0,1565,7835.5,1.469226153057403,0.029419108824587554,0.0,1.0,1.0,0.18407750065774148,0.35,0.03708744552300199,0.0
Exp1_to_Exp2,Exp2,0.0,1566,7840.5,1.4696011618974234,0.02942250628164118,0.0,1.0,1.0,0.1885805620188815,0.35,0.02827123631903679,0.0
Exp1_to_Exp2,Exp2,0.0,1567,7845.5,1.4662703297899096,0.02888635316202511,0.0,1.0,1.0,0.16313877106074187,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1568,7850.5,1.463590057245917,0.028550685450472825,0.0,1.0,1.0,0.13704274526371335,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1569,7855.5,1.4621840940659747,0.028441416144395205,0.0,1.0,1.0,0.12113385483520338,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1570,7860.5,1.461577012913705,0.028350781100130146,0.0,1.0,1.0,0.11359400463387541,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1571,7865.5,1.4612898960889829,0.028257090027812334,0.0,1.0,1.0,0.10986217399501302,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1572,7870.5,1.4611474400532334,0.02819841753958863,0.0,1.0,1.0,0.10796615591184226,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1573,7875.5,1.4610857267457105,0.028144607071212042,0.0,1.0,1.0,0.10714187786691139,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1574,7880.5,1.46104748800399,0.028050409318894357,0.0,1.0,1.0,0.10664397188689173,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1575,7885.5,1.461046662941389,0.028056642185025096,0.0,1.0,1.0,0.10663102794904704,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1576,7890.5,1.461104633743435,0.02816965093885396,0.0,1.0,1.0,0.10739283734272333,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1577,7895.5,1.4611027293618402,0.02583305426186524,0.0,1.0,1.0,0.10795294834381486,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1578,7900.5,1.4611672203966402,0.02440882854983497,0.0,1.0,1.0,0.10915060719239415,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1579,7905.5,1.4612257091899952,0.02312243564966448,0.0,1.0,1.0,0.1102085575961843,0.35,0.0,0.0
Exp1_to_Exp2,Exp2,0.0,1580,7910.5,1.4612989676777353,0.021794467278166068,0.0,1.0,1.0,0.11144359170484436,0.35,0.0,0.0
