direction,entry_cycle,latest_entry_cycle,common_window_rank,center_cycle,common_arrived_windows,progression_increment_abs_difference,progression_score_abs_difference,uncertainty,latest_uncertainty,uncertainty_difference_to_latest,state_match_available,state_match_quality,latest_state_match_quality,state_match_quality_difference
Exp1_to_Exp2,0.0,9000.0,109,9540.5,200,0.11636204864752242,1.8307958449259587e-07,1.4627884157434645,1.4658513571534793,-0.00306294141001473,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,110,9545.5,200,0.1086298843704987,1.4258252378773761e-07,1.462053474434777,1.4650276365468928,-0.0029741621121157635,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,111,9550.5,200,0.09436210902317282,1.1104338115686119e-07,1.460830527806992,1.4642453613193613,-0.003414833512369375,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,112,9555.5,200,0.12085072556664242,8.964003861411385e-08,1.4601176133996738,1.4635042976281336,-0.00338668422845978,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,113,9560.5,200,0.0471043544128302,7.82251500242026e-08,1.4583462502336721,1.4628073837115838,-0.004461133477911661,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,114,9565.5,200,0.018605155141179296,7.412782687676867e-08,1.4575013783153896,1.4621515149576316,-0.004650136642242009,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,115,9570.5,200,0.02047264332369427,6.986680145537605e-08,1.4571103624402237,1.4615396963400735,-0.0044293338998497855,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,116,9575.5,200,0.0,6.986680145537605e-08,1.4570678171122715,1.4609730036153836,-0.0039051865031121125,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,117,9580.5,200,0.0,6.986680145537605e-08,1.4570706887739446,1.4604451795162736,-0.003374490742328984,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,118,9585.5,200,0.0,6.986680145537605e-08,1.4570705001389181,1.4599575292977565,-0.002887029158838317,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,119,9590.5,200,0.0,6.986680145537605e-08,1.4570720715077259,1.4595138533900534,-0.002441781882327465,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,120,9595.5,200,0.0,6.986680145537605e-08,1.5320802288134505,1.521505583188425,0.010574645625025525,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,121,9600.5,200,0.0,6.986680145537605e-08,1.6995908133677908,1.6767839278195833,0.022806885548207534,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,122,9605.5,200,0.0,5.1758599517448545e-08,1.767355785758791,1.768334513280761,-0.0009787275219701463,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,123,9610.5,200,0.0,2.986211422584262e-08,1.767501895793717,1.768199329655964,-0.0006974338622469656,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,124,9615.5,200,0.0,1.7228941162628075e-08,1.7679167497696815,1.7689409025498486,-0.001024152780167098,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,125,9620.5,200,0.0,9.940234302341366e-09,1.770882403372223,1.7735506652116833,-0.0026682618394602287,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,126,9625.5,200,0.0,5.73501635070528e-09,1.7698444941126366,1.7798431496397147,-0.009998655527078126,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,127,9630.5,200,0.0,3.3088165540817727e-09,1.6387601685857727,1.7130590845783318,-0.07429891599255911,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,128,9635.5,200,0.0,1.9090210523486917e-09,1.644507882791857,1.7701637308411673,-0.1256558480493104,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,129,9640.5,200,0.0,1.1014094081218673e-09,1.606723064488775,1.7691140637898175,-0.1623909993010424,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,130,9645.5,200,0.0,6.35457908515491e-10,1.595726101685784,1.7268087010924202,-0.13108259940663625,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,131,9650.5,200,0.0,3.666272840874285e-10,1.583807835096568,1.660187911082897,-0.0763800759863289,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,132,9655.5,200,0.0,2.1152557483361534e-10,1.586732795566518,1.610055143644671,-0.023322348078153032,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,133,9660.5,200,0.0,1.220396006473834e-10,1.576917685502943,1.6052620495739234,-0.0283443640709804,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,134,9665.5,200,0.0,7.041078831093728e-11,1.571970851355421,1.6039233088202423,-0.03195245746482134,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,135,9670.5,200,0.03961557225321277,4.651568019653496e-11,1.5708450636828306,1.5980621642924289,-0.027217100609598255,True,0.0,0.0,0.0
