direction,dataset,entry_cycle,window_index,center_cycle,activity_score,progression_increment,relative_progression_score,cumulative_progression,progression_uncertainty,prediction_ensemble_uncertainty,adapter_support_uncertainty,primitive_match_uncertainty,private_state_support_uncertainty,change_point_uncertainty,entry_prior_uncertainty,ood_uncertainty,initial_progression_prior_mean,initial_progression_prior_std,initial_match_quality,trend_evidence,persistent_prediction_anomaly_evidence,bocpd_confirmed_transition_evidence,persistent_novel_segment_evidence,state_id_input_count,cycle_used_as_model_feature,rolling_z_used
Exp1_to_Exp2,Exp2,0.0,11,65.5,0.2673437977237997,0.04228740993106444,0.8211393642146518,1.7211483474167901,1.7202767382155173,0.0,0.9140625,1.0,1.0,0.036630617510071094,0.35,0.0,0.5,0.35,0.0,0.16914963972425776,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,12,70.5,0.5400608080243797,0.05489810706103648,0.8306938144496732,1.7760464544778265,1.7160911062528381,0.0,0.90625,1.0,1.0,0.03434563232915388,0.35,0.0,0.5,0.35,0.0,0.21959242824414593,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,13,75.5,0.3706382315522151,0.08654800102540658,0.844730731865621,1.862594455503233,1.7119410696781339,0.0,0.8984375,1.0,1.0,0.032438937166054095,0.35,0.0,0.5,0.35,0.0,0.3461920041016263,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,14,80.5,0.21306589108600707,0.040248162417906005,0.8508559434941245,1.902842617921139,1.7078254363648986,0.0,0.890625,1.0,1.0,0.03090033122728526,0.35,0.0,0.5,0.35,0.0,0.16099264967162402,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,15,85.5,0.25070116871552706,0.0,0.8508559434941245,1.902842617921139,1.7037388365637722,0.0,0.8828125,1.0,1.0,0.029463758406320435,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,16,90.5,0.44693727646830417,0.0,0.8508559434941245,1.902842617921139,1.6996795045421411,0.0,0.875,1.0,1.0,0.028025312854955364,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,17,95.5,0.21491244043429472,0.0,0.8508559434941245,1.902842617921139,1.6956536420891182,0.0,0.8671875,1.0,1.0,0.02696504726199316,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,18,100.5,0.24050367110558246,0.0,0.8508559434941245,1.902842617921139,1.6916556235902624,0.0,0.859375,1.0,1.0,0.025949146412926626,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,19,105.5,0.2733107787147427,0.0,0.8508559434941245,1.902842617921139,1.6876849686179014,0.0,0.8515625,1.0,1.0,0.024937158870987436,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,20,110.5,0.2414258059363548,0.0,0.8508559434941245,1.902842617921139,1.683745071197996,0.0,0.84375,1.0,1.0,0.024153721939785034,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,21,115.5,0.16003910882478542,0.0,0.8508559434941245,1.902842617921139,1.6798342318742197,0.0,0.8359375,1.0,1.0,0.023484945607765616,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,22,120.5,0.5474132851859621,0.0,0.8508559434941245,1.902842617921139,1.675949023453426,0.0,0.828125,1.0,1.0,0.022674073067979833,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,23,125.5,0.7008205270732334,0.0,0.8508559434941245,1.902842617921139,1.6720938401688596,0.0,0.8203125,1.0,1.0,0.02202754353971585,0.35,0.0,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,24,130.5,0.547454314041497,0.200931712047152,0.8780048915797017,2.103774329968291,1.6682673674793242,0.0,0.8125,1.0,1.0,0.02144200075539552,0.35,0.0,0.5,0.35,0.0,0.803726848188608,0.0,0.0,0.0,0,False,False
