direction,setting,seed,tolerance_actual_cycles,boundary_hit_rate,mean_absolute_detection_delay,median_absolute_detection_delay,event_level_precision,event_level_recall,event_level_f1,candidate_event_count,unmatched_candidate_count
Exp1_to_Exp2,DirectTransfer,3401,250.0,0.0,,,0.0,0.0,0.0,6,6
Exp1_to_Exp2,DirectTransfer,3401,500.0,0.25,407.5,407.5,0.16666666666666666,0.25,0.2,6,5
Exp1_to_Exp2,CalibrationOnly,3401,250.0,0.5,121.66666666666652,121.66666666666652,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,CalibrationOnly,3401,500.0,0.5,121.66666666666652,121.66666666666652,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,OnlineAdaptation,3401,250.0,0.5,100.91249130132246,100.91249130132246,0.1,0.5,0.16666666666666669,20,18
Exp1_to_Exp2,OnlineAdaptation,3401,500.0,1.0,270.87291231732775,258.3333333333326,0.2,1.0,0.33333333333333337,20,16
Exp1_to_Exp2,DualBranchAdaptation,3401,250.0,0.5,121.66666666666652,121.66666666666652,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,DualBranchAdaptation,3401,500.0,0.5,121.66666666666652,121.66666666666652,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,TargetSupervisedReference,3401,250.0,0.5,59.28061934585912,59.28061934585912,0.11764705882352941,0.5,0.19047619047619047,17,15
Exp1_to_Exp2,TargetSupervisedReference,3401,500.0,0.75,203.1315240083501,109.39457202505218,0.17647058823529413,0.75,0.2857142857142857,17,14
Exp1_to_Exp2,DirectTransfer,3402,250.0,0.0,,,0.0,0.0,0.0,5,5
Exp1_to_Exp2,DirectTransfer,3402,500.0,0.25,407.5,407.5,0.2,0.25,0.22222222222222224,5,4
Exp1_to_Exp2,CalibrationOnly,3402,250.0,1.0,75.87291231732797,71.74582463465595,0.25,1.0,0.4,16,12
Exp1_to_Exp2,CalibrationOnly,3402,500.0,1.0,75.87291231732797,71.74582463465595,0.25,1.0,0.4,16,12
Exp1_to_Exp2,OnlineAdaptation,3402,250.0,0.0,,,0.0,0.0,0.0,6,6
Exp1_to_Exp2,OnlineAdaptation,3402,500.0,0.0,,,0.0,0.0,0.0,6,6
Exp1_to_Exp2,DualBranchAdaptation,3402,250.0,0.75,78.66388308977064,75.99164926931189,0.1875,0.75,0.3,16,13
Exp1_to_Exp2,DualBranchAdaptation,3402,500.0,0.75,78.66388308977064,75.99164926931189,0.1875,0.75,0.3,16,13
Exp1_to_Exp2,TargetSupervisedReference,3402,250.0,0.25,92.69311064718204,92.69311064718204,0.07692307692307693,0.25,0.11764705882352941,13,12
Exp1_to_Exp2,TargetSupervisedReference,3402,500.0,0.5,220.92988865692496,220.92988865692496,0.15384615384615385,0.5,0.23529411764705882,13,11
Exp1_to_Exp2,DirectTransfer,3403,250.0,0.25,75.83333333333303,75.83333333333303,0.09090909090909091,0.25,0.13333333333333333,11,10
Exp1_to_Exp2,DirectTransfer,3403,500.0,0.5,233.33333333333258,233.33333333333258,0.18181818181818182,0.5,0.26666666666666666,11,9
Exp1_to_Exp2,CalibrationOnly,3403,250.0,0.25,34.16666666666697,34.16666666666697,0.1111111111111111,0.25,0.15384615384615383,9,8
Exp1_to_Exp2,CalibrationOnly,3403,500.0,0.25,34.16666666666697,34.16666666666697,0.1111111111111111,0.25,0.15384615384615383,9,8
Exp1_to_Exp2,OnlineAdaptation,3403,250.0,0.5,55.09655532359102,55.09655532359102,0.16666666666666666,0.5,0.25,12,10
Exp1_to_Exp2,OnlineAdaptation,3403,500.0,0.75,192.008814660172,92.69311064718204,0.25,0.75,0.375,12,9
Exp1_to_Exp2,DualBranchAdaptation,3403,250.0,0.25,34.16666666666697,34.16666666666697,0.1111111111111111,0.25,0.15384615384615383,9,8
Exp1_to_Exp2,DualBranchAdaptation,3403,500.0,0.25,34.16666666666697,34.16666666666697,0.1111111111111111,0.25,0.15384615384615383,9,8
Exp1_to_Exp2,TargetSupervisedReference,3403,250.0,0.5,80.00000000000045,80.00000000000045,0.13333333333333333,0.5,0.2105263157894737,15,13
Exp1_to_Exp2,TargetSupervisedReference,3403,500.0,0.75,194.7222222222223,125.83333333333394,0.2,0.75,0.31578947368421056,15,12
Exp1_to_Exp2,DirectTransfer,3404,250.0,0.0,,,0.0,0.0,0.0,6,6
Exp1_to_Exp2,DirectTransfer,3404,500.0,0.25,415.8333333333321,415.8333333333321,0.16666666666666666,0.25,0.2,6,5
Exp1_to_Exp2,CalibrationOnly,3404,250.0,0.25,75.83333333333394,75.83333333333394,0.09090909090909091,0.25,0.13333333333333333,11,10
Exp1_to_Exp2,CalibrationOnly,3404,500.0,0.5,266.66666666666697,266.66666666666697,0.18181818181818182,0.5,0.26666666666666666,11,9
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,0.0,,,0.0,0.0,0.0,8,8
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,0.0,,,0.0,0.0,0.0,8,8
Exp1_to_Exp2,DualBranchAdaptation,3404,250.0,0.25,75.83333333333394,75.83333333333394,0.08333333333333333,0.25,0.125,12,11
Exp1_to_Exp2,DualBranchAdaptation,3404,500.0,0.5,266.66666666666697,266.66666666666697,0.16666666666666666,0.5,0.25,12,10
Exp1_to_Exp2,TargetSupervisedReference,3404,250.0,0.0,,,0.0,0.0,0.0,7,7
Exp1_to_Exp2,TargetSupervisedReference,3404,500.0,0.0,,,0.0,0.0,0.0,7,7
Exp1_to_Exp2,DirectTransfer,3405,250.0,0.0,,,0.0,0.0,0.0,5,5
Exp1_to_Exp2,DirectTransfer,3405,500.0,0.25,407.5,407.5,0.2,0.25,0.22222222222222224,5,4
Exp1_to_Exp2,CalibrationOnly,3405,250.0,0.5,55.07915796798898,55.07915796798898,0.1111111111111111,0.5,0.1818181818181818,18,16
Exp1_to_Exp2,CalibrationOnly,3405,500.0,0.75,178.10832753421528,75.99164926931189,0.16666666666666666,0.75,0.27272727272727276,18,15
Exp1_to_Exp2,OnlineAdaptation,3405,250.0,0.25,125.83333333333303,125.83333333333303,0.1111111111111111,0.25,0.15384615384615383,9,8
Exp1_to_Exp2,OnlineAdaptation,3405,500.0,0.25,125.83333333333303,125.83333333333303,0.1111111111111111,0.25,0.15384615384615383,9,8
Exp1_to_Exp2,DualBranchAdaptation,3405,250.0,0.5,55.07915796798898,55.07915796798898,0.1111111111111111,0.5,0.1818181818181818,18,16
Exp1_to_Exp2,DualBranchAdaptation,3405,500.0,0.75,178.10832753421528,75.99164926931189,0.16666666666666666,0.75,0.27272727272727276,18,15
Exp1_to_Exp2,TargetSupervisedReference,3405,250.0,0.25,75.99164926931189,75.99164926931189,0.08333333333333333,0.25,0.125,12,11
Exp1_to_Exp2,TargetSupervisedReference,3405,500.0,0.75,296.99721642310396,390.8333333333321,0.25,0.75,0.375,12,9
Exp2_to_Exp1,DirectTransfer,3401,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,DirectTransfer,3401,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,CalibrationOnly,3401,250.0,1.0,56.905803305437985,56.78710069939734,0.12903225806451613,1.0,0.2285714285714286,31,27
Exp2_to_Exp1,CalibrationOnly,3401,500.0,1.0,56.905803305437985,56.78710069939734,0.12903225806451613,1.0,0.2285714285714286,31,27
Exp2_to_Exp1,OnlineAdaptation,3401,250.0,0.75,65.74934648191145,77.47952684258053,0.13636363636363635,0.75,0.23076923076923075,22,19
Exp2_to_Exp1,OnlineAdaptation,3401,500.0,1.0,142.44854122674724,80.45573975265143,0.18181818181818182,1.0,0.3076923076923077,22,18
Exp2_to_Exp1,DualBranchAdaptation,3401,250.0,0.75,50.047895459723804,36.09467455621416,0.1111111111111111,0.75,0.19354838709677416,27,24
Exp2_to_Exp1,DualBranchAdaptation,3401,500.0,0.75,50.047895459723804,36.09467455621416,0.1111111111111111,0.75,0.19354838709677416,27,24
Exp2_to_Exp1,TargetSupervisedReference,3401,250.0,1.0,25.763429021446655,24.341644380019716,0.14814814814814814,1.0,0.25806451612903225,27,23
Exp2_to_Exp1,TargetSupervisedReference,3401,500.0,1.0,25.763429021446655,24.341644380019716,0.14814814814814814,1.0,0.25806451612903225,27,23
Exp2_to_Exp1,DirectTransfer,3402,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,DirectTransfer,3402,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,CalibrationOnly,3402,250.0,1.0,67.26083289123653,77.49715987099444,0.12903225806451613,1.0,0.2285714285714286,31,27
Exp2_to_Exp1,CalibrationOnly,3402,500.0,1.0,67.26083289123653,77.49715987099444,0.12903225806451613,1.0,0.2285714285714286,31,27
Exp2_to_Exp1,OnlineAdaptation,3402,250.0,0.75,81.63418142854789,83.43195266272232,0.13043478260869565,0.75,0.22222222222222218,23,20
