direction,setting,seed,tolerance_actual_cycles,boundary_hit_rate,mean_absolute_detection_delay,median_absolute_detection_delay,event_level_precision,event_level_recall,event_level_f1,candidate_event_count,unmatched_candidate_count
Exp2_to_Exp1,OnlineAdaptation,3402,500.0,0.75,81.63418142854789,83.43195266272232,0.13043478260869565,0.75,0.22222222222222218,23,20
Exp2_to_Exp1,DualBranchAdaptation,3402,250.0,1.0,67.26083289123653,77.49715987099444,0.13793103448275862,1.0,0.2424242424242424,29,25
Exp2_to_Exp1,DualBranchAdaptation,3402,500.0,1.0,67.26083289123653,77.49715987099444,0.13793103448275862,1.0,0.2424242424242424,29,25
Exp2_to_Exp1,TargetSupervisedReference,3402,250.0,1.0,52.473317613766085,50.84761676019116,0.16,1.0,0.2758620689655173,25,21
Exp2_to_Exp1,TargetSupervisedReference,3402,500.0,1.0,52.473317613766085,50.84761676019116,0.16,1.0,0.2758620689655173,25,21
Exp2_to_Exp1,DirectTransfer,3403,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,DirectTransfer,3403,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,CalibrationOnly,3403,250.0,0.75,75.66271965530268,77.51479289940835,0.1,0.75,0.17647058823529416,30,27
Exp2_to_Exp1,CalibrationOnly,3403,500.0,0.75,75.66271965530268,77.51479289940835,0.1,0.75,0.17647058823529416,30,27
Exp2_to_Exp1,OnlineAdaptation,3403,250.0,0.75,56.001231983743004,59.76331360946642,0.09375,0.75,0.16666666666666666,32,29
Exp2_to_Exp1,OnlineAdaptation,3403,500.0,0.75,56.001231983743004,59.76331360946642,0.09375,0.75,0.16666666666666666,32,29
Exp2_to_Exp1,DualBranchAdaptation,3403,250.0,0.75,73.69033306753136,71.59763313609437,0.1111111111111111,0.75,0.19354838709677416,27,24
Exp2_to_Exp1,DualBranchAdaptation,3403,500.0,0.75,73.69033306753136,71.59763313609437,0.1111111111111111,0.75,0.19354838709677416,27,24
Exp2_to_Exp1,TargetSupervisedReference,3403,250.0,0.75,73.69033306753136,71.59763313609437,0.0967741935483871,0.75,0.1714285714285714,31,28
Exp2_to_Exp1,TargetSupervisedReference,3403,500.0,0.75,73.69033306753136,71.59763313609437,0.0967741935483871,0.75,0.1714285714285714,31,28
Exp2_to_Exp1,DirectTransfer,3404,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,DirectTransfer,3404,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,CalibrationOnly,3404,250.0,1.0,62.813049733332264,68.8789559715733,0.125,1.0,0.2222222222222222,32,28
Exp2_to_Exp1,CalibrationOnly,3404,500.0,1.0,62.813049733332264,68.8789559715733,0.125,1.0,0.2222222222222222,32,28
Exp2_to_Exp1,OnlineAdaptation,3404,250.0,1.0,41.98748130414174,39.022181435514085,0.14814814814814814,1.0,0.25806451612903225,27,23
Exp2_to_Exp1,OnlineAdaptation,3404,500.0,1.0,41.98748130414174,39.022181435514085,0.14814814814814814,1.0,0.25806451612903225,27,23
Exp2_to_Exp1,DualBranchAdaptation,3404,250.0,1.0,68.71710877392252,68.8789559715733,0.13333333333333333,1.0,0.23529411764705882,30,26
Exp2_to_Exp1,DualBranchAdaptation,3404,500.0,1.0,68.71710877392252,68.8789559715733,0.13333333333333333,1.0,0.23529411764705882,30,26
Exp2_to_Exp1,TargetSupervisedReference,3404,250.0,0.75,55.92988584677065,53.84615384615245,0.08823529411764706,0.75,0.15789473684210525,34,31
Exp2_to_Exp1,TargetSupervisedReference,3404,500.0,0.75,55.92988584677065,53.84615384615245,0.08823529411764706,0.75,0.15789473684210525,34,31
Exp2_to_Exp1,DirectTransfer,3405,250.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,DirectTransfer,3405,500.0,0.0,,,0.0,0.0,0.0,0,0
Exp2_to_Exp1,CalibrationOnly,3405,250.0,0.5,65.92037608991632,65.92037608991632,0.1111111111111111,0.5,0.1818181818181818,18,16
Exp2_to_Exp1,CalibrationOnly,3405,500.0,0.5,65.92037608991632,65.92037608991632,0.1111111111111111,0.5,0.1818181818181818,18,16
Exp2_to_Exp1,OnlineAdaptation,3405,250.0,1.0,63.87987560719125,62.64918448000981,0.14814814814814814,1.0,0.25806451612903225,27,23
Exp2_to_Exp1,OnlineAdaptation,3405,500.0,1.0,63.87987560719125,62.64918448000981,0.14814814814814814,1.0,0.25806451612903225,27,23
Exp2_to_Exp1,DualBranchAdaptation,3405,250.0,0.5,65.92037608991632,65.92037608991632,0.1111111111111111,0.5,0.1818181818181818,18,16
Exp2_to_Exp1,DualBranchAdaptation,3405,500.0,0.5,65.92037608991632,65.92037608991632,0.1111111111111111,0.5,0.1818181818181818,18,16
Exp2_to_Exp1,TargetSupervisedReference,3405,250.0,1.0,56.87902085241876,62.96179620825933,0.14285714285714285,1.0,0.25,28,24
Exp2_to_Exp1,TargetSupervisedReference,3405,500.0,1.0,56.87902085241876,62.96179620825933,0.14285714285714285,1.0,0.25,28,24
