direction,source_dataset,target_dataset,seed,event_id,dataset,setting,start_cycle,peak_cycle,end_cycle,peak_score,adapter_frozen_fraction,event_status,start_actual_cycle,peak_actual_cycle,end_actual_cycle
Exp1_to_Exp2,Exp1,Exp2,3401,16,Exp2,OnlineAdaptation,10500.5,10540.5,10615.5,1.7723450042012572,1.0,unmatched_candidate_event,17992.5,18059.166666666668,18184.166666666668
Exp1_to_Exp2,Exp1,Exp2,3401,17,Exp2,OnlineAdaptation,10795.5,10860.5,11195.5,1.9907246150864581,1.0,unmatched_candidate_event,18484.166666666668,18592.5,19150.833333333332
Exp1_to_Exp2,Exp1,Exp2,3401,18,Exp2,OnlineAdaptation,11400.5,11430.5,11475.5,1.429325453952252,1.0,unmatched_candidate_event,19492.5,19542.5,19617.5
Exp1_to_Exp2,Exp1,Exp2,3401,19,Exp2,OnlineAdaptation,11725.5,11750.5,11775.5,0.915261464239885,1.0,unmatched_candidate_event,20034.237995824635,20075.991649269312,20117.74530271399
Exp1_to_Exp2,Exp1,Exp2,3401,20,Exp2,OnlineAdaptation,13205.5,13210.5,13240.5,1.025197221575377,1.0,unmatched_candidate_event,22506.054279749478,22514.405010438415,22564.509394572025
Exp1_to_Exp2,Exp1,Exp2,3401,1,Exp2,DualBranchAdaptation,1500.5,1555.5,1700.5,2.559569595632354,1.0,unmatched_candidate_event,2996.3397137150464,3087.8660119840215,3329.1626165113184
Exp1_to_Exp2,Exp1,Exp2,3401,2,Exp2,DualBranchAdaptation,1810.5,1840.5,1950.5,1.7017880041795588,1.0,unmatched_candidate_event,3512.2152130492677,3562.138648468708,3745.191245006658
Exp1_to_Exp2,Exp1,Exp2,3401,3,Exp2,DualBranchAdaptation,2145.5,2170.5,2180.5,0.9670407802125406,1.0,unmatched_candidate_event,4069.693575233023,4111.296438082556,4127.93758322237
Exp1_to_Exp2,Exp1,Exp2,3401,4,Exp2,DualBranchAdaptation,2700.5,2750.5,2855.5,1.5588007196596925,1.0,unmatched_candidate_event,4993.277130492676,5076.482856191745,5251.214880159787
Exp1_to_Exp2,Exp1,Exp2,3401,5,Exp2,DualBranchAdaptation,3000.5,3080.5,3685.5,3.5707831713892966,1.0,unmatched_candidate_event,5492.511484687084,5625.833333333333,6634.166666666667
Exp1_to_Exp2,Exp1,Exp2,3401,6,Exp2,DualBranchAdaptation,3865.5,3910.5,4285.5,2.6399951070092005,1.0,unmatched_candidate_event,6934.166666666667,7009.166666666667,7634.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,7,Exp2,DualBranchAdaptation,4505.5,4550.5,4590.5,1.3162907057222604,1.0,unmatched_candidate_event,8000.833333333334,8075.833333333334,8142.5
Exp1_to_Exp2,Exp1,Exp2,3401,8,Exp2,DualBranchAdaptation,4940.5,5150.5,5480.5,2.6266381386962108,1.0,unmatched_candidate_event,8725.833333333334,9075.833333333334,9625.833333333332
Exp1_to_Exp2,Exp1,Exp2,3401,9,Exp2,DualBranchAdaptation,5700.5,6075.5,6710.5,3.1018395521513478,0.9852216748768473,unmatched_candidate_event,9992.5,10617.5,11675.833333333334
Exp1_to_Exp2,Exp1,Exp2,3401,10,Exp2,DualBranchAdaptation,6900.5,6955.5,7395.5,4.068000420978051,1.0,unmatched_candidate_event,11992.5,12084.166666666666,12817.5
Exp1_to_Exp2,Exp1,Exp2,3401,11,Exp2,DualBranchAdaptation,7505.5,7510.5,7520.5,0.9762520539035027,1.0,unmatched_candidate_event,13000.833333333334,13009.166666666666,13025.833333333334
Exp1_to_Exp2,Exp1,Exp2,3401,12,Exp2,DualBranchAdaptation,7810.5,7890.5,7900.5,0.9649588277831033,1.0,unmatched_candidate_event,13509.166666666666,13642.5,13659.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,13,Exp2,DualBranchAdaptation,8100.5,8110.5,8210.5,2.7509441122813447,1.0,unmatched_candidate_event,13992.5,14009.166666666666,14175.833333333334
Exp1_to_Exp2,Exp1,Exp2,3401,14,Exp2,DualBranchAdaptation,8400.5,10530.5,12055.5,6.697980194011608,0.994535519125683,unmatched_candidate_event,14492.5,18042.5,20585.386221294364
Exp1_to_Exp2,Exp1,Exp2,3401,15,Exp2,DualBranchAdaptation,12600.5,12630.5,13920.5,5.720973203003946,1.0,unmatched_candidate_event,21495.61586638831,21545.72025052192,23700.208768267225
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,DirectTransfer,650.5,1530.5,4520.5,54.26520762369713,1.0,unmatched_candidate_event,1581.8423768308921,3046.2631491344873,8025.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,2,Exp2,DirectTransfer,5100.5,5170.5,5455.5,16.636855436807245,1.0,unmatched_candidate_event,8992.5,9109.166666666666,9584.166666666666
Exp1_to_Exp2,Exp1,Exp2,3402,3,Exp2,DirectTransfer,5695.5,5760.5,6370.5,24.774056622861185,1.0,unmatched_candidate_event,9984.166666666668,10092.5,11109.166666666666
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,DirectTransfer,6895.5,10540.5,12435.5,108.83009387340196,0.9891794409377818,unmatched_candidate_event,11984.166666666666,18059.166666666668,21220.041753653444
Exp1_to_Exp2,Exp1,Exp2,3402,5,Exp2,DirectTransfer,12565.5,13225.5,13930.5,22.93182394636714,0.9197080291970803,unmatched_candidate_event,21437.160751565763,22539.45720250522,23716.910229645095
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,CalibrationOnly,950.5,950.5,980.5,1.8261399739549318,1.0,unmatched_candidate_event,2081.0767310252995,2081.0767310252995,2131.0001664447404
Exp1_to_Exp2,Exp1,Exp2,3402,2,Exp2,CalibrationOnly,3010.5,3045.5,3375.5,3.0823751363344187,1.0,unmatched_candidate_event,5509.166666666667,5567.5,6117.5
Exp1_to_Exp2,Exp1,Exp2,3402,3,Exp2,CalibrationOnly,3600.5,3610.5,3650.5,2.4545757558553736,1.0,unmatched_candidate_event,6492.5,6509.166666666667,6575.833333333333
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,CalibrationOnly,3895.5,3910.5,3970.5,3.819635452585512,1.0,unmatched_candidate_event,6984.166666666667,7009.166666666667,7109.166666666667
Exp1_to_Exp2,Exp1,Exp2,3402,5,Exp2,CalibrationOnly,4545.5,4550.5,4595.5,1.8703502200989142,1.0,unmatched_candidate_event,8067.5,8075.833333333334,8150.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,6,Exp2,CalibrationOnly,5100.5,5110.5,5270.5,3.744253868205765,1.0,unmatched_candidate_event,8992.5,9009.166666666666,9275.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,7,Exp2,CalibrationOnly,5705.5,5710.5,5730.5,1.9996575481803742,1.0,unmatched_candidate_event,10000.833333333332,10009.166666666668,10042.5
Exp1_to_Exp2,Exp1,Exp2,3402,8,Exp2,CalibrationOnly,6015.5,6080.5,6430.5,2.7146995554996503,1.0,unmatched_candidate_event,10517.5,10625.833333333334,11209.166666666666
Exp1_to_Exp2,Exp1,Exp2,3402,9,Exp2,CalibrationOnly,6905.5,6970.5,7275.5,3.081240038534516,1.0,unmatched_candidate_event,12000.833333333334,12109.166666666666,12617.5
Exp1_to_Exp2,Exp1,Exp2,3402,10,Exp2,CalibrationOnly,7810.5,7810.5,7830.5,1.8156486931137525,1.0,unmatched_candidate_event,13509.166666666666,13509.166666666666,13542.5
Exp1_to_Exp2,Exp1,Exp2,3402,11,Exp2,CalibrationOnly,8700.5,8725.5,8870.5,2.8465759285006107,1.0,unmatched_candidate_event,14992.5,15034.166666666666,15275.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,12,Exp2,CalibrationOnly,9300.5,9310.5,9715.5,4.383836852444676,0.9880952380952381,unmatched_candidate_event,15992.5,16009.166666666666,16684.166666666668
Exp1_to_Exp2,Exp1,Exp2,3402,13,Exp2,CalibrationOnly,9895.5,10530.5,11535.5,8.643127230940753,1.0,unmatched_candidate_event,16984.166666666668,18042.5,19717.5
Exp1_to_Exp2,Exp1,Exp2,3402,14,Exp2,CalibrationOnly,11700.5,11750.5,12015.5,3.6345020454203603,1.0,unmatched_candidate_event,19992.5,20075.991649269312,20518.58037578288
Exp1_to_Exp2,Exp1,Exp2,3402,15,Exp2,CalibrationOnly,12610.5,12625.5,12690.5,2.8052746142778795,1.0,unmatched_candidate_event,21512.31732776618,21537.369519832984,21645.929018789146
Exp1_to_Exp2,Exp1,Exp2,3402,16,Exp2,CalibrationOnly,13085.5,13215.5,13285.5,2.248083574058221,1.0,unmatched_candidate_event,22305.636743215033,22522.75574112735,22639.665970772443
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,OnlineAdaptation,755.5,800.5,870.5,1.496019719138846,1.0,unmatched_candidate_event,1756.5744007989347,1831.4595539280958,1947.947569906791
Exp1_to_Exp2,Exp1,Exp2,3402,2,Exp2,OnlineAdaptation,3005.5,3315.5,3650.5,4.383250913851936,1.0,unmatched_candidate_event,5500.833333333333,6017.5,6575.833333333333
Exp1_to_Exp2,Exp1,Exp2,3402,3,Exp2,OnlineAdaptation,6910.5,6965.5,7190.5,2.0903786178461647,1.0,unmatched_candidate_event,12009.166666666666,12100.833333333334,12475.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,OnlineAdaptation,9910.5,9930.5,9975.5,2.115226830523444,1.0,unmatched_candidate_event,17009.166666666668,17042.5,17117.5
Exp1_to_Exp2,Exp1,Exp2,3402,5,Exp2,OnlineAdaptation,10510.5,10530.5,10575.5,2.574283120408611,1.0,unmatched_candidate_event,18009.166666666668,18042.5,18117.5
Exp1_to_Exp2,Exp1,Exp2,3402,6,Exp2,OnlineAdaptation,10825.5,10830.5,10865.5,1.7731503694165776,1.0,unmatched_candidate_event,18534.166666666668,18542.5,18600.833333333332
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,DualBranchAdaptation,950.5,950.5,980.5,1.8261399739549318,1.0,unmatched_candidate_event,2081.0767310252995,2081.0767310252995,2131.0001664447404
Exp1_to_Exp2,Exp1,Exp2,3402,2,Exp2,DualBranchAdaptation,3010.5,3315.5,3465.5,3.3505580982072396,1.0,unmatched_candidate_event,5509.166666666667,6017.5,6267.5
Exp1_to_Exp2,Exp1,Exp2,3402,3,Exp2,DualBranchAdaptation,3600.5,3610.5,3650.5,2.5540398921356955,1.0,unmatched_candidate_event,6492.5,6509.166666666667,6575.833333333333
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,DualBranchAdaptation,3895.5,3910.5,3970.5,3.819635452585512,1.0,unmatched_candidate_event,6984.166666666667,7009.166666666667,7109.166666666667
Exp1_to_Exp2,Exp1,Exp2,3402,5,Exp2,DualBranchAdaptation,4545.5,4550.5,4595.5,1.8703502200989142,1.0,unmatched_candidate_event,8067.5,8075.833333333334,8150.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,6,Exp2,DualBranchAdaptation,5100.5,5110.5,5270.5,3.744253868205765,1.0,unmatched_candidate_event,8992.5,9009.166666666666,9275.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,7,Exp2,DualBranchAdaptation,5705.5,5710.5,5730.5,1.9996575481803742,1.0,unmatched_candidate_event,10000.833333333332,10009.166666666668,10042.5
Exp1_to_Exp2,Exp1,Exp2,3402,8,Exp2,DualBranchAdaptation,6015.5,6080.5,6430.5,2.7146995554996503,1.0,unmatched_candidate_event,10517.5,10625.833333333334,11209.166666666666
Exp1_to_Exp2,Exp1,Exp2,3402,9,Exp2,DualBranchAdaptation,6905.5,6970.5,7275.5,3.081240038534516,1.0,unmatched_candidate_event,12000.833333333334,12109.166666666666,12617.5
Exp1_to_Exp2,Exp1,Exp2,3402,10,Exp2,DualBranchAdaptation,7810.5,7810.5,7830.5,1.8156486931137525,1.0,unmatched_candidate_event,13509.166666666666,13509.166666666666,13542.5
Exp1_to_Exp2,Exp1,Exp2,3402,11,Exp2,DualBranchAdaptation,8700.5,8725.5,8870.5,2.8465759285006107,1.0,unmatched_candidate_event,14992.5,15034.166666666666,15275.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,12,Exp2,DualBranchAdaptation,9300.5,9310.5,9715.5,4.383836852444676,0.9880952380952381,unmatched_candidate_event,15992.5,16009.166666666666,16684.166666666668
Exp1_to_Exp2,Exp1,Exp2,3402,13,Exp2,DualBranchAdaptation,9895.5,10530.5,11535.5,8.643127230940753,1.0,unmatched_candidate_event,16984.166666666668,18042.5,19717.5
Exp1_to_Exp2,Exp1,Exp2,3402,14,Exp2,DualBranchAdaptation,11700.5,11750.5,12015.5,3.6345020454203603,1.0,unmatched_candidate_event,19992.5,20075.991649269312,20518.58037578288
Exp1_to_Exp2,Exp1,Exp2,3402,15,Exp2,DualBranchAdaptation,12610.5,12625.5,12690.5,2.8052746142778795,1.0,unmatched_candidate_event,21512.31732776618,21537.369519832984,21645.929018789146
Exp1_to_Exp2,Exp1,Exp2,3402,16,Exp2,DualBranchAdaptation,13085.5,13215.5,13285.5,2.248083574058221,1.0,unmatched_candidate_event,22305.636743215033,22522.75574112735,22639.665970772443
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,DirectTransfer,650.5,1830.5,2525.5,23.22548762058173,0.976063829787234,unmatched_candidate_event,1581.8423768308921,3545.4975033288947,4702.057090545939
Exp1_to_Exp2,Exp1,Exp2,3403,2,Exp2,DirectTransfer,3010.5,3050.5,3080.5,6.589248669423952,1.0,unmatched_candidate_event,5509.166666666667,5575.833333333333,5625.833333333333
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,DirectTransfer,3375.5,3405.5,3410.5,3.5771681677167972,1.0,unmatched_candidate_event,6117.5,6167.5,6175.833333333333
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,DirectTransfer,3600.5,3620.5,3675.5,5.4808422931390055,1.0,unmatched_candidate_event,6492.5,6525.833333333333,6617.5
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,DirectTransfer,3900.5,3930.5,4290.5,14.768674990086357,0.7468354430379747,unmatched_candidate_event,6992.5,7042.5,7642.5
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,DirectTransfer,4560.5,4570.5,4580.5,4.217424172675555,1.0,unmatched_candidate_event,8092.5,8109.166666666666,8125.833333333334
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,DirectTransfer,5105.5,5130.5,5215.5,5.859492690578453,0.8695652173913043,unmatched_candidate_event,9000.833333333334,9042.5,9184.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,DirectTransfer,5405.5,5445.5,5480.5,6.528107871514085,1.0,unmatched_candidate_event,9500.833333333334,9567.5,9625.833333333332
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,DirectTransfer,5700.5,5770.5,6015.5,8.403972539714827,1.0,unmatched_candidate_event,9992.5,10109.166666666668,10517.5
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,DirectTransfer,6895.5,6970.5,7855.5,37.70525526214411,1.0,unmatched_candidate_event,11984.166666666666,12109.166666666666,13584.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,11,Exp2,DirectTransfer,8105.5,10530.5,13525.5,67.82809461735809,1.0,unmatched_candidate_event,14000.833333333334,18042.5,23040.501043841337
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,CalibrationOnly,680.5,690.5,705.5,0.9424593183660471,1.0,unmatched_candidate_event,1631.7658122503328,1648.4069573901465,1673.3686750998668
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,CalibrationOnly,1195.5,1210.5,1215.5,1.6324195709103555,1.0,unmatched_candidate_event,2488.7847869507323,2513.746504660453,2522.0670772303592
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,CalibrationOnly,1495.5,1530.5,1535.5,1.6650655220818757,1.0,unmatched_candidate_event,2988.0191411451397,3046.2631491344873,3054.583721704394
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,CalibrationOnly,2120.5,3025.5,3675.5,9.535848860541385,1.0,unmatched_candidate_event,4028.0907123834886,5534.166666666667,6617.5
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,CalibrationOnly,3860.5,3910.5,4270.5,4.456531193159758,0.9397590361445783,unmatched_candidate_event,6925.833333333333,7009.166666666667,7609.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,CalibrationOnly,4500.5,6350.5,6765.5,6.216715764283913,0.973568281938326,unmatched_candidate_event,7992.5,11075.833333333334,11767.5
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,CalibrationOnly,6905.5,6950.5,8075.5,4.081964499621035,0.9404255319148936,unmatched_candidate_event,12000.833333333334,12075.833333333334,13950.833333333334
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,CalibrationOnly,8420.5,9910.5,12475.5,20.24669605415126,0.9679802955665024,unmatched_candidate_event,14525.833333333334,17009.166666666668,21286.84759916493
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,CalibrationOnly,12595.5,12625.5,13935.5,18.264770069501044,1.0,unmatched_candidate_event,21487.265135699374,21537.369519832984,23725.260960334028
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,OnlineAdaptation,2710.5,2710.5,2740.5,1.266502792148279,1.0,unmatched_candidate_event,5009.91827563249,5009.91827563249,5059.84171105193
Exp1_to_Exp2,Exp1,Exp2,3403,2,Exp2,OnlineAdaptation,3000.5,3015.5,3680.5,5.457754256533275,1.0,unmatched_candidate_event,5492.511484687084,5517.5,6625.833333333333
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,OnlineAdaptation,3890.5,3910.5,3915.5,1.6468441126980384,1.0,unmatched_candidate_event,6975.833333333333,7009.166666666667,7017.5
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,OnlineAdaptation,5105.5,5150.5,5280.5,1.5301223181984485,1.0,unmatched_candidate_event,9000.833333333334,9075.833333333334,9292.5
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,OnlineAdaptation,6330.5,6370.5,6375.5,0.9591538935519479,1.0,unmatched_candidate_event,11042.5,11109.166666666666,11117.5
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,OnlineAdaptation,6900.5,6930.5,7830.5,4.231366157042419,0.983957219251337,unmatched_candidate_event,11992.5,12042.5,13542.5
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,OnlineAdaptation,8405.5,8425.5,8470.5,1.4188942862051528,1.0,unmatched_candidate_event,14500.833333333334,14534.166666666666,14609.166666666668
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,OnlineAdaptation,8700.5,9310.5,9785.5,2.7815075672370675,0.8807339449541285,unmatched_candidate_event,14992.5,16009.166666666666,16800.833333333332
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,OnlineAdaptation,9895.5,10525.5,11515.5,5.6474884763503415,1.0,unmatched_candidate_event,16984.166666666668,18034.166666666668,19684.166666666668
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,OnlineAdaptation,11705.5,11760.5,12015.5,1.96108603642376,1.0,unmatched_candidate_event,20000.835073068894,20092.693110647182,20518.58037578288
Exp1_to_Exp2,Exp1,Exp2,3403,11,Exp2,OnlineAdaptation,12610.5,12620.5,12680.5,1.366016901484077,1.0,unmatched_candidate_event,21512.31732776618,21529.01878914405,21629.227557411272
Exp1_to_Exp2,Exp1,Exp2,3403,12,Exp2,OnlineAdaptation,12960.5,13190.5,13285.5,1.988664202548885,1.0,unmatched_candidate_event,22096.86847599165,22481.00208768267,22639.665970772443
Exp1_to_Exp2,Exp1,Exp2,3403,1,Exp2,DualBranchAdaptation,680.5,690.5,705.5,0.9424593183660471,1.0,unmatched_candidate_event,1631.7658122503328,1648.4069573901465,1673.3686750998668
Exp1_to_Exp2,Exp1,Exp2,3403,3,Exp2,DualBranchAdaptation,1195.5,1210.5,1215.5,1.6324195709103555,1.0,unmatched_candidate_event,2488.7847869507323,2513.746504660453,2522.0670772303592
Exp1_to_Exp2,Exp1,Exp2,3403,4,Exp2,DualBranchAdaptation,1495.5,1530.5,1535.5,1.6650655220818757,1.0,unmatched_candidate_event,2988.0191411451397,3046.2631491344873,3054.583721704394
