direction,setting,seed,dataset,from_stage,to_stage,boundary_actual_cycle,boundary_peak_score,boundary_score_percentile,boundary_event_rank
Exp1_to_Exp2,DirectTransfer,3401,Exp2,1,2,5500.0,32.35407606768828,0.8103384157679435,
Exp1_to_Exp2,DirectTransfer,3401,Exp2,2,3,10500.0,28.29786917767193,0.7712904425436965,3.0
Exp1_to_Exp2,DirectTransfer,3401,Exp2,3,4,15000.0,46.738392321349224,0.903309780587579,
Exp1_to_Exp2,DirectTransfer,3401,Exp2,4,5,20000.0,77.43292385681542,0.9791744142804016,
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,1,2,5500.0,3.471571207586251,0.947192264782447,4.0
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,2,3,10500.0,3.1018395521513478,0.929341762737077,5.0
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,3,4,15000.0,5.6282095305345745,0.9940498326515433,6.0
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,4,5,20000.0,3.5981861196010474,0.952026775753068,
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,1,2,5500.0,3.802277753596403,0.9947936035701004,2.0
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,2,3,10500.0,0.9508685669018597,0.7556712532539978,18.0
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,3,4,15000.0,1.8414368826448935,0.9367794719226479,7.0
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,4,5,20000.0,1.429325453952252,0.8958720714020082,13.0
Exp1_to_Exp2,DualBranchAdaptation,3401,Exp2,1,2,5500.0,3.5707831713892966,0.9475641502417256,4.0
Exp1_to_Exp2,DualBranchAdaptation,3401,Exp2,2,3,10500.0,3.1018395521513478,0.9289698772777985,5.0
Exp1_to_Exp2,DualBranchAdaptation,3401,Exp2,3,4,15000.0,5.6282095305345745,0.9940498326515433,6.0
Exp1_to_Exp2,DualBranchAdaptation,3401,Exp2,4,5,20000.0,3.5981861196010474,0.9501673484566754,
Exp1_to_Exp2,TargetSupervisedReference,3401,Exp2,1,2,5500.0,2.455807828191055,0.9297136481963555,9.0
Exp1_to_Exp2,TargetSupervisedReference,3401,Exp2,2,3,10500.0,2.898580545749106,0.9620676831535887,6.0
Exp1_to_Exp2,TargetSupervisedReference,3401,Exp2,3,4,15000.0,2.7243521172853544,0.9523986612123466,8.0
Exp1_to_Exp2,TargetSupervisedReference,3401,Exp2,4,5,20000.0,3.6286885209569855,0.9847526961695797,12.0
Exp1_to_Exp2,DirectTransfer,3402,Exp2,1,2,5500.0,24.51714781352775,0.7233172182967645,
Exp1_to_Exp2,DirectTransfer,3402,Exp2,2,3,10500.0,24.774056622861185,0.7292673856452213,3.0
Exp1_to_Exp2,DirectTransfer,3402,Exp2,3,4,15000.0,43.48726678419471,0.8962439568612868,
Exp1_to_Exp2,DirectTransfer,3402,Exp2,4,5,20000.0,71.3864211889686,0.9795462997396802,
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,1,2,5500.0,3.0823751363344187,0.9572331721829677,6.0
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,2,3,10500.0,2.7146995554996503,0.9233915953886203,10.0
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,3,4,15000.0,2.8465759285006107,0.9386388992190405,8.0
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,4,5,20000.0,5.171709078345543,0.9899590925994793,5.0
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,1,2,5500.0,4.383250913851936,1.0,1.0
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,2,3,10500.0,0.6820180810496236,0.7698029007065824,
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,3,4,15000.0,0.9603453353305365,0.8657493492004462,
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,4,5,20000.0,1.3620529317707792,0.9059129788025289,
Exp1_to_Exp2,DualBranchAdaptation,3402,Exp2,1,2,5500.0,3.3505580982072396,0.9624395686128673,6.0
Exp1_to_Exp2,DualBranchAdaptation,3402,Exp2,2,3,10500.0,2.7146995554996503,0.921160282632949,10.0
Exp1_to_Exp2,DualBranchAdaptation,3402,Exp2,3,4,15000.0,2.8465759285006107,0.9371513573819263,8.0
Exp1_to_Exp2,DualBranchAdaptation,3402,Exp2,4,5,20000.0,5.171709078345543,0.9899590925994793,5.0
Exp1_to_Exp2,TargetSupervisedReference,3402,Exp2,1,2,5500.0,0.9349123530638338,0.7303830420230569,
Exp1_to_Exp2,TargetSupervisedReference,3402,Exp2,2,3,10500.0,1.916214884906807,0.9170695425808851,9.0
Exp1_to_Exp2,TargetSupervisedReference,3402,Exp2,3,4,15000.0,1.7921078351835766,0.9036816660468575,12.0
Exp1_to_Exp2,TargetSupervisedReference,3402,Exp2,4,5,20000.0,3.061789084201768,0.969133506879881,5.0
Exp1_to_Exp2,DirectTransfer,3403,Exp2,1,2,5500.0,6.589248669423952,0.5269616957976944,6.0
