direction_id,baseline,Stage5_AUROC,Stage5_AUPRC,Stage45_AUROC,Stage45_AUPRC,Ordinal_MAE,ordinal_macro_F1,risk_stage_spearman,Stage5_recall,Stage1to2_false_high_rate,ECE,Brier,mean_posterior_entropy,mean_confidence,exact_Stage5_recall,LateState_recall,stable_stage5_detection_cycle,lead_lag_cycles,Stage1to2_false_alarm_rate,mean_boundary_MAE,missed_transition_count,extra_transition_count,early_false_transition_count
Exp1_to_Exp2,TIME_ONLY_FIVE_SEGMENTS,0.982242190842961,0.6698476393240093,0.9308333333333333,0.6698476393240093,0.08235711750088746,0.9174883061555912,0.9813147098334739,1.0,0.0,0.029463968761093372,0.029463968761093362,0.0,1.0,1.0,1.0,11325.5,370.0,0.0,290.0,0,0,4
Exp2_to_Exp1,TIME_ONLY_FIVE_SEGMENTS,0.914506593906321,0.8675195023508525,0.914506593906321,0.9311980490263135,0.1489851892484915,0.8514573558550225,0.9638868470459993,1.0,0.0,0.041250685682940214,0.04125068568294021,0.0,1.0,0.8290131878126421,1.0,36515.5,-1925.0,0.0,1697.5,0,0,2
