stage,support,level_radius,trajectory_radius,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,trajectory_1,trajectory_2,trajectory_3,trajectory_4,trajectory_5,trajectory_6,trajectory_7,trajectory_8,trajectory_9,trajectory_10,trajectory_11,trajectory_12,trajectory_13,trajectory_14,trajectory_15,trajectory_16,trajectory_17,trajectory_18,trajectory_19,trajectory_20,trajectory_21,trajectory_22,trajectory_23,trajectory_24,trajectory_25,trajectory_26,trajectory_27,trajectory_28,trajectory_29,trajectory_30,trajectory_31,trajectory_32,trajectory_33,trajectory_34,trajectory_35,trajectory_36,trajectory_37,trajectory_38,trajectory_39,trajectory_40,trajectory_41,trajectory_42,trajectory_43,trajectory_44,trajectory_45,trajectory_46,trajectory_47,trajectory_48,direction_id,ablation
5,300,0.05588122457265854,0.06194373592734337,-0.10800659,-0.33343005,-0.15878612,-0.41672823,-0.1638897,-0.45923823,-0.14934902,0.35291055,0.052108034,-0.38851136,0.15043409,-0.27597168,-0.01797991,-0.17437533,0.054015458,0.07921146,-0.10800659,-0.33343005,-0.15878612,-0.41672823,-0.1638897,-0.45923823,-0.14934902,0.35291055,0.052108034,-0.38851136,0.15043409,-0.27597168,-0.01797991,-0.17437533,0.054015458,0.07921146,-0.0005541826,0.0002109545,0.0008965722,-0.0004955198,-0.00054861384,-0.00037673413,0.0002758817,-0.00094625563,-0.00030604703,0.00031080405,0.0006742868,0.00015036449,-0.0010113311,-0.0011910831,0.0008055126,-0.0004258976,-0.00015400516,-0.00035434886,0.00042128464,-0.00034790242,-0.00016370378,-6.118909e-05,0.00017021084,-0.00057804893,0.00013625737,0.00024122572,0.00021110562,-5.4353128e-05,-0.0003504794,-0.00082329195,0.00025065235,-0.0006799881,Exp2_to_Exp1,A3_ORDERED_LEVEL_ONLY
1,0,0.3635112941265106,0.3888874053955078,-0.07932129,-0.35360298,-0.21997292,-0.39869213,-0.11754641,-0.4341432,-0.19370937,0.3495677,0.067234084,-0.3895208,0.128399,-0.24124637,-0.04196191,-0.17511398,0.05151177,0.032787133,-0.07932129,-0.35360298,-0.21997292,-0.39869213,-0.11754641,-0.4341432,-0.19370937,0.3495677,0.067234084,-0.3895208,0.128399,-0.24124637,-0.04196191,-0.17511398,0.05151177,0.032787133,0.0008734327,0.001988211,0.0010229726,-0.0013063693,-0.0003029735,8.122573e-05,0.00072189927,0.0002322163,0.00037362293,0.00043150008,-0.0011342942,-0.0010073592,0.0017051708,0.0001065324,-0.0012690126,-0.00046233772,0.00037378227,0.00083944097,0.0015535675,-0.0017884647,-0.00012633063,0.0011901094,-0.0015361062,0.0006492806,0.0016375617,0.0030186812,-0.0022401297,-0.0004533683,0.003662443,-0.0007187424,-0.002339347,-0.0023170626,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
2,0,1.0898007154464722,1.1163052320480347,0.10229,-0.17643018,-0.20667975,-0.3247885,0.052343454,-0.24891748,-0.2604678,0.32499728,0.034371696,-0.20279343,-0.11271569,-0.07306863,0.120864235,0.06366907,-0.097558945,-0.095319964,0.10229,-0.17643018,-0.20667975,-0.3247885,0.052343454,-0.24891748,-0.2604678,0.32499728,0.034371696,-0.20279343,-0.11271569,-0.07306863,0.120864235,0.06366907,-0.097558945,-0.095319964,-0.0014684328,-0.0001739134,0.0036139581,-0.001319097,-0.0035352698,-0.001492344,-0.0023955733,0.0006823077,-0.0032191598,0.0017678128,0.0030035065,-0.003093966,-0.0020330676,-0.00014263262,0.003598974,0.0017930443,-0.0029568837,0.0021434485,0.007329561,-0.002221367,-0.0045118365,0.0024537297,-0.00071013207,-0.00026810463,-0.0022440373,0.0040616686,0.0037576917,-0.0076984735,-0.00012911267,-0.0009749014,0.0062023443,0.0038896147,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
3,0,0.7912195920944214,0.8432603478431702,-0.01003097,-0.31482923,-0.25067785,-0.40883738,-0.08270586,-0.38407087,-0.25188136,0.35701087,0.061535753,-0.3467604,0.01444641,-0.19053918,0.0100448495,-0.11966672,0.0048228838,0.0142089315,-0.01003097,-0.31482923,-0.25067785,-0.40883738,-0.08270586,-0.38407087,-0.25188136,0.35701087,0.061535753,-0.3467604,0.01444641,-0.19053918,0.0100448495,-0.11966672,0.0048228838,0.0142089315,-0.0019160021,0.0021742457,-0.0017208208,-0.0019043807,-0.0026246195,-0.0012473185,0.0026015379,-0.00031178887,-0.0010551244,-0.0022566565,0.002994094,-0.0030768164,-0.0019786563,-0.00034157917,-0.00024689274,0.0012352237,-0.0019523927,-0.0015373972,-0.005164491,-0.0012325336,-0.0020607086,-0.0012609217,-0.00056568725,0.0013723479,0.0021790657,-0.001748412,0.0010543115,-0.0087639615,-0.0012089827,-0.0049120737,0.0038807204,0.002233715,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
4,0,0.9797643423080444,1.052718997001648,0.28137952,0.094381735,-0.13614075,-0.077906944,0.19286406,0.20825669,-0.29523572,0.09838491,-0.012413431,0.20799835,-0.4199272,0.20234655,0.22820225,0.24537458,-0.19221173,-0.25283712,0.28137952,0.094381735,-0.13614075,-0.077906944,0.19286406,0.20825669,-0.29523572,0.09838491,-0.012413431,0.20799835,-0.4199272,0.20234655,0.22820225,0.24537458,-0.19221173,-0.25283712,-0.00058736413,-0.0025243242,0.0008871959,-0.0032161088,-0.0027413263,-0.002297289,0.004988244,0.0005585225,-0.002968766,-0.004173582,0.004827243,-0.0063149417,0.0018597705,0.00060069596,-0.0010633421,0.0017727462,0.0011037943,0.003401476,0.0066665453,-0.0040740883,-0.0012502582,0.003415704,0.008742425,-0.001880961,-0.0035550655,-0.0016521339,0.005203314,-0.0064523946,0.0055310866,0.004743133,-0.00019797607,0.002638208,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
5,300,0.0500972755253315,0.05729043856263161,-0.10962688,-0.3317458,-0.16326065,-0.41139224,-0.16152993,-0.4624854,-0.14853898,0.3542765,0.048316948,-0.3957971,0.1535219,-0.26762852,-0.02438105,-0.17086354,0.053709388,0.08042083,-0.10962688,-0.3317458,-0.16326065,-0.41139224,-0.16152993,-0.4624854,-0.14853898,0.3542765,0.048316948,-0.3957971,0.1535219,-0.26762852,-0.02438105,-0.17086354,0.053709388,0.08042083,-0.00066489686,-0.00041931972,0.00056726416,-0.00060961896,-0.00025067807,0.00030199974,-0.00046658257,-0.00086791354,0.0003652088,0.0006774184,0.0004215017,0.00014393732,-0.00084450305,-0.0017125525,0.00033084894,-0.00048831914,-0.00066134136,-0.00011451105,-1.952817e-05,-0.00017715784,0.00014550032,-7.070239e-05,-0.00016915596,-0.0004920532,0.00019310355,0.00020911112,0.00039288498,0.00043685475,-0.00070644834,-0.00085345807,-6.311398e-05,-0.00036530112,Exp2_to_Exp1,A4_ORDERED_LEVEL_TRAJECTORY
1,0,0.3635112941265106,0.3888874053955078,-0.07932129,-0.35360298,-0.21997292,-0.39869213,-0.11754641,-0.4341432,-0.19370937,0.3495677,0.067234084,-0.3895208,0.128399,-0.24124637,-0.04196191,-0.17511398,0.05151177,0.032787133,-0.07932129,-0.35360298,-0.21997292,-0.39869213,-0.11754641,-0.4341432,-0.19370937,0.3495677,0.067234084,-0.3895208,0.128399,-0.24124637,-0.04196191,-0.17511398,0.05151177,0.032787133,0.0008734327,0.001988211,0.0010229726,-0.0013063693,-0.0003029735,8.122573e-05,0.00072189927,0.0002322163,0.00037362293,0.00043150008,-0.0011342942,-0.0010073592,0.0017051708,0.0001065324,-0.0012690126,-0.00046233772,0.00037378227,0.00083944097,0.0015535675,-0.0017884647,-0.00012633063,0.0011901094,-0.0015361062,0.0006492806,0.0016375617,0.0030186812,-0.0022401297,-0.0004533683,0.003662443,-0.0007187424,-0.002339347,-0.0023170626,Exp2_to_Exp1,A5_ROBUST_MEMORY_DISCOVERY
2,0,1.0898007154464722,1.1163052320480347,0.10229,-0.17643018,-0.20667975,-0.3247885,0.052343454,-0.24891748,-0.2604678,0.32499728,0.034371696,-0.20279343,-0.11271569,-0.07306863,0.120864235,0.06366907,-0.097558945,-0.095319964,0.10229,-0.17643018,-0.20667975,-0.3247885,0.052343454,-0.24891748,-0.2604678,0.32499728,0.034371696,-0.20279343,-0.11271569,-0.07306863,0.120864235,0.06366907,-0.097558945,-0.095319964,-0.0014684328,-0.0001739134,0.0036139581,-0.001319097,-0.0035352698,-0.001492344,-0.0023955733,0.0006823077,-0.0032191598,0.0017678128,0.0030035065,-0.003093966,-0.0020330676,-0.00014263262,0.003598974,0.0017930443,-0.0029568837,0.0021434485,0.007329561,-0.002221367,-0.0045118365,0.0024537297,-0.00071013207,-0.00026810463,-0.0022440373,0.0040616686,0.0037576917,-0.0076984735,-0.00012911267,-0.0009749014,0.0062023443,0.0038896147,Exp2_to_Exp1,A5_ROBUST_MEMORY_DISCOVERY
3,0,0.7912195920944214,0.8432603478431702,-0.01003097,-0.31482923,-0.25067785,-0.40883738,-0.08270586,-0.38407087,-0.25188136,0.35701087,0.061535753,-0.3467604,0.01444641,-0.19053918,0.0100448495,-0.11966672,0.0048228838,0.0142089315,-0.01003097,-0.31482923,-0.25067785,-0.40883738,-0.08270586,-0.38407087,-0.25188136,0.35701087,0.061535753,-0.3467604,0.01444641,-0.19053918,0.0100448495,-0.11966672,0.0048228838,0.0142089315,-0.0019160021,0.0021742457,-0.0017208208,-0.0019043807,-0.0026246195,-0.0012473185,0.0026015379,-0.00031178887,-0.0010551244,-0.0022566565,0.002994094,-0.0030768164,-0.0019786563,-0.00034157917,-0.00024689274,0.0012352237,-0.0019523927,-0.0015373972,-0.005164491,-0.0012325336,-0.0020607086,-0.0012609217,-0.00056568725,0.0013723479,0.0021790657,-0.001748412,0.0010543115,-0.0087639615,-0.0012089827,-0.0049120737,0.0038807204,0.002233715,Exp2_to_Exp1,A5_ROBUST_MEMORY_DISCOVERY
4,0,0.9797643423080444,1.052718997001648,0.28137952,0.094381735,-0.13614075,-0.077906944,0.19286406,0.20825669,-0.29523572,0.09838491,-0.012413431,0.20799835,-0.4199272,0.20234655,0.22820225,0.24537458,-0.19221173,-0.25283712,0.28137952,0.094381735,-0.13614075,-0.077906944,0.19286406,0.20825669,-0.29523572,0.09838491,-0.012413431,0.20799835,-0.4199272,0.20234655,0.22820225,0.24537458,-0.19221173,-0.25283712,-0.00058736413,-0.0025243242,0.0008871959,-0.0032161088,-0.0027413263,-0.002297289,0.004988244,0.0005585225,-0.002968766,-0.004173582,0.004827243,-0.0063149417,0.0018597705,0.00060069596,-0.0010633421,0.0017727462,0.0011037943,0.003401476,0.0066665453,-0.0040740883,-0.0012502582,0.003415704,0.008742425,-0.001880961,-0.0035550655,-0.0016521339,0.005203314,-0.0064523946,0.0055310866,0.004743133,-0.00019797607,0.002638208,Exp2_to_Exp1,A5_ROBUST_MEMORY_DISCOVERY
5,300,0.04795128479599953,0.054942190647125244,-0.110126875,-0.33038664,-0.16364412,-0.41005206,-0.16093612,-0.4638409,-0.14792769,0.35472667,0.046967566,-0.3983416,0.1541528,-0.2661905,-0.025831046,-0.16859284,0.053884033,0.08187011,-0.110126875,-0.33038664,-0.16364412,-0.41005206,-0.16093612,-0.4638409,-0.14792769,0.35472667,0.046967566,-0.3983416,0.1541528,-0.2661905,-0.025831046,-0.16859284,0.053884033,0.08187011,-0.0008354341,-0.00026757733,0.00067837455,-0.0006343548,-0.00021796003,0.00022477839,-0.00032910443,-0.0008919866,0.0002229432,0.0005272525,0.00039753533,-1.754173e-05,-0.0012436665,-0.0015472547,0.0003476159,-0.0001412443,-0.0010235193,0.0002451001,-2.0629084e-05,-0.00016576039,0.0003153038,-0.00021590454,-0.0001377331,-0.00041898957,7.0424554e-05,9.61997e-05,0.0004730339,0.00047546998,-0.0010127974,-0.0005192124,-7.8480494e-05,8.1537066e-05,Exp2_to_Exp1,A5_ROBUST_MEMORY_DISCOVERY
1,0,0.3635112941265106,0.3888874053955078,-0.07932129,-0.35360298,-0.21997292,-0.39869213,-0.11754641,-0.4341432,-0.19370937,0.3495677,0.067234084,-0.3895208,0.128399,-0.24124637,-0.04196191,-0.17511398,0.05151177,0.032787133,-0.07932129,-0.35360298,-0.21997292,-0.39869213,-0.11754641,-0.4341432,-0.19370937,0.3495677,0.067234084,-0.3895208,0.128399,-0.24124637,-0.04196191,-0.17511398,0.05151177,0.032787133,0.0008734327,0.001988211,0.0010229726,-0.0013063693,-0.0003029735,8.122573e-05,0.00072189927,0.0002322163,0.00037362293,0.00043150008,-0.0011342942,-0.0010073592,0.0017051708,0.0001065324,-0.0012690126,-0.00046233772,0.00037378227,0.00083944097,0.0015535675,-0.0017884647,-0.00012633063,0.0011901094,-0.0015361062,0.0006492806,0.0016375617,0.0030186812,-0.0022401297,-0.0004533683,0.003662443,-0.0007187424,-0.002339347,-0.0023170626,Exp2_to_Exp1,A6_ANCHOR_FUSION
2,0,1.0898007154464722,1.1163052320480347,0.10229,-0.17643018,-0.20667975,-0.3247885,0.052343454,-0.24891748,-0.2604678,0.32499728,0.034371696,-0.20279343,-0.11271569,-0.07306863,0.120864235,0.06366907,-0.097558945,-0.095319964,0.10229,-0.17643018,-0.20667975,-0.3247885,0.052343454,-0.24891748,-0.2604678,0.32499728,0.034371696,-0.20279343,-0.11271569,-0.07306863,0.120864235,0.06366907,-0.097558945,-0.095319964,-0.0014684328,-0.0001739134,0.0036139581,-0.001319097,-0.0035352698,-0.001492344,-0.0023955733,0.0006823077,-0.0032191598,0.0017678128,0.0030035065,-0.003093966,-0.0020330676,-0.00014263262,0.003598974,0.0017930443,-0.0029568837,0.0021434485,0.007329561,-0.002221367,-0.0045118365,0.0024537297,-0.00071013207,-0.00026810463,-0.0022440373,0.0040616686,0.0037576917,-0.0076984735,-0.00012911267,-0.0009749014,0.0062023443,0.0038896147,Exp2_to_Exp1,A6_ANCHOR_FUSION
3,0,0.7912195920944214,0.8432603478431702,-0.01003097,-0.31482923,-0.25067785,-0.40883738,-0.08270586,-0.38407087,-0.25188136,0.35701087,0.061535753,-0.3467604,0.01444641,-0.19053918,0.0100448495,-0.11966672,0.0048228838,0.0142089315,-0.01003097,-0.31482923,-0.25067785,-0.40883738,-0.08270586,-0.38407087,-0.25188136,0.35701087,0.061535753,-0.3467604,0.01444641,-0.19053918,0.0100448495,-0.11966672,0.0048228838,0.0142089315,-0.0019160021,0.0021742457,-0.0017208208,-0.0019043807,-0.0026246195,-0.0012473185,0.0026015379,-0.00031178887,-0.0010551244,-0.0022566565,0.002994094,-0.0030768164,-0.0019786563,-0.00034157917,-0.00024689274,0.0012352237,-0.0019523927,-0.0015373972,-0.005164491,-0.0012325336,-0.0020607086,-0.0012609217,-0.00056568725,0.0013723479,0.0021790657,-0.001748412,0.0010543115,-0.0087639615,-0.0012089827,-0.0049120737,0.0038807204,0.002233715,Exp2_to_Exp1,A6_ANCHOR_FUSION
4,0,0.9797643423080444,1.052718997001648,0.28137952,0.094381735,-0.13614075,-0.077906944,0.19286406,0.20825669,-0.29523572,0.09838491,-0.012413431,0.20799835,-0.4199272,0.20234655,0.22820225,0.24537458,-0.19221173,-0.25283712,0.28137952,0.094381735,-0.13614075,-0.077906944,0.19286406,0.20825669,-0.29523572,0.09838491,-0.012413431,0.20799835,-0.4199272,0.20234655,0.22820225,0.24537458,-0.19221173,-0.25283712,-0.00058736413,-0.0025243242,0.0008871959,-0.0032161088,-0.0027413263,-0.002297289,0.004988244,0.0005585225,-0.002968766,-0.004173582,0.004827243,-0.0063149417,0.0018597705,0.00060069596,-0.0010633421,0.0017727462,0.0011037943,0.003401476,0.0066665453,-0.0040740883,-0.0012502582,0.003415704,0.008742425,-0.001880961,-0.0035550655,-0.0016521339,0.005203314,-0.0064523946,0.0055310866,0.004743133,-0.00019797607,0.002638208,Exp2_to_Exp1,A6_ANCHOR_FUSION
5,300,0.04795128479599953,0.054942190647125244,-0.110126875,-0.33038664,-0.16364412,-0.41005206,-0.16093612,-0.4638409,-0.14792769,0.35472667,0.046967566,-0.3983416,0.1541528,-0.2661905,-0.025831046,-0.16859284,0.053884033,0.08187011,-0.110126875,-0.33038664,-0.16364412,-0.41005206,-0.16093612,-0.4638409,-0.14792769,0.35472667,0.046967566,-0.3983416,0.1541528,-0.2661905,-0.025831046,-0.16859284,0.053884033,0.08187011,-0.0008354341,-0.00026757733,0.00067837455,-0.0006343548,-0.00021796003,0.00022477839,-0.00032910443,-0.0008919866,0.0002229432,0.0005272525,0.00039753533,-1.754173e-05,-0.0012436665,-0.0015472547,0.0003476159,-0.0001412443,-0.0010235193,0.0002451001,-2.0629084e-05,-0.00016576039,0.0003153038,-0.00021590454,-0.0001377331,-0.00041898957,7.0424554e-05,9.61997e-05,0.0004730339,0.00047546998,-0.0010127974,-0.0005192124,-7.8480494e-05,8.1537066e-05,Exp2_to_Exp1,A6_ANCHOR_FUSION
