direction_id,order,discovered_states,Stage5_AUROC,Stage5_AUPRC,Stage45_AUROC,Stage45_AUPRC,Ordinal_MAE,ordinal_macro_F1,risk_stage_spearman,Stage5_recall,Stage1to2_false_high_rate,ECE,Brier,mean_posterior_entropy,mean_confidence,exact_Stage5_recall,LateState_recall,stable_stage5_detection_cycle,lead_lag_cycles,Stage1to2_false_alarm_rate,mean_boundary_MAE,missed_transition_count,extra_transition_count,early_false_transition_count
Exp1_to_Exp2,shuffled,4,0.5,0.1693485062784456,0.471859375,0.4244044224312423,1.3535676251331203,0.14558426773553984,-0.034773110968696036,0.2125,0.2096908939014202,0.10234628248978273,0.1549691497974392,1.2683336257413313,0.4747102011293364,0.0,0.2125,12715.5,-1020.0,1.0,5910.0,2,0,1
Exp2_to_Exp1,shuffled,5,0.4778982625521722,0.23778555374673288,0.5754138513740781,0.6424562957258924,1.3879319802523313,0.207186512404611,0.029413572682167807,0.09367894497498863,0.14593698175787728,0.174112570596251,0.2190618958707401,1.270443711725397,0.4773818258397803,0.04229195088676671,0.09367894497498863,28825.5,5765.0,0.6607438995498697,12397.5,2,0,1
