direction,source_dataset,target_dataset,seed,event_id,dataset,setting,start_cycle,peak_cycle,end_cycle,peak_score,short_score,medium_score,long_score,source_probability,adapter_frozen_fraction,event_status,start_actual_cycle,peak_actual_cycle,end_actual_cycle
Exp1_to_Exp2,Exp1,Exp2,3401,10,Exp2,CalibrationOnly,6895.5,6955.5,7405.5,3.9971327345171876,2.2567255959379238,2.174042852703596,1.4301424760345882,0.34413936734199524,1.0,unmatched_candidate_event,11984.166666666666,12084.166666666666,12834.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,11,Exp2,CalibrationOnly,7500.5,7510.5,7630.5,0.9586324751103061,0.5053628145281359,0.31300032238929854,1.538382044749015,0.39596298336982727,0.6666666666666666,unmatched_candidate_event,12992.5,13009.166666666666,13209.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,12,Exp2,CalibrationOnly,7800.5,7890.5,7950.5,1.0404066513386327,0.7266260294255493,0.5231359011586244,0.5818538844907573,0.4609302580356598,1.0,unmatched_candidate_event,13492.5,13642.5,13742.5
Exp1_to_Exp2,Exp1,Exp2,3401,13,Exp2,CalibrationOnly,8095.5,8110.5,8285.5,2.915608349855692,1.710956596967738,1.3495581074950307,1.2034727163380912,0.3555085361003876,1.0,unmatched_candidate_event,13984.166666666666,14009.166666666666,14300.833333333334
Exp1_to_Exp2,Exp1,Exp2,3401,14,Exp2,CalibrationOnly,8395.5,10530.5,12125.5,6.9997843857171835,3.5015236072465323,3.3261726045390114,3.295411131616671,0.065927654504776,0.9933065595716198,unmatched_candidate_event,14484.166666666666,18042.5,20702.29645093946
Exp1_to_Exp2,Exp1,Exp2,3401,15,Exp2,CalibrationOnly,12600.5,12630.5,13935.5,5.977314236702118,2.8822653446433524,2.884961345098833,2.853542017605061,0.11081055551767349,1.0,unmatched_candidate_event,21495.61586638831,21545.72025052192,23725.260960334028
Exp1_to_Exp2,Exp1,Exp2,3401,1,Exp2,OnlineAdaptation,905.5,950.5,1010.5,1.378475684668614,1.2713577292025413,1.33647177777046,0.7974640239713817,0.41861844062805176,1.0,unmatched_candidate_event,2006.1915778961384,2081.0767310252995,2180.9236018641814
Exp1_to_Exp2,Exp1,Exp2,3401,2,Exp2,OnlineAdaptation,1230.5,1250.5,1290.5,0.7226137663861514,0.620305684086561,1.1393239245831417,0.15186353520388862,0.501589298248291,0.9230769230769231,unmatched_candidate_event,2547.02879494008,2580.311085219707,2646.8756657789613
Exp1_to_Exp2,Exp1,Exp2,3401,3,Exp2,OnlineAdaptation,1500.5,1525.5,2230.5,3.237640724970018,2.5530424927290936,2.228669368658803,2.4082816602709807,0.33297809958457947,0.9523809523809523,unmatched_candidate_event,2996.3397137150464,3037.9425765645806,4211.143308921438
Exp1_to_Exp2,Exp1,Exp2,3401,4,Exp2,OnlineAdaptation,2405.5,2450.5,2480.5,0.9547876335780783,0.8106226843394696,0.9161806404534946,0.4595698979204814,0.42558830976486206,1.0,unmatched_candidate_event,4502.363348868175,4577.248501997337,4627.171937416778
Exp1_to_Exp2,Exp1,Exp2,3401,5,Exp2,OnlineAdaptation,2700.5,3080.5,3470.5,3.327261377855658,2.247063274515694,1.9094610487688004,2.7400046657742996,0.24376492202281952,1.0,unmatched_candidate_event,4993.277130492676,5625.833333333333,6275.833333333333
Exp1_to_Exp2,Exp1,Exp2,3401,6,Exp2,OnlineAdaptation,3580.5,3670.5,3680.5,1.26582254314663,1.200945669099362,0.36355794183134693,1.6418579054627447,0.17228198051452637,0.9047619047619048,unmatched_candidate_event,6459.166666666667,6609.166666666667,6625.833333333333
Exp1_to_Exp2,Exp1,Exp2,3401,7,Exp2,OnlineAdaptation,3905.5,3980.5,4280.5,1.4098606239099447,1.1200803505005805,1.6526684301460828,1.3826962208529008,0.21812963485717773,0.9736842105263158,unmatched_candidate_event,7000.833333333333,7125.833333333333,7625.833333333334
Exp1_to_Exp2,Exp1,Exp2,3401,8,Exp2,OnlineAdaptation,4515.5,4545.5,4630.5,0.6775836785254372,0.4184713622197144,0.6121174809321304,2.151813051763374,0.34054630994796753,0.75,unmatched_candidate_event,8017.5,8067.5,8209.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,9,Exp2,OnlineAdaptation,5105.5,5165.5,5175.5,0.9348803830496453,0.9802851315825499,0.596476214931504,0.5795371419288372,0.37308210134506226,1.0,unmatched_candidate_event,9000.833333333334,9100.833333333334,9117.5
Exp1_to_Exp2,Exp1,Exp2,3401,10,Exp2,OnlineAdaptation,6900.5,6950.5,7290.5,2.9052944137858407,1.9384999646474415,1.9444837399050703,1.9359308845092147,0.3881673216819763,1.0,unmatched_candidate_event,11992.5,12075.833333333334,12642.5
Exp1_to_Exp2,Exp1,Exp2,3401,11,Exp2,OnlineAdaptation,7810.5,7830.5,7840.5,0.8611813773692333,0.41079480223007725,0.7771381541351787,1.4794520155601172,0.5005511045455933,1.0,unmatched_candidate_event,13509.166666666666,13542.5,13559.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,12,Exp2,OnlineAdaptation,8105.5,8110.5,8170.5,0.7758186535655394,0.6555696846925121,0.3813450051917031,0.2707692287111854,0.463174968957901,1.0,unmatched_candidate_event,14000.833333333334,14009.166666666666,14109.166666666666
Exp1_to_Exp2,Exp1,Exp2,3401,13,Exp2,OnlineAdaptation,8410.5,8465.5,8475.5,0.7019300318522192,0.5505844578712412,0.3254693707378854,0.8042251769081186,0.4441349506378174,0.7857142857142857,unmatched_candidate_event,14509.166666666666,14600.833333333332,14617.5
Exp1_to_Exp2,Exp1,Exp2,3401,14,Exp2,OnlineAdaptation,8705.5,8710.5,8765.5,0.9793767545167681,0.6075432513834996,0.7677169363451964,1.0220277302167888,0.4102625846862793,1.0,unmatched_candidate_event,15000.833333333334,15009.166666666666,15100.833333333334
Exp1_to_Exp2,Exp1,Exp2,3401,15,Exp2,OnlineAdaptation,9310.5,9330.5,9380.5,0.8149608057761378,0.6276568054015592,0.6259272676826805,0.6617452471806665,0.4201170802116394,1.0,unmatched_candidate_event,16009.166666666666,16042.5,16125.833333333334
Exp1_to_Exp2,Exp1,Exp2,3401,16,Exp2,OnlineAdaptation,9600.5,9650.5,9780.5,1.7618695972374656,1.1595107493124843,1.1328495153763658,0.9095121232072856,0.40952134132385254,1.0,unmatched_candidate_event,16492.5,16575.833333333332,16792.5
Exp1_to_Exp2,Exp1,Exp2,3401,17,Exp2,OnlineAdaptation,9905.5,9935.5,10015.5,1.2228515755325076,0.780496163722549,1.0281580001370474,0.7668426062970887,0.39257195591926575,1.0,unmatched_candidate_event,17000.833333333332,17050.833333333332,17184.166666666668
Exp1_to_Exp2,Exp1,Exp2,3401,18,Exp2,OnlineAdaptation,10195.5,10270.5,10290.5,1.1750898637860927,0.7975994688148038,0.8650885508168523,0.6665406455809195,0.4422152638435364,1.0,unmatched_candidate_event,17484.166666666668,17609.166666666668,17642.5
Exp1_to_Exp2,Exp1,Exp2,3401,19,Exp2,OnlineAdaptation,10500.5,10570.5,10595.5,1.0612763949349207,0.7088504597117115,0.882628295294258,0.3911266077484992,0.4156704246997833,1.0,unmatched_candidate_event,17992.5,18109.166666666668,18150.833333333332
Exp1_to_Exp2,Exp1,Exp2,3401,20,Exp2,OnlineAdaptation,10800.5,10860.5,10965.5,1.2199708324903074,0.8120088338399121,0.8698711385846624,0.5986057005692883,0.47004935145378113,1.0,unmatched_candidate_event,18492.5,18592.5,18767.5
Exp1_to_Exp2,Exp1,Exp2,3401,21,Exp2,OnlineAdaptation,11100.5,11170.5,11180.5,0.880347242318776,0.5743989253064073,0.6326283504441217,0.7349556383424635,0.466925710439682,1.0,unmatched_candidate_event,18992.5,19109.166666666668,19125.833333333332
Exp1_to_Exp2,Exp1,Exp2,3401,22,Exp2,OnlineAdaptation,11400.5,11425.5,11475.5,0.9756857169558095,0.5618618849193194,0.4563425083362971,0.9849838216147933,0.4983556270599365,1.0,unmatched_candidate_event,19492.5,19534.166666666668,19617.5
Exp1_to_Exp2,Exp1,Exp2,3401,23,Exp2,OnlineAdaptation,11720.5,11760.5,11775.5,0.6304359514549649,0.45235602330790464,0.34512476767185585,0.5185403492307924,0.4812423586845398,1.0,unmatched_candidate_event,20025.887265135698,20092.693110647182,20117.74530271399
Exp1_to_Exp2,Exp1,Exp2,3401,24,Exp2,OnlineAdaptation,13200.5,13215.5,13265.5,0.7618656857062095,0.37966785673263614,0.6633659478893572,0.7358662146951651,0.443655788898468,1.0,unmatched_candidate_event,22497.70354906054,22522.75574112735,22606.263048016703
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,DirectTransfer,650.5,10530.5,14090.5,3085930.128834548,61.219064053081546,61.74569191867769,62.007110979166974,2.1658615878550336e-05,1.0,unmatched_candidate_event,1581.8423768308921,18042.5,23984.133611691024
Exp1_to_Exp2,Exp1,Exp2,3402,1,Exp2,CalibrationOnly,950.5,950.5,970.5,1.5815739403851041,0.6539040502786791,0.6737800574851204,1.4042378005281186,0.3964693546295166,1.0,unmatched_candidate_event,2081.0767310252995,2081.0767310252995,2114.3590213049265
Exp1_to_Exp2,Exp1,Exp2,3402,2,Exp2,CalibrationOnly,3005.5,3045.5,3515.5,3.1681938284930036,1.9198295207759548,1.5357472953074074,1.6959019097615688,0.4140395224094391,1.0,unmatched_candidate_event,5500.833333333333,5567.5,6350.833333333333
Exp1_to_Exp2,Exp1,Exp2,3402,3,Exp2,CalibrationOnly,3575.5,3610.5,3670.5,2.474242859251165,1.0185544642526925,0.8688974730403974,2.795087373020963,0.40506282448768616,1.0,unmatched_candidate_event,6450.833333333333,6509.166666666667,6609.166666666667
Exp1_to_Exp2,Exp1,Exp2,3402,4,Exp2,CalibrationOnly,3895.5,3910.5,4035.5,3.846560721339624,1.814768140682515,2.467401312092686,2.2085794592176904,0.36692023277282715,0.8620689655172413,unmatched_candidate_event,6984.166666666667,7009.166666666667,7217.5
Exp1_to_Exp2,Exp1,Exp2,3402,5,Exp2,CalibrationOnly,4225.5,4230.5,4250.5,1.255446770927349,0.5098784259746517,1.4635385937196739,1.0458802364610678,0.41175124049186707,1.0,unmatched_candidate_event,7534.166666666667,7542.5,7575.833333333334
Exp1_to_Exp2,Exp1,Exp2,3402,6,Exp2,CalibrationOnly,4535.5,4550.5,4700.5,1.915608882132938,0.770207655642269,0.8541064175566296,2.214993383953828,0.4032769799232483,1.0,unmatched_candidate_event,8050.833333333334,8075.833333333334,8325.833333333334
