direction,setting,seed,tolerance_actual_cycles,dataset,from_stage,to_stage,boundary_cycle,boundary_actual_cycle,event_id,event_peak_cycle,event_peak_actual_cycle,peak_score,absolute_detection_delay,match_status
Exp1_to_Exp2,CalibrationOnly,3404,500.0,Exp2,,,,,17.0,12670.5,21612.5260960334,2.1425369724707792,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,500.0,Exp2,,,,,18.0,13210.5,22514.405010438415,2.2512074469468626,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,500.0,Exp2,,,,,19.0,13815.5,23524.843423799583,0.8568905699869294,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,1.0,2.0,3005.0,5500.0,2.0,3060.5,5592.5,1.4104707633770388,92.5,MATCHED
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,2.0,3.0,6005.0,10500.0,6.0,6075.5,10617.5,1.2201904295799908,117.5,MATCHED
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,3.0,4.0,8705.0,15000.0,12.0,8750.5,15075.833333333334,3.478446057205751,75.83333333333394,MATCHED
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,4.0,5.0,11705.0,20000.0,16.0,11750.5,20075.991649269312,2.127468572459474,75.99164926931189,MATCHED
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,1.0,1540.5,3062.904294274301,2.1684293987276075,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,3.0,3325.5,6034.166666666667,1.3232275022495905,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,4.0,5110.5,9009.166666666666,1.2747177047491565,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,5.0,5730.5,10042.5,1.2683602352952246,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,7.0,6370.5,11109.166666666666,1.3843868075656587,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,8.0,6955.5,12084.166666666666,5.524766184851961,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,9.0,7860.5,13592.5,2.22155239800282,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,10.0,8170.5,14109.166666666666,1.6126313805402046,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,11.0,8470.5,14609.166666666668,2.065909986411204,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,13.0,9160.5,15759.166666666666,1.4203405809074348,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,14.0,10530.5,18042.5,8.65623420616545,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,15.0,11430.5,19542.5,3.115552791619523,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,17.0,12670.5,21612.5260960334,2.1425369724707792,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,18.0,13210.5,22514.405010438415,2.2512074469468626,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3404,1000.0,Exp2,,,,,19.0,13815.5,23524.843423799583,0.8568905699869294,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,3.0,4.0,8705.0,15000.0,8.0,8750.5,15075.833333333334,1.7037943937549342,75.83333333333394,MATCHED
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,1.0,965.5,2106.03844873502,2.6249892987599717,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,2.0,1530.5,3046.2631491344873,3.3055344356752743,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,3.0,6955.5,12084.166666666666,3.9519969375939454,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,4.0,7570.5,13109.166666666666,1.2520659069417204,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,5.0,7870.5,13609.166666666666,1.6192869644970007,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,6.0,8170.5,14109.166666666666,1.1688786981303703,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,7.0,8450.5,14575.833333333334,1.2202743134711755,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,9.0,9310.5,16009.166666666666,2.136382942241899,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,10.0,9655.5,16584.166666666668,2.666324658811857,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,11.0,9930.5,17042.5,2.8794987296035433,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,12.0,10230.5,17542.5,2.685371302825497,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,13.0,10530.5,18042.5,2.5692964728426775,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,100.0,Exp2,,,,,14.0,10810.5,18509.166666666668,1.2181650370598218,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,3.0,4.0,8705.0,15000.0,8.0,8750.5,15075.833333333334,1.7037943937549342,75.83333333333394,MATCHED
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,1.0,965.5,2106.03844873502,2.6249892987599717,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,2.0,1530.5,3046.2631491344873,3.3055344356752743,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,3.0,6955.5,12084.166666666666,3.9519969375939454,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,4.0,7570.5,13109.166666666666,1.2520659069417204,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,5.0,7870.5,13609.166666666666,1.6192869644970007,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,6.0,8170.5,14109.166666666666,1.1688786981303703,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,7.0,8450.5,14575.833333333334,1.2202743134711755,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,9.0,9310.5,16009.166666666666,2.136382942241899,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,10.0,9655.5,16584.166666666668,2.666324658811857,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,11.0,9930.5,17042.5,2.8794987296035433,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,12.0,10230.5,17542.5,2.685371302825497,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,13.0,10530.5,18042.5,2.5692964728426775,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,250.0,Exp2,,,,,14.0,10810.5,18509.166666666668,1.2181650370598218,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,3.0,4.0,8705.0,15000.0,8.0,8750.5,15075.833333333334,1.7037943937549342,75.83333333333394,MATCHED
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,1.0,965.5,2106.03844873502,2.6249892987599717,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,2.0,1530.5,3046.2631491344873,3.3055344356752743,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,3.0,6955.5,12084.166666666666,3.9519969375939454,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,4.0,7570.5,13109.166666666666,1.2520659069417204,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,5.0,7870.5,13609.166666666666,1.6192869644970007,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,6.0,8170.5,14109.166666666666,1.1688786981303703,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,7.0,8450.5,14575.833333333334,1.2202743134711755,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,9.0,9310.5,16009.166666666666,2.136382942241899,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,10.0,9655.5,16584.166666666668,2.666324658811857,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,11.0,9930.5,17042.5,2.8794987296035433,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,12.0,10230.5,17542.5,2.685371302825497,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,13.0,10530.5,18042.5,2.5692964728426775,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,500.0,Exp2,,,,,14.0,10810.5,18509.166666666668,1.2181650370598218,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,3.0,4.0,8705.0,15000.0,8.0,8750.5,15075.833333333334,1.7037943937549342,75.83333333333394,MATCHED
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,1.0,965.5,2106.03844873502,2.6249892987599717,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,2.0,1530.5,3046.2631491344873,3.3055344356752743,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,3.0,6955.5,12084.166666666666,3.9519969375939454,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,4.0,7570.5,13109.166666666666,1.2520659069417204,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,5.0,7870.5,13609.166666666666,1.6192869644970007,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,6.0,8170.5,14109.166666666666,1.1688786981303703,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,7.0,8450.5,14575.833333333334,1.2202743134711755,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,9.0,9310.5,16009.166666666666,2.136382942241899,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,10.0,9655.5,16584.166666666668,2.666324658811857,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,11.0,9930.5,17042.5,2.8794987296035433,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,12.0,10230.5,17542.5,2.685371302825497,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,13.0,10530.5,18042.5,2.5692964728426775,,unmatched_candidate_event
Exp1_to_Exp2,OnlineAdaptation,3404,1000.0,Exp2,,,,,14.0,10810.5,18509.166666666668,1.2181650370598218,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,4.0,5.0,11705.0,20000.0,11.0,11750.5,20075.991649269312,1.6748465896772118,75.99164926931189,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,1.0,3350.5,6075.833333333333,1.4148183293120424,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,2.0,5750.5,10075.833333333332,1.7268162071447186,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,3.0,6075.5,10617.5,1.1126129972157293,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,4.0,6370.5,11109.166666666666,1.5774803776735684,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,5.0,6955.5,12084.166666666666,6.121607472305061,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,6.0,7830.5,13542.5,2.1211953407610666,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,7.0,8150.5,14075.833333333334,1.5107996958477223,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,8.0,8470.5,14609.166666666668,2.243947665788574,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,9.0,9200.5,15825.833333333334,0.960651670194556,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,10.0,10525.5,18034.166666666668,5.3870806875472885,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,12.0,12640.5,21562.42171189979,1.0673748506605998,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,100.0,Exp2,,,,,13.0,13210.5,22514.405010438415,2.2559090351099833,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,2.0,3.0,6005.0,10500.0,3.0,6075.5,10617.5,1.1126129972157293,117.5,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,4.0,5.0,11705.0,20000.0,11.0,11750.5,20075.991649269312,1.6748465896772118,75.99164926931189,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,1.0,3350.5,6075.833333333333,1.4148183293120424,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,2.0,5750.5,10075.833333333332,1.7268162071447186,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,4.0,6370.5,11109.166666666666,1.5774803776735684,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,5.0,6955.5,12084.166666666666,6.121607472305061,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,6.0,7830.5,13542.5,2.1211953407610666,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,7.0,8150.5,14075.833333333334,1.5107996958477223,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,8.0,8470.5,14609.166666666668,2.243947665788574,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,9.0,9200.5,15825.833333333334,0.960651670194556,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,10.0,10525.5,18034.166666666668,5.3870806875472885,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,12.0,12640.5,21562.42171189979,1.0673748506605998,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,250.0,Exp2,,,,,13.0,13210.5,22514.405010438415,2.2559090351099833,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,2.0,3.0,6005.0,10500.0,3.0,6075.5,10617.5,1.1126129972157293,117.5,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,3.0,4.0,8705.0,15000.0,8.0,8470.5,14609.166666666668,2.243947665788574,390.8333333333321,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,4.0,5.0,11705.0,20000.0,11.0,11750.5,20075.991649269312,1.6748465896772118,75.99164926931189,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,1.0,3350.5,6075.833333333333,1.4148183293120424,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,2.0,5750.5,10075.833333333332,1.7268162071447186,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,4.0,6370.5,11109.166666666666,1.5774803776735684,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,5.0,6955.5,12084.166666666666,6.121607472305061,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,6.0,7830.5,13542.5,2.1211953407610666,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,7.0,8150.5,14075.833333333334,1.5107996958477223,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,9.0,9200.5,15825.833333333334,0.960651670194556,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,10.0,10525.5,18034.166666666668,5.3870806875472885,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,12.0,12640.5,21562.42171189979,1.0673748506605998,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,500.0,Exp2,,,,,13.0,13210.5,22514.405010438415,2.2559090351099833,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,1.0,2.0,3005.0,5500.0,1.0,3350.5,6075.833333333333,1.4148183293120424,575.833333333333,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,2.0,3.0,6005.0,10500.0,3.0,6075.5,10617.5,1.1126129972157293,117.5,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,3.0,4.0,8705.0,15000.0,8.0,8470.5,14609.166666666668,2.243947665788574,390.8333333333321,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,4.0,5.0,11705.0,20000.0,11.0,11750.5,20075.991649269312,1.6748465896772118,75.99164926931189,MATCHED
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,2.0,5750.5,10075.833333333332,1.7268162071447186,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,4.0,6370.5,11109.166666666666,1.5774803776735684,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,5.0,6955.5,12084.166666666666,6.121607472305061,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,6.0,7830.5,13542.5,2.1211953407610666,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,7.0,8150.5,14075.833333333334,1.5107996958477223,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,9.0,9200.5,15825.833333333334,0.960651670194556,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,10.0,10525.5,18034.166666666668,5.3870806875472885,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,12.0,12640.5,21562.42171189979,1.0673748506605998,,unmatched_candidate_event
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,1000.0,Exp2,,,,,13.0,13210.5,22514.405010438415,2.2559090351099833,,unmatched_candidate_event
Exp1_to_Exp2,DirectTransfer,3405,100.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,100.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,100.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,100.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,100.0,Exp2,,,,,1.0,10530.5,18042.5,4672513.463900834,,unmatched_candidate_event
Exp1_to_Exp2,DirectTransfer,3405,250.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,250.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,250.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,250.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,250.0,Exp2,,,,,1.0,10530.5,18042.5,4672513.463900834,,unmatched_candidate_event
Exp1_to_Exp2,DirectTransfer,3405,500.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,500.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,500.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,500.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,500.0,Exp2,,,,,1.0,10530.5,18042.5,4672513.463900834,,unmatched_candidate_event
Exp1_to_Exp2,DirectTransfer,3405,1000.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,1000.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,1000.0,Exp2,3.0,4.0,8705.0,15000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,1000.0,Exp2,4.0,5.0,11705.0,20000.0,,,,,,MISSED
Exp1_to_Exp2,DirectTransfer,3405,1000.0,Exp2,,,,,1.0,10530.5,18042.5,4672513.463900834,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,1.0,2.0,3005.0,5500.0,,,,,,MISSED
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,2.0,3.0,6005.0,10500.0,,,,,,MISSED
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,3.0,4.0,8705.0,15000.0,14.0,8725.5,15034.166666666666,3.3051093494654635,34.16666666666606,MATCHED
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,4.0,5.0,11705.0,20000.0,17.0,11750.5,20075.991649269312,4.097335653524078,75.99164926931189,MATCHED
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,1.0,1510.5,3012.9808588548603,2.707128570281954,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,2.0,3085.5,5634.166666666667,2.245931000248109,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,3.0,3325.5,6034.166666666667,1.8806333260917707,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,4.0,3610.5,6509.166666666667,1.9770965515320615,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,5.0,3970.5,7109.166666666667,2.665213841628353,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,6.0,4255.5,7584.166666666666,1.163785541305571,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,7.0,5750.5,10075.833333333332,3.9040907655672905,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,8.0,6370.5,11109.166666666666,1.7539185572866565,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,9.0,6920.5,12025.833333333334,5.75023450100439,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,10.0,7510.5,13009.166666666666,1.3587631592440323,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,11.0,7835.5,13550.833333333334,1.2729875078766186,,unmatched_candidate_event
Exp1_to_Exp2,CalibrationOnly,3405,100.0,Exp2,,,,,12.0,8110.5,14009.166666666666,3.2024064755544224,,unmatched_candidate_event
