direction,setting,seed,dataset,from_stage,to_stage,boundary_actual_cycle,boundary_peak_score,boundary_score_percentile,boundary_event_rank
Exp1_to_Exp2,DirectTransfer,3401,Exp2,1,2,5500.0,977159.870013731,0.8021569356638155,
Exp1_to_Exp2,DirectTransfer,3401,Exp2,2,3,10500.0,725087.0904542977,0.6939382670137597,
Exp1_to_Exp2,DirectTransfer,3401,Exp2,3,4,15000.0,1175091.8764565014,0.8769059129788025,
Exp1_to_Exp2,DirectTransfer,3401,Exp2,4,5,20000.0,2215497.2667727997,0.9884715507623651,
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,1,2,5500.0,3.699610651126944,0.9505392339159539,4.0
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,2,3,10500.0,3.1661588436666577,0.9274823354406843,5.0
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,3,4,15000.0,5.7497822480999,0.9925622908144291,6.0
Exp1_to_Exp2,CalibrationOnly,3401,Exp2,4,5,20000.0,3.6009984645703934,0.9453328374860543,
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,1,2,5500.0,3.327261377855658,1.0,1.0
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,2,3,10500.0,0.5058728375113518,0.6608404611379695,
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,3,4,15000.0,0.9793767545167681,0.8616586091483823,12.0
Exp1_to_Exp2,OnlineAdaptation,3401,Exp2,4,5,20000.0,0.9756857169558095,0.8609148382298252,13.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3401,Exp2,1,2,5500.0,2.4128666054669927,0.9412420974339903,9.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3401,Exp2,2,3,10500.0,2.8269689103867273,0.965042766827817,5.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3401,Exp2,3,4,15000.0,2.5945733993775653,0.9542580885087393,7.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3401,Exp2,4,5,20000.0,3.4359782127735743,0.9825213834139085,
Exp1_to_Exp2,DirectTransfer,3402,Exp2,1,2,5500.0,1085666.3270726576,0.8010412792859799,
Exp1_to_Exp2,DirectTransfer,3402,Exp2,2,3,10500.0,733506.5255025781,0.6582372629230198,
Exp1_to_Exp2,DirectTransfer,3402,Exp2,3,4,15000.0,1360610.82512838,0.8739308293045742,
Exp1_to_Exp2,DirectTransfer,3402,Exp2,4,5,20000.0,2470121.4042522884,0.9921904053551506,
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,1,2,5500.0,3.1681938284930036,0.9490516920788398,6.0
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,2,3,10500.0,2.808708537996739,0.9185570844179992,9.0
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,3,4,15000.0,3.0319944862307,0.9326887318705839,7.0
Exp1_to_Exp2,CalibrationOnly,3402,Exp2,4,5,20000.0,5.544132227888195,0.9895872071402008,
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,1,2,5500.0,2.8148687741277776,0.9944217181108219,2.0
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,2,3,10500.0,0.7054021849114125,0.7367050948307922,
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,3,4,15000.0,1.225627511631847,0.8813685384901451,11.0
Exp1_to_Exp2,OnlineAdaptation,3402,Exp2,4,5,20000.0,1.186418665863986,0.8705838601710673,12.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3402,Exp2,1,2,5500.0,1.004918765646239,0.7411677203421346,13.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3402,Exp2,2,3,10500.0,1.969916325025723,0.9241353663071774,4.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3402,Exp2,3,4,15000.0,1.7746565346984113,0.9007065823726292,8.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3402,Exp2,4,5,20000.0,3.0058404786749144,0.9676459650427668,7.0
Exp1_to_Exp2,DirectTransfer,3403,Exp2,1,2,5500.0,219114.2204836293,0.5771662328002976,
Exp1_to_Exp2,DirectTransfer,3403,Exp2,2,3,10500.0,204330.8660298052,0.5444403123837858,
Exp1_to_Exp2,DirectTransfer,3403,Exp2,3,4,15000.0,421148.5089641377,0.8400892525102268,
Exp1_to_Exp2,DirectTransfer,3403,Exp2,4,5,20000.0,896900.8004842906,0.9955373744886575,
Exp1_to_Exp2,CalibrationOnly,3403,Exp2,1,2,5500.0,9.545222234026092,0.9427296392711045,3.0
Exp1_to_Exp2,CalibrationOnly,3403,Exp2,2,3,10500.0,6.160869823186636,0.8434362216437338,4.0
Exp1_to_Exp2,CalibrationOnly,3403,Exp2,3,4,15000.0,11.736882911412192,0.973968017850502,8.0
Exp1_to_Exp2,CalibrationOnly,3403,Exp2,4,5,20000.0,10.413213618062212,0.9583488285608033,
Exp1_to_Exp2,OnlineAdaptation,3403,Exp2,1,2,5500.0,4.857610926944187,0.9985124581628858,2.0
Exp1_to_Exp2,OnlineAdaptation,3403,Exp2,2,3,10500.0,0.9850477359786235,0.7136481963555225,13.0
Exp1_to_Exp2,OnlineAdaptation,3403,Exp2,3,4,15000.0,3.0407882600269214,0.9721085905541094,5.0
Exp1_to_Exp2,OnlineAdaptation,3403,Exp2,4,5,20000.0,2.9136290325560177,0.9657865377463741,6.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3403,Exp2,1,2,5500.0,4.268086129593703,0.8564522127184827,4.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3403,Exp2,2,3,10500.0,4.007398773025045,0.8359985124581629,5.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3403,Exp2,3,4,15000.0,6.677605871031923,0.9750836742283376,8.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3403,Exp2,4,5,20000.0,6.817228948605742,0.9773149869840089,
Exp1_to_Exp2,DirectTransfer,3404,Exp2,1,2,5500.0,1589384.5556438733,0.8519895872071402,
Exp1_to_Exp2,DirectTransfer,3404,Exp2,2,3,10500.0,1194115.0547918396,0.7248047601338787,
Exp1_to_Exp2,DirectTransfer,3404,Exp2,3,4,15000.0,1705174.8946225434,0.8720714020081815,
Exp1_to_Exp2,DirectTransfer,3404,Exp2,4,5,20000.0,3184683.3514802004,0.9907028635180365,
Exp1_to_Exp2,CalibrationOnly,3404,Exp2,1,2,5500.0,1.4104707633770388,0.7735217552993678,13.0
Exp1_to_Exp2,CalibrationOnly,3404,Exp2,2,3,10500.0,1.3843868075656587,0.7686872443287468,14.0
Exp1_to_Exp2,CalibrationOnly,3404,Exp2,3,4,15000.0,3.478446057205751,0.9576050576422462,3.0
Exp1_to_Exp2,CalibrationOnly,3404,Exp2,4,5,20000.0,4.205091077056323,0.9639271104499814,4.0
Exp1_to_Exp2,OnlineAdaptation,3404,Exp2,1,2,5500.0,1.266045212530883,0.9107474897731499,
Exp1_to_Exp2,OnlineAdaptation,3404,Exp2,2,3,10500.0,0.44687825496443584,0.6002231312755671,
Exp1_to_Exp2,OnlineAdaptation,3404,Exp2,3,4,15000.0,1.7037943937549342,0.9371513573819263,9.0
Exp1_to_Exp2,OnlineAdaptation,3404,Exp2,4,5,20000.0,0.8759227038782931,0.8192636667906285,
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,Exp2,1,2,5500.0,1.4148183293120424,0.8289326887318705,10.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,Exp2,2,3,10500.0,1.7268162071447186,0.8947564150241726,6.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,Exp2,3,4,15000.0,2.243947665788574,0.9338043882484195,4.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3404,Exp2,4,5,20000.0,3.0497626989069584,0.9572331721829677,7.0
Exp1_to_Exp2,DirectTransfer,3405,Exp2,1,2,5500.0,1502289.8487333187,0.8051320193380439,
Exp1_to_Exp2,DirectTransfer,3405,Exp2,2,3,10500.0,1050154.0508496123,0.6805503904797322,
Exp1_to_Exp2,DirectTransfer,3405,Exp2,3,4,15000.0,1715040.3154328295,0.8646336928226106,
Exp1_to_Exp2,DirectTransfer,3405,Exp2,4,5,20000.0,3470662.8594323895,0.9925622908144291,
Exp1_to_Exp2,CalibrationOnly,3405,Exp2,1,2,5500.0,2.245931000248109,0.8955001859427296,12.0
Exp1_to_Exp2,CalibrationOnly,3405,Exp2,2,3,10500.0,3.9040907655672905,0.9598363703979175,4.0
Exp1_to_Exp2,CalibrationOnly,3405,Exp2,3,4,15000.0,3.3051093494654635,0.9419858683525474,6.0
Exp1_to_Exp2,CalibrationOnly,3405,Exp2,4,5,20000.0,5.008456022619592,0.9773149869840089,3.0
Exp1_to_Exp2,OnlineAdaptation,3405,Exp2,1,2,5500.0,2.0441719016111053,0.9788025288211231,6.0
Exp1_to_Exp2,OnlineAdaptation,3405,Exp2,2,3,10500.0,0.8933688695372762,0.8664931201190034,
Exp1_to_Exp2,OnlineAdaptation,3405,Exp2,3,4,15000.0,1.1622117204685727,0.9196727407958348,13.0
Exp1_to_Exp2,OnlineAdaptation,3405,Exp2,4,5,20000.0,1.2813341418067503,0.9412420974339903,11.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3405,Exp2,1,2,5500.0,1.7516078162804603,0.8371141688359985,13.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3405,Exp2,2,3,10500.0,3.591760719072593,0.965042766827817,4.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3405,Exp2,3,4,15000.0,3.0014576267439486,0.9445890665674972,6.0
Exp1_to_Exp2,TargetSupervisedUpperBound,3405,Exp2,4,5,20000.0,4.244926019795354,0.9765712160654518,3.0
Exp2_to_Exp1,DirectTransfer,3401,Exp1,1,2,8000.0,65231.055283111666,0.9608323133414932,
Exp2_to_Exp1,DirectTransfer,3401,Exp1,2,3,24000.0,59123.999654170635,0.9517080226994548,
Exp2_to_Exp1,DirectTransfer,3401,Exp1,3,4,32000.0,103258.64402177268,0.9840881272949816,
Exp2_to_Exp1,DirectTransfer,3401,Exp1,4,5,40000.0,160715.21754819594,1.0,1.0
Exp2_to_Exp1,CalibrationOnly,3401,Exp1,1,2,8000.0,16.910676897501936,0.9629464782463558,4.0
Exp2_to_Exp1,CalibrationOnly,3401,Exp1,2,3,24000.0,17.808179929304693,0.9646155558028263,3.0
Exp2_to_Exp1,CalibrationOnly,3401,Exp1,3,4,32000.0,31.357226440652163,0.9785245354400801,2.0
Exp2_to_Exp1,CalibrationOnly,3401,Exp1,4,5,40000.0,55.4233120998996,0.9858684766885502,
Exp2_to_Exp1,OnlineAdaptation,3401,Exp1,1,2,8000.0,11.879240954154712,0.9638366529431401,4.0
Exp2_to_Exp1,OnlineAdaptation,3401,Exp1,2,3,24000.0,4.0268005701659515,0.904973851118282,6.0
Exp2_to_Exp1,OnlineAdaptation,3401,Exp1,3,4,32000.0,33.505143956305844,0.9983309224435295,2.0
Exp2_to_Exp1,OnlineAdaptation,3401,Exp1,4,5,40000.0,23.244351026683162,0.9904306220095693,3.0
Exp2_to_Exp1,TargetSupervisedUpperBound,3401,Exp1,1,2,8000.0,13.090844296289056,0.9632802937576499,4.0
Exp2_to_Exp1,TargetSupervisedUpperBound,3401,Exp1,2,3,24000.0,16.12197767862313,0.9741849337932569,3.0
