feature_name,delta_terminal_exp1,delta_terminal_exp2,residual_exp1,residual_exp2,w_branch_raw,w_branch
rs_corrdist_base,0.0,4.344643897597921,0.0,4.344643897597921,4.344643897597921,0.4480022400649415
rs_mean,2.201900376630607,0.413765010544093,2.201900376630607,0.413765010544093,-1.788135366086514,-0.1843853416822057
ry_p2p,2.2339956945506394,5.639373390852446,4.4679917543533065e-09,1.1278747713561188e-08,6.8107559592078815e-09,7.022978173073644e-10
rx_mean,1.8550103965578417,10.335252675153123,1.8550103965578417,10.335252675153123,8.48024227859528,0.8744485455308786
rx_q05,1.9883171405657425,2.23284442386798,1.9883171405657425,2.23284442386798,0.24452728330223739,0.02521467196355599
