direction_id,bootstrap_repeat,feature_name,normalized_weight
Exp1_source,56,rs_mean,-0.4054466612986719
Exp1_source,56,ry_p2p,0.0884884733582002
Exp1_source,56,rx_mean,0.4352598607332953
Exp1_source,56,rx_q05,-0.049902851131895
Exp1_source,57,rs_corrdist_base,0.0430654797234472
Exp1_source,57,rs_mean,-0.326796493580878
Exp1_source,57,ry_p2p,0.0688738117081177
Exp1_source,57,rx_mean,0.4439453223397468
Exp1_source,57,rx_q05,-0.1173188924470525
Exp1_source,58,rs_corrdist_base,0.0171252351955361
Exp1_source,58,rs_mean,-0.3992742265302068
Exp1_source,58,ry_p2p,0.0680729576952731
Exp1_source,58,rx_mean,0.4601072890890736
Exp1_source,58,rx_q05,-0.0554202913448277
Exp1_source,59,rs_corrdist_base,0.0150503852387018
Exp1_source,59,rs_mean,-0.3783592778839094
Exp1_source,59,ry_p2p,0.0879053538627021
Exp1_source,59,rx_mean,0.4642618552497005
Exp1_source,59,rx_q05,-0.0544231276194277
Exp1_source,60,rs_corrdist_base,0.0330869169610761
Exp1_source,60,rs_mean,-0.3730139128083545
Exp1_source,60,ry_p2p,0.0594011360569879
Exp1_source,60,rx_mean,0.4574559327593295
Exp1_source,60,rx_q05,-0.0770421012786253
Exp1_source,61,rs_corrdist_base,0.0293217703031029
Exp1_source,61,rs_mean,-0.3642804815875026
Exp1_source,61,ry_p2p,0.0920954325005701
Exp1_source,61,rx_mean,0.4446724784502041
Exp1_source,61,rx_q05,-0.0696298370059011
Exp1_source,62,rs_corrdist_base,0.0262105766584514
Exp1_source,62,rs_mean,-0.3774749129176101
Exp1_source,62,ry_p2p,0.0719026585832398
Exp1_source,62,rx_mean,0.460364195114952
Exp1_source,62,rx_q05,-0.0640476566113357
Exp1_source,63,rs_corrdist_base,0.0215797443425867
Exp1_source,63,rs_mean,-0.3862485101638276
Exp1_source,63,ry_p2p,0.0998844769715635
Exp1_source,63,rx_mean,0.434906868399891
Exp1_source,63,rx_q05,-0.0573803999653775
Exp1_source,64,rs_corrdist_base,0.0115652025880659
Exp1_source,64,rs_mean,-0.3254369999210816
Exp1_source,64,ry_p2p,0.1056455064347654
Exp1_source,64,rx_mean,0.4656634636699334
Exp1_source,64,rx_q05,-0.0916888272503813
Exp1_source,65,rs_corrdist_base,0.0152352471522642
Exp1_source,65,rs_mean,-0.4029712100250827
Exp1_source,65,ry_p2p,0.0879189506391188
Exp1_source,65,rx_mean,0.4497974047407324
Exp1_source,65,rx_q05,-0.0440771872760983
Exp1_source,66,rs_corrdist_base,0.033032769033544
Exp1_source,66,rs_mean,-0.3522619802976812
Exp1_source,66,ry_p2p,0.0579452178495069
Exp1_source,66,rx_mean,0.4600348881006014
Exp1_source,66,rx_q05,-0.0967251445556523
Exp1_source,67,rs_corrdist_base,0.0190058895294862
Exp1_source,67,rs_mean,-0.4179863663263187
Exp1_source,67,ry_p2p,0.074062661404332
Exp1_source,67,rx_mean,0.4496337709818587
Exp1_source,67,rx_q05,-0.0393113115996558
Exp1_source,68,rs_corrdist_base,0.0301254778072263
Exp1_source,68,rs_mean,-0.4653812748507229
Exp1_source,68,ry_p2p,0.0838370626084138
Exp1_source,68,rx_mean,0.418448375060102
Exp1_source,68,rx_q05,-0.0022078094715643
Exp1_source,69,rs_corrdist_base,0.0240303857722476
Exp1_source,69,rs_mean,-0.3844693464749003
Exp1_source,69,ry_p2p,0.0873431135510637
Exp1_source,69,rx_mean,0.4545618228341336
Exp1_source,69,rx_q05,-0.0495953311952694
Exp1_source,70,rs_corrdist_base,0.0473457400861776
Exp1_source,70,rs_mean,-0.3873612189628143
Exp1_source,70,ry_p2p,0.0534151279730862
Exp1_source,70,rx_mean,0.4447155083584176
Exp1_source,70,rx_q05,-0.0671624044606619
Exp1_source,71,rs_corrdist_base,0.0240091170761087
Exp1_source,71,rs_mean,-0.3820478952870436
Exp1_source,71,ry_p2p,0.0746803664621821
Exp1_source,71,rx_mean,0.4530543780982095
Exp1_source,71,rx_q05,-0.0662082429154903
Exp1_source,72,rs_corrdist_base,0.0146901768204339
Exp1_source,72,rs_mean,-0.4196946066817638
Exp1_source,72,ry_p2p,0.0732638256985343
Exp1_source,72,rx_mean,0.460726482871318
Exp1_source,72,rx_q05,-0.0316249078178197
Exp1_source,73,rs_corrdist_base,0.0136525049001236
Exp1_source,73,rs_mean,-0.4504179160808836
Exp1_source,73,ry_p2p,0.0822169692403705
Exp1_source,73,rx_mean,0.4477300258900236
Exp1_source,73,rx_q05,-0.0059825837355923
Exp1_source,74,rs_corrdist_base,0.0148417547129162
Exp1_source,74,rs_mean,-0.4429107626561634
Exp1_source,74,ry_p2p,0.0680702334015412
Exp1_source,74,rx_mean,0.4600427941753306
Exp1_source,74,rx_q05,-0.0141344549377039
Exp1_source,75,rs_corrdist_base,0.0197140207482838
Exp1_source,75,rs_mean,-0.4186283385024257
Exp1_source,75,ry_p2p,0.0726223083952799
Exp1_source,75,rx_mean,0.4572881250875561
Exp1_source,75,rx_q05,-0.0317472071356113
Exp1_source,76,rs_corrdist_base,0.0189564756861274
Exp1_source,76,rs_mean,-0.4423855967796472
Exp1_source,76,ry_p2p,0.0677806452573338
Exp1_source,76,rx_mean,0.4585079320517659
Exp1_source,76,rx_q05,-0.0123693500591194
Exp1_source,77,rs_corrdist_base,0.0270061548153249
Exp1_source,77,rs_mean,-0.3863033915817831
Exp1_source,77,ry_p2p,0.0661729031496155
Exp1_source,77,rx_mean,0.4527606138123676
Exp1_source,77,rx_q05,-0.0677569365212252
Exp1_source,78,rs_corrdist_base,0.0173467870811604
Exp1_source,78,rs_mean,-0.3808774282390444
Exp1_source,78,ry_p2p,0.0675249218430452
Exp1_source,78,rx_mean,0.4515633283597683
Exp1_source,78,rx_q05,-0.0826875343185558
Exp1_source,79,rs_corrdist_base,0.0182238626480823
Exp1_source,79,rs_mean,-0.3617649266437029
Exp1_source,79,ry_p2p,0.1201890050645905
Exp1_source,79,rx_mean,0.4340454929510402
Exp1_source,79,rx_q05,-0.0657767124861094
Exp1_source,80,rs_corrdist_base,0.0105413661556061
Exp1_source,80,rs_mean,-0.2746183089570445
Exp1_source,80,ry_p2p,0.1164420779427616
Exp1_source,80,rx_mean,0.4460029572733711
Exp1_source,80,rx_q05,-0.1523952895152697
Exp1_source,81,rs_corrdist_base,0.0313321771843935
Exp1_source,81,rs_mean,-0.3334234622867648
Exp1_source,81,ry_p2p,0.0827384061990508
Exp1_source,81,rx_mean,0.465949917887222
Exp1_source,81,rx_q05,-0.0865560362385371
Exp1_source,82,rs_corrdist_base,0.0203271918993883
Exp1_source,82,rs_mean,-0.4109161539814326
Exp1_source,82,ry_p2p,0.065421451171972
Exp1_source,82,rx_mean,0.4560622821940364
Exp1_source,82,rx_q05,-0.0472729206021659
Exp1_source,83,rs_corrdist_base,0.0312617225590722
Exp1_source,83,rs_mean,-0.3738546197249474
Exp1_source,83,ry_p2p,0.0903989595307831
Exp1_source,83,rx_mean,0.4427083728732017
Exp1_source,83,rx_q05,-0.0617763251437121
Exp1_source,84,rs_corrdist_base,0.0234617562961062
Exp1_source,84,rs_mean,-0.3197557340736034
Exp1_source,84,ry_p2p,0.0837096681317725
Exp1_source,84,rx_mean,0.4596321866827684
Exp1_source,84,rx_q05,-0.1134406546604989
Exp1_source,85,rs_corrdist_base,0.0093209820268082
Exp1_source,85,rs_mean,-0.3490067188381233
Exp1_source,85,ry_p2p,0.0956357385353052
Exp1_source,85,rx_mean,0.4663265550335298
Exp1_source,85,rx_q05,-0.0797100054438318
Exp1_source,86,rs_corrdist_base,0.0364423820590157
Exp1_source,86,rs_mean,-0.401192549906607
Exp1_source,86,ry_p2p,0.064439217974168
Exp1_source,86,rx_mean,0.4500912936772741
Exp1_source,86,rx_q05,-0.0478345562294022
Exp1_source,87,rs_corrdist_base,0.0257826634546047
Exp1_source,87,rs_mean,-0.3517402789670599
Exp1_source,87,ry_p2p,0.0848757124868601
Exp1_source,87,rx_mean,0.4625926392025329
Exp1_source,87,rx_q05,-0.0750087057405233
Exp1_source,88,rs_corrdist_base,0.0324224526490866
Exp1_source,88,rs_mean,-0.2965420293922307
Exp1_source,88,ry_p2p,0.0967817582565049
Exp1_source,88,rx_mean,0.4452044357546857
