direction_id,dataset,weighted_oos_common,weighted_oos_branch,weighted_oos_source_head,support_confidence,branch_confidence,source_head_disagreement
Exp1_to_Exp2,Exp2,0.44373446929357474,0.418972185870115,0.3176339116946835,0.5562655307064253,0.581027814129885,2.139776820610348
Exp2_to_Exp1,Exp1,0.08732857926494789,0.5419186749974498,0.6058842922135387,0.9126714207350521,0.4580813250025502,38.904208080916256
