direction_id,target_dataset,P_cycle_spearman_early,BD_cycle_spearman_early,B_cycle_spearman_early,P_cycle_spearman_middle,BD_cycle_spearman_middle,B_cycle_spearman_middle,P_cycle_spearman_late,BD_cycle_spearman_late,B_cycle_spearman_late,P_BD_joint_high_rate,high_BD_low_P_rate,high_BD_positive_B_rate,high_BD_negative_B_rate
Exp1_to_Exp2,Exp2,-0.11165418221548107,0.7189805730706308,0.5958069544415205,0.8467675924907293,-0.16440956932581877,-0.01650871288420368,0.36100666657188324,0.22344042047478183,0.6317405477798872,0.09586466165413533,0.0,0.10009398496240601,0.0
Exp2_to_Exp1,Exp1,0.7709219371796859,0.8750272259493773,0.5635651090799217,0.6407700732397026,0.4234265413636993,0.6267549514130297,0.30544098569303524,0.5060710625849085,-0.28198008996874,0.05696934644303065,0.0,0.10005783689994216,0.0
