direction_id,baseline_P_drift,baseline_BD_median,weighted_oos_common_mean,P_short_volatility_median,BD_short_volatility,adapter_update_rate,rollback_count,beta_norm_final
Exp1_to_Exp2,0.0,1.7689407018061825,0.44373446929357474,0.0786995742055118,0.2959348671817672,0.18601348952786653,212,0.1347893844275408
Exp2_to_Exp1,0.0,1.333929230506885,0.08732857926494789,0.1367921415133137,0.16369293381324646,0.017004936917169502,5789,0.2471265559996658
