direction_id,source_dataset,target_dataset,source_pair_auc,source_pair_accuracy,source_pair_logloss,selected_C,pair_count_train,pair_count_validation,pair_count_final_source,source_train_window_count,source_gap_window_count,source_validation_window_count,source_scale,orientation_flipped,target_pair_count,target_pair_concordance_all,target_pair_concordance_gap_500_2000,target_pair_concordance_gap_2000_5000,target_pair_concordance_gap_5000_plus,target_long_gap_concordance,spearman_AWR_cycle,kendall_AWR_cycle,spearman_BD_cycle,baseline_window_count,baseline_AWR_rel_median,baseline_AWR_rel_IQR,baseline_BD_median,baseline_BD_p95,baseline_oos_fraction_mean,implementation_acceptance,scientific_acceptance
Exp1_to_Exp2,Exp1,Exp2,0.9030845616666666,0.7937,0.3514807806221594,0.5,60000,60000,60000,6380,20,2715,0.0182834196744506,0,60000,0.7359666666666667,0.5505,0.7452,0.9122,0.8287,0.7398251494046559,0.513131463822225,0.6147553644028099,88,0.0,0.3119012737208581,1.9758038400293196,3.034914673753162,0.21477272727272725,PASS,FAIL
Exp2_to_Exp1,Exp2,Exp1,0.8822428412500001,0.79105,0.4701476630630959,5.0,60000,40000,60000,1971,20,826,0.007863562878033347,0,60000,0.44945,0.59865,0.5748,0.1749,0.37485,-0.729113443416897,-0.48178086975366413,0.6622860326142617,88,0.0,0.007433395328639333,1.3505240123490294,3.0884823102527506,0.07727272727272726,PASS,FAIL
