direction,source_dataset,target_dataset,entry_cycle,prefix_fraction,adapter,source_model_frozen_hash,update_index,pair_earlier_cycle,pair_later_cycle,adapter_parameter_norm,adapter_step_norm,objective_loss,l2,numeric_abort
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,450,5135.5,5750.5,1.3902765797562897,0.21649703639070855,0.5247628183431347,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,475,3670.5,5875.5,1.4286964152924015,0.21304503694340512,2.36502201659019,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,500,3720.5,6000.5,1.1544868588338006,0.20065792213306202,1.4906891500874,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,525,5025.5,6125.5,1.3408117954201342,0.007938493830194605,0.07289823997934791,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,550,3370.5,6250.5,1.4227743246422875,0.0035271785729947655,0.043534172447994894,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,575,4615.5,6375.5,1.3976540549900167,0.0036029648875333543,0.03845507940644126,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,600,3270.5,6500.5,1.3146938413888845,0.0029432851790669747,0.04039462032015123,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,625,3205.5,6625.5,1.2570662971663364,0.008105478620120088,0.05700993255396382,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,650,5145.5,6750.5,1.2121611702388595,0.0034932428006756457,0.028170336574969392,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,675,3985.5,6875.5,1.157810744819895,0.0032120881546219148,0.026012900846044105,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,700,3540.5,7000.5,1.0774344298340912,0.0032419497313179307,0.021897497722866328,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,725,3795.5,7125.5,0.9994825129788935,0.003007421215607161,0.018843541838536797,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,750,4740.5,7250.5,0.9314663271546637,0.0026264211086954787,0.01674993194008407,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,775,3975.5,7375.5,0.8912524120557765,0.0026570540124760487,0.015024627798400692,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.4,Unbounded_WeakL2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,786,6380.5,7430.5,0.8733681378271779,0.008854119977042732,0.025701989096014153,0.0375,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0,3000.5,3500.5,0.08,0.08,1.024356341599117,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,25,3035.5,3625.5,0.5499999999999999,0.03109595996574332,0.11448641422909196,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,50,3070.5,3750.5,0.55,0.024911560045463604,0.10509877052867986,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,75,3115.5,3875.5,0.55,0.04736001218756331,0.14750800126490257,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,100,3170.5,4010.5,0.5500000000000002,0.08,0.6513571601811725,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,125,3315.5,4150.5,0.55,0.032124528789749175,0.09823569960116757,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,150,3465.5,4275.5,0.55,0.05176929895115949,0.27448588868586066,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,175,3665.5,4405.5,0.55,0.0739746743629597,0.24646526333052152,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,200,3595.5,4535.5,0.55,0.03546937562488882,0.22646453447053655,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,225,3000.5,4660.5,0.5432726622850294,0.08,1.1779429595499882,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,250,3070.5,4790.5,0.55,0.06664732363305728,0.36594576391708705,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,275,4100.5,4915.5,0.55,0.04550122985614323,0.283753653049094,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,300,4080.5,5040.5,0.5500000000000002,0.06952650882032038,0.5008798544949965,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,325,4075.5,5175.5,0.55,0.08,0.7590549316969848,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,350,4480.5,5300.5,0.55,0.05238966991608416,0.20128293887900708,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,375,4890.5,5435.5,0.55,0.08,0.46374905696170327,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,400,4065.5,5565.5,0.55,0.07426176906853398,0.5197602763176388,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,425,3415.5,5690.5,0.55,0.03780389339985199,0.09934323902707956,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,450,3650.5,5820.5,0.5309415209579874,0.07999999999999999,1.2400750364206898,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,475,4225.5,5950.5,0.55,0.05130476274948999,0.39186064424126843,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,500,5110.5,6090.5,0.5460191261374215,0.005981219363082711,0.0327721432767353,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,525,3260.5,6225.5,0.55,0.06356713858037057,0.3870956362730312,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,550,4330.5,6350.5,0.55,0.014310550743539976,0.06915022899567211,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,575,3100.5,6480.5,0.5500000000000002,0.037188709473066614,0.13752256690022852,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,600,5110.5,6605.5,0.5323599594416552,0.005332003326238196,0.024571085459146377,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,625,5480.5,6735.5,0.55,0.008757630632288411,0.046798545663651075,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,650,6005.5,6870.5,0.5497257744004578,0.00218526576270168,0.03601491645041932,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,675,4745.5,7000.5,0.43465330347088293,0.005165196899067746,0.014686645746979938,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,700,4945.5,7130.5,0.3248434365427564,0.0038230600326004623,0.008281704783092435,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,725,5225.5,7255.5,0.30645346578386684,0.0029481203270645775,0.008201316649373354,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,750,5800.5,7385.5,0.35927085813198406,0.0021137978327793643,0.013008512896238864,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,775,4550.5,7515.5,0.3406245275343552,0.002632040385511907,0.010492551364965836,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,800,6315.5,7640.5,0.22219409261718037,0.001423453031090241,0.00540107952390304,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,825,3535.5,7765.5,0.24668877743283404,0.001944929022352871,0.0082138560030218,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,850,7085.5,7890.5,0.2670492665024463,0.08000000000000003,4.95824187723492,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,875,3870.5,8025.5,0.4045847247981665,0.004178616885052049,0.01342353290599892,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,900,4865.5,8150.5,0.4109148632037546,0.004770788392748798,0.013284619654218888,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,925,5410.5,8275.5,0.28895376185974175,0.003363564662758933,0.006657097189162629,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,950,7870.5,8400.5,0.27696678554575727,0.0615839417144023,0.0797507065108237,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,975,5030.5,8525.5,0.28572100591452426,0.0034440000285275887,0.006293911509686587,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1000,5650.5,8655.5,0.30430640086706123,0.00368302009191148,0.007127444847494231,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1025,7550.5,8780.5,0.3732385718731172,0.07999999999999999,1.183321557253754,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1050,5165.5,8905.5,0.4687787824675851,0.005653093656140812,0.01780822819388637,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1075,7830.5,9030.5,0.5348115465757103,0.006572294823285569,0.03245285014637849,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1100,5490.5,9155.5,0.5012536289630471,0.006167289278630551,0.020018026884798625,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1125,5765.5,9280.5,0.45980386333811607,0.00798375389000243,0.019791993281270626,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1150,8795.5,9405.5,0.55,0.08,0.42761145041673376,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1175,8890.5,9530.5,0.55,0.08000000000000002,0.9490266113292786,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Bounded_Baseline,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1199,5965.5,9650.5,0.48793014699777554,0.006888621676819929,0.020463116095031392,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0,3000.5,3500.5,0.49828194801009,0.49828194801009,1.024356341599117,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,25,3095.5,3630.5,0.9342273502227362,0.00514895077242656,0.08241550440209276,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,50,3240.5,3755.5,0.8593281026194439,0.0045997797929676594,0.06996019406536906,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,75,3105.5,3880.5,0.8610804420893652,0.0021473863645018656,0.07694879536957645,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,100,3400.5,4005.5,1.2755568230289773,0.024736105758563456,0.19316093709712817,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,125,3395.5,4130.5,1.273707177012963,0.017734470315633404,0.16397514729800813,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,150,3645.5,4260.5,1.3885404051921535,0.013711243680961308,0.1608741522036015,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,175,3315.5,4395.5,1.4202179746483603,0.026538280735359056,0.2539380903169333,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,200,3120.5,4520.5,1.195757720763365,0.07596211037617256,0.5362941504220287,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,225,3050.5,4655.5,0.9941867388984115,0.011909252065972148,0.18059651854480452,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,250,4240.5,4785.5,1.0159728284601373,0.008240031321929015,0.13676630235035647,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,275,3935.5,4910.5,1.0607262212767914,0.018684149802461116,0.14960650734035164,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,300,3250.5,5035.5,1.0671572582914404,0.007613130218084373,0.1613592145890561,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,325,3120.5,5165.5,1.429339272024229,0.011265073658126873,0.17329839996333077,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,350,3375.5,5295.5,1.2444166354585464,0.014525150351885112,0.12008883543046218,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,375,3785.5,5420.5,1.1587150333480787,0.013358233303801644,0.10423980983428074,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,400,3130.5,5545.5,1.1975034797185127,0.005196365641236192,0.14778880473869294,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,425,5075.5,5670.5,1.1217300920057898,0.018307131315857178,0.16276303035028086,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,450,4775.5,5800.5,1.0442489371508956,0.008323481019020895,0.1253796956123101,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,475,3125.5,5925.5,0.9570517934310319,0.1197577611360511,0.853031407867012,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,500,3365.5,6050.5,0.9260438636385775,0.08484876842588811,0.33989349097916627,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,525,5650.5,6180.5,1.0212291731196166,0.017833261972594116,0.11757383726287979,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,550,3645.5,6305.5,0.9979303253428511,0.03013229103319535,0.13165626791493704,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,575,4595.5,6430.5,0.856074520601962,0.00646859278345881,0.06665993991737508,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,600,5435.5,6565.5,0.7341273810004496,0.007310218868707568,0.04708688921320029,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,625,4585.5,6690.5,0.6801327691244281,0.002589434762727924,0.05237943646898634,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,650,5860.5,6815.5,0.6557298264771668,0.005110522184954234,0.03873067854069785,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,675,5925.5,6950.5,0.5462456685435755,0.006595043121582415,0.022978966910620673,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,700,3875.5,7080.5,0.4057506269543802,0.004888630437889843,0.012687426988414793,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,725,4405.5,7205.5,0.30537515540559834,0.0033565997597871486,0.009698259519179209,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,750,5255.5,7335.5,0.34282903476702603,0.003397404798336945,0.01013712902918146,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,775,3365.5,7465.5,0.34206359414591375,0.002220431295911584,0.011606362305372714,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,800,6965.5,7590.5,0.7446829022139806,0.1497053549932896,0.1865584384840039,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,825,6335.5,7720.5,0.600559728546199,0.007022248168564466,0.028251055296871247,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,850,4350.5,7855.5,0.47985989521841976,0.0050512733838888645,0.01879758089856776,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,875,6095.5,7985.5,0.8303027046838914,0.009435213349335399,0.055422349654344956,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,900,4935.5,8110.5,0.7194082835805045,0.1741733361452994,0.18546712830766926,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,925,6100.5,8235.5,0.7273700267154924,0.008829951400909029,0.040654310600536155,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,950,6705.5,8360.5,0.5801205775905932,0.016438771126088707,0.03954448596392087,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,975,4210.5,8485.5,0.42426291726481047,0.005147541706104887,0.013834731977374734,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1000,7610.5,8610.5,0.3769063791990327,0.042224666965784974,0.08084506537513092,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1025,3855.5,8745.5,0.4801484119655776,0.03465795562717693,0.12939626233814452,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1050,7625.5,8880.5,0.6251855648383374,0.015836227899954154,0.06747596073417376,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1075,5995.5,9015.5,0.5584163178020168,0.017360350286494082,0.03847589810147295,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1100,6335.5,9140.5,0.5494747266669244,0.0065022845554590725,0.0241823928610178,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1125,8550.5,9265.5,0.5399503505320695,0.05876497301602388,0.24278086731091197,0.15,0
Exp1_to_Exp2,Exp1,Exp2,3000.0,0.6,Unbounded_L2,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1150,4820.5,9390.5,0.9610447089824553,0.010547609776825659,0.075361907085438,0.15,0
