direction,source_dataset,target_dataset,entry_cycle,prefix_fraction,model,future_window_count,adapter_aborted,adapter_abort_reason,adapter_parameter_norm,source_model_frozen_hash,future_time_pair_auc,future_score_total_variation,future_score_saturation_ratio,future_score_reversal_count,prior_adapted_disagreement,future_target_local_spearman,future_ood_ratio_mean,future_ood_fraction,common_future_window_count,common_future_prefix_score_std
Exp1_to_Exp2,Exp1,Exp2,6000.0,0.6,Elapsed_Time_Since_Entry,648,0,NOT_APPLICABLE,0.0,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1.0,0.39985167789382614,0.026234567901234566,0,0.15856286606291056,0.7969131936202901,2.3136118705865,0.9814814814814815,162,0.0
Exp1_to_Exp2,Exp1,Exp2,6000.0,0.8,Bounded_Baseline,324,0,COMPLETED,0.43120628210369116,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.17410714285714285,2.6983290875223416,0.08333333333333333,105,0.17778203348341215,0.5251338502112497,2.4227687360395667,1.0,162,0.32571359552368445
Exp1_to_Exp2,Exp1,Exp2,6000.0,0.8,Unbounded_L2,324,0,COMPLETED,0.3980231505607854,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.17410714285714285,2.557213892153128,0.08333333333333333,103,0.1646501539959886,0.5098984767096223,2.4227687360395667,1.0,162,0.13582271397583415
Exp1_to_Exp2,Exp1,Exp2,6000.0,0.8,Unbounded_WeakL2,324,0,COMPLETED,1.0528970382667688,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.16964285714285715,3.1620444911112884,0.09567901234567901,117,0.6614807026288602,0.5138532101999594,2.4227687360395667,1.0,162,0.3985842027973127
Exp1_to_Exp2,Exp1,Exp2,6000.0,0.8,Source_Static,324,0,NOT_APPLICABLE,0.0,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.38392857142857145,0.7802065562567797,0.027777777777777776,117,0.0,0.04276961886869008,2.4227687360395667,1.0,162,0.0
Exp1_to_Exp2,Exp1,Exp2,6000.0,0.8,Target_Local,324,0,NOT_APPLICABLE,0.0,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.25892857142857145,0.8254974238658095,0.0,118,0.04807720080179947,1.0,2.4227687360395667,1.0,162,0.42125115472975
Exp1_to_Exp2,Exp1,Exp2,6000.0,0.8,Elapsed_Time_Since_Entry,324,0,NOT_APPLICABLE,0.0,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1.0,0.19961683455905077,0.05246913580246913,0,0.0581652480581152,-0.6400585677365863,2.4227687360395667,1.0,162,0.0
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.2,Bounded_Baseline,816,0,COMPLETED,0.5500000000000002,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.37988826815642457,4.345652892300047,0.09436274509803921,275,0.7440187419155561,0.07260430750909823,2.2800457576058473,0.9852941176470589,102,0.23389806699556703
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.2,Unbounded_L2,816,0,COMPLETED,1.1503595738756334,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.43854748603351956,7.287436128852718,0.12622549019607843,262,0.4070566722875968,0.42568402765661323,2.2800457576058473,0.9852941176470589,102,0.4830809874150489
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.2,Unbounded_WeakL2,816,0,COMPLETED,1.6036774020572968,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.44692737430167595,2.356907952206214,0.5882352941176471,236,0.19431025575766078,0.661414868190257,2.2800457576058473,0.9852941176470589,102,0.5395279251130763
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.2,Source_Static,816,0,NOT_APPLICABLE,0.0,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.547486033519553,5.49639306852083,0.08088235294117647,300,0.0,0.03602654614345908,2.2800457576058473,0.9852941176470589,102,0.0
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.2,Target_Local,816,0,NOT_APPLICABLE,0.0,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.4664804469273743,7.016607118721916,0.0,206,0.45096308528988166,1.0,2.2800457576058473,0.9852941176470589,102,0.13054229563417455
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.2,Elapsed_Time_Since_Entry,816,0,NOT_APPLICABLE,0.0,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,1.0,0.8005107553285532,0.013480392156862746,0,0.26636640811756934,0.4631660222791838,2.2800457576058473,0.9852941176470589,102,0.0
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.4,Bounded_Baseline,612,0,COMPLETED,0.55,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.2109375,0.17105394852550543,0.8774509803921569,222,0.8776969288710784,-0.15813896705386274,2.32439075398598,0.9803921568627451,102,0.23389806699556703
Exp1_to_Exp2,Exp1,Exp2,9000.0,0.4,Unbounded_L2,612,0,COMPLETED,1.2458497798695212,11cb11080644d77d91fc5e6a3103bcfa07d879003ee53363a3659012f104ba95,0.5625,1.2590001078102466,0.6781045751633987,221,0.8676875389976609,0.6483924749497335,2.32439075398598,0.9803921568627451,102,0.4830809874150489
