row_type,dataset,feature,window_fraction,window_ordinal,window_start_cycle,window_end_cycle,window_count,local_spearman,local_spearman_pvalue,local_kendall,local_kendall_pvalue,robust_local_slope,slope_sign,bootstrap_sign_stability,positive_significant_fraction,negative_significant_fraction,positive_longest_span_fraction,negative_longest_span_fraction,mean_bootstrap_sign_stability,PERSISTENT_DIRECTION_REVERSAL,passed
window,Exp1,ry_absmean,0.3,18.0,20530.5,34195.5,2734.0,-0.5846992311893597,1.687763647756392e-250,-0.20541775706763174,2.513553477634676e-58,-1.1472240289784325e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,19.0,21670.5,35335.5,2734.0,-0.28332551831792074,1.2230783137049723e-51,-0.009784500099169943,0.4431278404156609,-8.628414630393418e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,20.0,22810.5,36475.5,2734.0,0.03352307333932983,0.07968198961367337,0.1326449520625073,2.5616505610507372e-25,-5.710478603319462e-07,-1.0,0.4666666666666667,,,,,,,
window,Exp1,ry_absmean,0.3,21.0,23950.5,37615.5,2734.0,0.30190621514974786,1.0099516839538054e-58,0.25118796491766215,2.708744631776669e-86,9.522245078773896e-07,1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,22.0,25090.5,38755.5,2734.0,0.5124391070496913,5.767795356369972e-183,0.34651959001191374,1.8946174376157114e-162,1.5341325068579775e-06,1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,23.0,26230.5,39895.5,2734.0,0.6719065906198715,0.0,0.45726337529520117,2.548122202492916e-281,2.5711174501894912e-06,1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,24.0,27370.5,41035.5,2734.0,0.7447725585652689,0.0,0.5055598069705898,0.0,2.6983396030006275e-06,1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,25.0,28510.5,42175.5,2734.0,0.766067143526691,0.0,0.5301978500598632,0.0,3.120954713244386e-06,1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,26.0,29650.5,43315.5,2734.0,0.7686413826658162,0.0,0.5301518116515181,0.0,4.336377432445972e-06,1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,27.0,30790.5,44455.5,2734.0,0.7574345549974176,0.0,0.49840939975819126,0.0,7.688393220341191e-06,1.0,1.0,,,,,,,
window,Exp1,ry_absmean,0.3,28.0,31915.5,45580.5,2734.0,0.7238498923440676,0.0,0.427988300890977,1.0197227050293712e-246,8.075085346354007e-06,1.0,1.0,,,,,,,
summary,Exp1,ry_absmean,0.3,,,,,,,,,,,,0.4827586206896552,0.4827586206896552,0.47465437788018433,0.6250822909809085,0.9655172413793104,PASS,1.0
window,Exp1,ry_q05,0.1,0.0,10.5,4565.5,912.0,0.4106526104944992,2.049341539536478e-38,0.25179097579294013,5.0221854193127415e-30,1.265804163026929e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,1.0,1150.5,5705.5,912.0,-0.6732422787226089,1.9301423014293242e-121,-0.5074672135883067,1.7019908129988346e-116,-5.796902312169382e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,2.0,2290.5,6845.5,912.0,-0.0169251420463444,0.6097266796099134,-0.13221445490785141,2.26294038268345e-09,-2.4396747795414104e-07,-1.0,0.13333333333333333,,,,,,,
window,Exp1,ry_q05,0.1,3.0,3430.5,7985.5,912.0,0.18547458074252057,1.6754473259198356e-08,0.10356365667186627,2.8361194937371793e-06,2.0846010223979094e-06,1.0,0.6333333333333333,,,,,,,
window,Exp1,ry_q05,0.1,4.0,4570.5,9125.5,912.0,-0.48488918357055755,5.898157953585952e-55,-0.30954513066420164,1.6669344463452161e-44,-9.697286757620727e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,5.0,5710.5,10265.5,912.0,-0.8182368389729695,5.312655733315174e-221,-0.5840121709322703,1.216545843061113e-153,-1.3563574603800247e-05,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,6.0,6850.5,11405.5,912.0,-0.48104758384058016,5.376193045107656e-54,-0.3170797465672964,1.3057101422825577e-46,-5.653701492157677e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,7.0,7990.5,12545.5,912.0,0.5684125796195775,3.60896272185666e-79,0.3925270090704258,1.8173000190803025e-70,2.6810683329120507e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,8.0,9130.5,13685.5,912.0,0.660008623615202,3.7173844946970123e-115,0.4329587690411539,2.524623162097424e-85,2.7608428141851648e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,9.0,10270.5,14825.5,912.0,0.30407790754191083,5.793671258209509e-21,0.13289329250678836,1.873593532160772e-09,1.293318292382737e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,10.0,11410.5,15965.5,912.0,0.15372506892152982,3.1045915967692807e-06,0.03906445587074162,0.07736372602259103,1.0583683392203065e-07,1.0,0.9,,,,,,,
window,Exp1,ry_q05,0.1,11.0,12550.5,17105.5,912.0,-0.0782847617973087,0.01805271283712649,-0.10683266893908758,1.364342557960407e-06,-8.116491834032191e-08,-1.0,0.6666666666666666,,,,,,,
window,Exp1,ry_q05,0.1,12.0,13690.5,18245.5,912.0,-0.35001590192618326,1.1215045350348709e-27,-0.32314114044716624,2.4275168487424665e-48,-5.535175495986639e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,13.0,14830.5,19385.5,912.0,-0.8980823846333604,0.0,-0.7209929323858494,4.420192745667055e-233,-1.027407053171214e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,14.0,15970.5,20525.5,912.0,-0.84297115246315,3.0052101160159355e-247,-0.664567566006124,2.419341473338545e-198,-9.018496283371436e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,15.0,17110.5,21665.5,912.0,-0.22313670777733274,9.397040646873741e-12,-0.28517437941725887,4.905117382533131e-38,-7.401511469859281e-07,-1.0,0.3,,,,,,,
window,Exp1,ry_q05,0.1,16.0,18250.5,22805.5,912.0,0.5220779388015667,6.600230642136788e-65,0.2435341922314018,3.3925867352581603e-28,2.6738451783497313e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,17.0,19390.5,23945.5,912.0,0.2611799463359032,1.0907873522976024e-15,0.02853525141063416,0.19700115194925893,1.0438187111653811e-06,1.0,0.9666666666666667,,,,,,,
window,Exp1,ry_q05,0.1,18.0,20530.5,25085.5,912.0,-0.6261264628996923,1.9492506459062943e-100,-0.5286748704912666,2.8796509713474895e-126,-3.737168780192735e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,19.0,21670.5,26225.5,912.0,-0.9376517936303324,0.0,-0.8060787259036726,8.369754632582542e-291,-3.4594040909410855e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,20.0,22810.5,27365.5,912.0,-0.9113803150353185,0.0,-0.7490419242397982,2.1201263441952865e-251,-1.1969773338998639e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,21.0,23950.5,28505.5,912.0,-0.07511600401363856,0.02329582470625364,-0.12714965239663373,8.992135653084573e-09,-1.9463158684213548e-07,-1.0,0.0,,,,,,,
window,Exp1,ry_q05,0.1,22.0,25090.5,29645.5,912.0,0.6226519742908946,4.98313003662584e-99,0.39503052361969687,2.407132110934593e-71,5.022537184600505e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,23.0,26230.5,30785.5,912.0,0.690836893126843,2.5355468290638012e-130,0.4708099832457104,1.518329666345081e-100,4.998593857804705e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,24.0,27370.5,31925.5,912.0,0.01964965202750824,0.5534155088686928,-0.024168544302578622,0.27451939358616584,-1.039251682108977e-09,-1.0,0.16666666666666666,,,,,,,
window,Exp1,ry_q05,0.1,25.0,28510.5,33065.5,912.0,-0.8098011771981438,5.96041433695745e-213,-0.6000587363028868,4.3604777428794775e-162,-8.052515401820834e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,26.0,29650.5,34205.5,912.0,-0.9036758697667048,0.0,-0.708210564831398,5.784653502119738e-225,-1.0862187057751493e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,27.0,30790.5,35345.5,912.0,-0.817967445915891,9.746053628523742e-221,-0.6362441504419666,5.710310687766817e-182,-1.6552053481591191e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,28.0,31930.5,36485.5,912.0,-0.778771222791048,1.73045946028689e-186,-0.5333689602711499,1.7483252474306044e-128,-8.619346323433495e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,29.0,33070.5,37625.5,912.0,-0.4773383314190485,4.422372900142324e-53,-0.2307807113832881,1.7322466878572918e-25,-7.430241344172312e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,30.0,34210.5,38765.5,912.0,0.4044103451236866,3.3404561978965175e-37,0.3903412482908699,1.0504822813245378e-69,1.855607542753163e-06,1.0,0.4666666666666667,,,,,,,
window,Exp1,ry_q05,0.1,31.0,35350.5,39905.5,912.0,0.2841450677103763,2.1295714559319286e-18,0.27747607217825027,4.2173712203197836e-36,1.1181908193878168e-06,1.0,0.9666666666666667,,,,,,,
window,Exp1,ry_q05,0.1,32.0,36490.5,41045.5,912.0,0.5988346001614744,7.7078558815497735e-90,0.5055751343231845,1.2116709579417552e-115,2.7277206795279623e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,33.0,37630.5,42185.5,912.0,-0.08729592712627514,0.008347027480876614,0.03486625454965625,0.11493792695299793,-1.962772501525208e-06,-1.0,0.9333333333333333,,,,,,,
window,Exp1,ry_q05,0.1,34.0,38770.5,43325.5,912.0,-0.6198627777039174,6.527067455450653e-98,-0.3298958152791419,2.6198535207149657e-50,-2.5753309083622736e-05,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,35.0,39910.5,44465.5,912.0,-0.5201414695594546,2.3369099807640432e-64,-0.22146956304042215,1.3345548695237407e-23,-2.3689816841825973e-05,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.1,36.0,41025.5,45580.5,912.0,0.36478004624024485,4.377358489106449e-30,0.3744054152945481,2.8111979636313544e-64,3.5005879880777755e-06,1.0,0.43333333333333335,,,,,,,
summary,Exp1,ry_q05,0.1,,,,,,,,,,,,0.3783783783783784,0.5675675675675675,0.1750054860653939,0.2000219442615756,0.8531531531531531,PASS,1.0
window,Exp1,ry_q05,0.2,0.0,10.5,9120.5,1823.0,-0.1170186054157361,5.440426392005866e-07,-0.07394416869937914,2.231906771358475e-06,-2.1480362602279002e-07,-1.0,0.8333333333333334,,,,,,,
window,Exp1,ry_q05,0.2,1.0,1150.5,10260.5,1823.0,-0.5505974291401803,5.0630209040391146e-145,-0.4134829200970885,3.1062453817114724e-154,-4.985024448192585e-06,-1.0,0.9666666666666667,,,,,,,
window,Exp1,ry_q05,0.2,2.0,2290.5,11400.5,1823.0,-0.6766670176752732,2.168862201473047e-244,-0.46556050177238884,5.5577492874033015e-195,-5.3975170786573136e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,3.0,3430.5,12540.5,1823.0,-0.6558939144979479,1.1017039140819866e-224,-0.37639974156301387,3.7345016529064234e-128,-5.014680700503575e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,4.0,4570.5,13680.5,1823.0,-0.5500374441752118,1.1335447765924085e-144,-0.3021707622987886,2.7834468848784726e-83,-4.5333697950710105e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,5.0,5710.5,14820.5,1823.0,-0.29892839985362374,6.022008320790214e-39,-0.15811683013669103,4.650731917295437e-24,-2.95430906470903e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,6.0,6850.5,15960.5,1823.0,0.10623444368466084,5.477714466127586e-06,0.09416632093995916,1.6901662788388549e-09,5.604967769192056e-07,1.0,0.4,,,,,,,
window,Exp1,ry_q05,0.2,7.0,7990.5,17100.5,1823.0,0.5060855777152703,3.705086029607809e-119,0.30594254533937315,2.513070762230665e-85,9.171144376806629e-07,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,8.0,9130.5,18240.5,1823.0,0.2607847103883473,1.0040365051339289e-29,0.13218521959617113,2.7277172173633514e-17,5.186166439048561e-07,1.0,0.9,,,,,,,
window,Exp1,ry_q05,0.2,9.0,10270.5,19380.5,1823.0,-0.29595244121507724,3.564654282253442e-38,-0.27437854997100714,5.38047254981016e-69,-3.0670517767291484e-07,-1.0,0.7,,,,,,,
window,Exp1,ry_q05,0.2,10.0,11410.5,20520.5,1823.0,-0.7358532921512109,1.1786688340588e-310,-0.5632149994610879,2.2478989231046028e-284,-4.7475048713117126e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,11.0,12550.5,21660.5,1823.0,-0.4665146761898462,3.554694682244716e-99,-0.41479678194168557,3.3376291276566534e-155,-4.989805976623997e-07,-1.0,0.9333333333333333,,,,,,,
window,Exp1,ry_q05,0.2,12.0,13690.5,22800.5,1823.0,-0.012073278538489211,0.6064459728300015,-0.14771431995004677,3.3472401628829004e-21,-4.529263350753289e-08,-1.0,0.36666666666666664,,,,,,,
window,Exp1,ry_q05,0.2,13.0,14830.5,23940.5,1823.0,-0.01302048679123265,0.5785029257817349,-0.15392475581859555,6.947658814561399e-23,-1.0772142203087896e-08,-1.0,0.13333333333333333,,,,,,,
window,Exp1,ry_q05,0.2,14.0,15970.5,25080.5,1823.0,-0.2510213027337282,1.3567632492573737e-27,-0.26271998304383615,2.0708133896464683e-63,-3.2952637477722207e-07,-1.0,0.6666666666666666,,,,,,,
window,Exp1,ry_q05,0.2,15.0,17110.5,26220.5,1823.0,-0.4753343834329811,2.0979365644751316e-103,-0.39262250316573266,2.906701862220989e-139,-4.587317791810902e-07,-1.0,0.8,,,,,,,
window,Exp1,ry_q05,0.2,16.0,18250.5,27360.5,1823.0,-0.6549468785671635,8.003035646149849e-224,-0.5028158913456727,4.362497061575063e-227,-4.905521558821197e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,17.0,19390.5,28500.5,1823.0,-0.41293528883394576,5.3653925706587617e-76,-0.3769561156896902,1.581179283076355e-128,-5.760500407921663e-07,-1.0,0.8666666666666667,,,,,,,
window,Exp1,ry_q05,0.2,18.0,20530.5,29640.5,1823.0,0.02473472559546308,0.2911848724117957,-0.1252413814697309,1.1159860601013782e-15,2.9827050443691745e-07,1.0,0.6,,,,,,,
window,Exp1,ry_q05,0.2,19.0,21670.5,30780.5,1823.0,0.35685937620179703,7.13088600703046e-56,0.07228708904936496,3.7427402646095975e-06,1.2888101887087086e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,20.0,22810.5,31920.5,1823.0,0.5639179225200539,1.5089971015482653e-153,0.22983730873886726,5.917540738842195e-49,2.1976374824307973e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,21.0,23950.5,33060.5,1823.0,0.5541096378697209,3.1175331186248053e-147,0.2400013728712217,3.2227922296025385e-53,2.256656683512272e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,22.0,25090.5,34200.5,1823.0,0.3443886400357326,6.477335068279777e-52,0.09120260508335677,5.364232983666531e-09,1.8238515160396222e-06,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,23.0,26230.5,35340.5,1823.0,-0.1804166622958951,8.381869891690687e-15,-0.20172475979269647,4.107252501054245e-38,-3.2415560131308237e-07,-1.0,0.6333333333333333,,,,,,,
window,Exp1,ry_q05,0.2,24.0,27370.5,36480.5,1823.0,-0.7143830515751778,1.159006332252897e-284,-0.5576440325563163,8.074063481970048e-279,-2.3920328715692905e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,25.0,28510.5,37620.5,1823.0,-0.8954585522191945,0.0,-0.6864602984308925,0.0,-4.26800016280651e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,26.0,29650.5,38760.5,1823.0,-0.7951772300846283,0.0,-0.546296168063523,1.1285806612978054e-267,-4.144078011998137e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,27.0,30790.5,39900.5,1823.0,-0.6950032427427417,3.467801739095853e-263,-0.4537116597109866,2.748350873670607e-185,-3.996509750521064e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,28.0,31930.5,41040.5,1823.0,-0.3902633026451824,2.1929030409063755e-67,-0.15860094788327947,3.387761144496397e-24,-2.836065953296318e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,29.0,33070.5,42180.5,1823.0,-0.28889870921582905,2.219268336968406e-36,-0.0842732182329341,6.964138802017574e-08,-2.640649170570436e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,30.0,34210.5,43320.5,1823.0,-0.2895769129868705,1.4993612974120384e-36,-0.08379271330535006,8.260255161794607e-08,-9.00919913107522e-06,-1.0,0.9666666666666667,,,,,,,
window,Exp1,ry_q05,0.2,31.0,35350.5,44460.5,1823.0,-0.46387955454068436,6.172486406172696e-98,-0.1680388353957512,5.817328629276591e-27,-1.1034902013998872e-05,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.2,32.0,36470.5,45580.5,1823.0,-0.5706215596812186,5.483640127468609e-158,-0.21019561608499276,3.11865190567055e-41,-1.1210757814359848e-05,-1.0,1.0,,,,,,,
summary,Exp1,ry_q05,0.2,,,,,,,,,,,,0.21212121212121213,0.696969696969697,0.2749615975422427,0.42462146148782093,0.8717171717171717,PASS,1.0
window,Exp1,ry_q05,0.3,0.0,10.5,13675.5,2734.0,-0.6242271497565267,3.017488952764613e-295,-0.35521603121618217,1.3349625151072458e-170,-3.1437627162387194e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,1.0,1150.5,14815.5,2734.0,-0.6662083919021538,0.0,-0.41184166748973705,1.3054163101005584e-228,-3.1376028939000335e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,2.0,2290.5,15955.5,2734.0,-0.5958144962322109,1.8685680495725792e-262,-0.3520902374216778,1.1989211388499331e-167,-2.9764352308506787e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,3.0,3430.5,17095.5,2734.0,-0.5086329495102461,7.631707178395391e-180,-0.2962477894203202,2.8403444431655447e-119,-2.6759403383759167e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,4.0,4570.5,18235.5,2734.0,-0.3964016562265044,1.4813023610080292e-103,-0.24694761337694132,1.811530368181749e-83,-2.174777905039282e-06,-1.0,0.9666666666666667,,,,,,,
window,Exp1,ry_q05,0.3,5.0,5710.5,19375.5,2734.0,-0.28083520879634916,9.926128106785491e-51,-0.22455956366295493,2.4083536771745206e-69,-4.744002102479011e-07,-1.0,0.9666666666666667,,,,,,,
window,Exp1,ry_q05,0.3,6.0,6850.5,20515.5,2734.0,-0.1356185969522792,1.0725733371570872e-12,-0.16847996432558682,8.135847827003012e-40,-2.4705282967030976e-07,-1.0,0.5666666666666667,,,,,,,
window,Exp1,ry_q05,0.3,7.0,7990.5,21655.5,2734.0,0.17153967643529966,1.6804692470130675e-19,0.02236369218398982,0.0796198882419235,1.696513730028868e-07,1.0,0.9,,,,,,,
window,Exp1,ry_q05,0.3,8.0,9130.5,22795.5,2734.0,0.2584294330913906,5.8029958261048565e-43,0.08278214384272423,8.665249853912281e-11,3.9508471984063455e-07,1.0,0.9666666666666667,,,,,,,
window,Exp1,ry_q05,0.3,9.0,10270.5,23935.5,2734.0,-0.0008156458296269722,0.9659975005844202,-0.0981284584012199,1.454897009302252e-14,-8.646415497218981e-08,-1.0,0.2,,,,,,,
window,Exp1,ry_q05,0.3,10.0,11410.5,25075.5,2734.0,-0.3433110421735157,1.775722034898519e-76,-0.32108015741923673,9.280603852356937e-140,-3.575638745348327e-07,-1.0,0.7333333333333333,,,,,,,
window,Exp1,ry_q05,0.3,11.0,12550.5,26215.5,2734.0,-0.47674370071577543,3.46417440241212e-155,-0.4059798003806734,3.2919664009711333e-222,-4.5583478110191035e-07,-1.0,0.8333333333333334,,,,,,,
window,Exp1,ry_q05,0.3,12.0,13690.5,27355.5,2734.0,-0.6036910711095098,3.2486953722909777e-271,-0.4997750274289877,0.0,-5.582051912691903e-07,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,13.0,14830.5,28495.5,2734.0,-0.42365384238871084,1.584417591432627e-119,-0.39730316639859997,6.683887411871853e-213,-5.268735859165931e-07,-1.0,0.8,,,,,,,
window,Exp1,ry_q05,0.3,14.0,15970.5,29635.5,2734.0,-0.08334952979160186,1.2784938421210663e-05,-0.16038255776013507,3.0485318266177855e-36,-2.0627877445238758e-07,-1.0,0.03333333333333333,,,,,,,
window,Exp1,ry_q05,0.3,15.0,17110.5,30775.5,2734.0,0.18002736523500945,2.3889425532344032e-21,0.011976142468531275,0.34788175229908236,6.732544403389413e-07,1.0,0.9,,,,,,,
window,Exp1,ry_q05,0.3,16.0,18250.5,31915.5,2734.0,0.3674287126693762,3.7916760277762945e-88,0.13179752415075865,5.131142519612187e-25,9.582684963002072e-07,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,17.0,19390.5,33055.5,2734.0,0.44715276243096885,1.5625631590407017e-134,0.1574976626139484,5.191444321872709e-35,9.871667685929055e-07,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,18.0,20530.5,34195.5,2734.0,0.4163850731511059,4.0343454885829915e-115,0.11758771588199284,3.0643842997545035e-20,8.868042749194635e-07,1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,19.0,21670.5,35335.5,2734.0,0.22471202104322655,1.2303833500717046e-32,0.011376572499385038,0.3725479457227714,7.882630314343194e-07,1.0,0.9333333333333333,,,,,,,
window,Exp1,ry_q05,0.3,20.0,22810.5,36475.5,2734.0,-0.021834234633630496,0.2537554502013655,-0.10422051755200934,3.111048617270985e-16,6.621077465203002e-07,1.0,0.3,,,,,,,
window,Exp1,ry_q05,0.3,21.0,23950.5,37615.5,2734.0,-0.29192601345140184,7.49445881725907e-55,-0.2255622373702861,5.993725870683956e-70,-9.013112738567148e-07,-1.0,0.9333333333333333,,,,,,,
window,Exp1,ry_q05,0.3,22.0,25090.5,38755.5,2734.0,-0.5025410070164499,6.269665245323791e-175,-0.321713988529477,2.6496627367619424e-140,-1.4910081036141667e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,23.0,26230.5,39895.5,2734.0,-0.6736587561486169,0.0,-0.443155815119388,2.323585409998344e-264,-2.586971145006055e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,24.0,27370.5,41035.5,2734.0,-0.7405082115031237,0.0,-0.4809356824698856,0.0,-2.641516082107853e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,25.0,28510.5,42175.5,2734.0,-0.7774911786871244,0.0,-0.5388081030810669,0.0,-3.201973611774222e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,26.0,29650.5,43315.5,2734.0,-0.7806143672726025,0.0,-0.5453364564504761,0.0,-4.598733012519694e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,27.0,30790.5,44455.5,2734.0,-0.7690816978317708,0.0,-0.5058553093125261,0.0,-7.886371765000744e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_q05,0.3,28.0,31915.5,45580.5,2734.0,-0.7359752546677091,0.0,-0.43051238339501674,1.3034521546347553e-249,-8.066781479578976e-06,-1.0,1.0,,,,,,,
summary,Exp1,ry_q05,0.3,,,,,,,,,,,,0.2413793103448276,0.6896551724137931,0.3999341672152732,0.47465437788018433,0.8632183908045977,PASS,1.0
window,Exp1,ry_p2p,0.1,0.0,10.5,4565.5,912.0,0.29778210842835623,3.936943111029999e-20,0.2499903710978874,1.273542995086223e-29,3.8057322603479275e-07,1.0,0.9,,,,,,,
window,Exp1,ry_p2p,0.1,1.0,1150.5,5705.5,912.0,0.8572898624999105,1.2770389364330382e-264,0.6553527066843838,6.146333878889536e-193,9.352400724084694e-07,1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,2.0,2290.5,6845.5,912.0,0.19971466704954466,1.1694577396030016e-09,0.1483910104569877,1.9584214562902047e-11,2.3819761252210832e-07,1.0,0.8333333333333334,,,,,,,
window,Exp1,ry_p2p,0.1,3.0,3430.5,7985.5,912.0,-0.005358294189684224,0.8716238756006448,-0.0037841585302443815,0.8641527796102897,-7.970301183822217e-08,-1.0,0.3,,,,,,,
window,Exp1,ry_p2p,0.1,4.0,4570.5,9125.5,912.0,0.4963029761786867,7.015663343844686e-58,0.309732894255397,1.4792591994484575e-44,4.457949336295051e-06,1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,5.0,5710.5,10265.5,912.0,0.8529516044208239,3.662557283404758e-259,0.6337310069905829,1.4965028111070843e-180,6.608609912271963e-06,1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,6.0,6850.5,11405.5,912.0,0.399792964894204,2.5352501969755258e-36,0.24054441812544533,1.507411581239212e-27,2.990188611860147e-06,1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,7.0,7990.5,12545.5,912.0,-0.49153345824118116,1.206876888981179e-56,-0.32854295453232424,6.5379896582165e-50,-1.5631454148266105e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,8.0,9130.5,13685.5,912.0,-0.7140256254509789,4.729823980682093e-143,-0.5579419184624569,2.0878094788467786e-140,-1.8621593506004454e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,9.0,10270.5,14825.5,912.0,-0.20832950233805136,2.1168921729545889e-10,-0.18758064205519287,2.2338032851809706e-17,-3.224124416880745e-07,-1.0,0.7666666666666667,,,,,,,
window,Exp1,ry_p2p,0.1,10.0,11410.5,15965.5,912.0,0.4031441708619888,5.84197161827388e-37,0.1628921370385349,1.7752148944699841e-13,6.868724774580021e-07,1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,11.0,12550.5,17105.5,912.0,0.6578466134244275,3.6873522776245936e-114,0.3724796348720319,1.2290386707722572e-63,1.2500572426259984e-06,1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,12.0,13690.5,18245.5,912.0,0.10953815313776388,0.0009216316764553869,-0.005642536637972539,0.7986368174856915,2.473866113003265e-07,1.0,0.5666666666666667,,,,,,,
window,Exp1,ry_p2p,0.1,13.0,14830.5,19385.5,912.0,-0.7886080322002298,2.1617940996197208e-194,-0.6004198201321085,2.7980985992398335e-162,-1.3456200100435115e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,14.0,15970.5,20525.5,912.0,-0.7411086211663179,1.2482455769398024e-159,-0.529541471681399,1.1260805410609854e-126,-1.0163219493468323e-06,-1.0,1.0,,,,,,,
window,Exp1,ry_p2p,0.1,15.0,17110.5,21665.5,912.0,-0.1775839854884324,6.718992553422735e-08,-0.11124752055770602,4.911211644354612e-07,-1.961697573348888e-07,-1.0,0.7666666666666667,,,,,,,
window,Exp1,ry_p2p,0.1,16.0,18250.5,22805.5,912.0,-0.06990038737294674,0.03480392221303161,-0.02679242012825698,0.22576309627556013,-8.510059552262455e-08,-1.0,0.7,,,,,,,
window,Exp1,ry_p2p,0.1,17.0,19390.5,23945.5,912.0,0.5592158970916938,3.705277871629193e-76,0.41275733240895873,1.0148394475046354e-77,1.4669919033817947e-06,1.0,1.0,,,,,,,
