protocol_id,dataset,window_id,window_index,start_cycle,end_cycle,center_cycle,effective_configuration_count,directed_configuration_support,rate_divergence_configuration_support,abrupt_configuration_support,combined_change_score_q50,change_configuration_support,guard_configuration_fraction,stop_boundary_configuration_fraction,change_trigger
A_Exp1_to_Exp2,Exp2,245,245,1226.0,1245.0,1235.5,16,0.0,0.4375,0.4375,9.814561796099351,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,246,246,1231.0,1250.0,1240.5,16,0.0,0.4375,0.3125,8.128400247034865,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,247,247,1236.0,1255.0,1245.5,16,0.0,0.4375,0.3125,8.296779618181933,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,248,248,1241.0,1260.0,1250.5,16,0.0,0.4375,0.3125,9.339770392819357,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,249,249,1246.0,1265.0,1255.5,16,0.0,0.4375,0.3125,9.108626250765496,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,250,250,1251.0,1270.0,1260.5,16,0.0,0.5,0.3125,9.859075660246756,0.5,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,251,251,1256.0,1275.0,1265.5,16,0.0,0.5,0.3125,10.18953740103812,0.5,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,252,252,1261.0,1280.0,1270.5,16,0.0,0.5,0.25,9.837400736599593,0.5,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,253,253,1266.0,1285.0,1275.5,16,0.0,0.4375,0.25,8.707683698397194,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,254,254,1271.0,1290.0,1280.5,16,0.0,0.4375,0.25,7.765793478483933,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,255,255,1276.0,1295.0,1285.5,16,0.0,0.4375,0.25,7.105165011244845,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,256,256,1281.0,1300.0,1290.5,16,0.0,0.4375,0.25,6.018367591574689,0.4375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,257,257,1286.0,1305.0,1295.5,16,0.0,0.3125,0.25,2.6966743934923816,0.3125,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,258,258,1291.0,1310.0,1300.5,16,0.0,0.0,0.1875,1.4062577606965005,0.1875,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,259,259,1296.0,1315.0,1305.5,16,0.0,0.0,0.1875,0.808602537761189,0.1875,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,260,260,1301.0,1320.0,1310.5,16,0.0,0.0,0.1875,1.3726088162855965,0.1875,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,261,261,1306.0,1325.0,1315.5,16,0.0,0.0,0.1875,1.1433308300284342,0.1875,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,262,262,1311.0,1330.0,1320.5,16,0.0,0.0,0.0,0.9044011037412505,0.0,0.0,0.0,0
