protocol_id,dataset,window_id,window_index,start_cycle,end_cycle,center_cycle,effective_configuration_count,directed_configuration_support,rate_divergence_configuration_support,abrupt_configuration_support,combined_change_score_q50,change_configuration_support,guard_configuration_fraction,stop_boundary_configuration_fraction,change_trigger
A_Exp1_to_Exp2,Exp2,2423,2423,12116.0,12135.0,12125.5,24,0.08333333333333333,0.041666666666666664,0.5416666666666666,1.126801432070839,0.625,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2424,2424,12121.0,12140.0,12130.5,24,0.08333333333333333,0.0,0.5,1.0687213857439568,0.5833333333333334,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2425,2425,12126.0,12145.0,12135.5,24,0.08333333333333333,0.0,0.4583333333333333,1.0590193948793045,0.5416666666666666,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2426,2426,12131.0,12150.0,12140.5,24,0.08333333333333333,0.0,0.4166666666666667,0.9961335241777638,0.5,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2427,2427,12136.0,12155.0,12145.5,24,0.08333333333333333,0.0,0.375,0.9524316296777062,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2428,2428,12141.0,12160.0,12150.5,24,0.5,0.0,0.375,1.2539796760859891,0.8333333333333334,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2429,2429,12146.0,12165.0,12155.5,24,0.4166666666666667,0.0,0.3333333333333333,1.2342637106444956,0.75,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2430,2430,12151.0,12170.0,12160.5,24,0.5,0.0,0.375,1.2373576500019174,0.8333333333333334,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2431,2431,12156.0,12175.0,12165.5,24,0.7916666666666666,0.0,0.4166666666666667,1.3113545867014313,0.9166666666666666,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2432,2432,12161.0,12180.0,12170.5,24,0.5833333333333334,0.0,0.4166666666666667,1.3046317712006628,0.875,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2433,2433,12166.0,12185.0,12175.5,24,0.5,0.0,0.5,1.2878561079683783,0.8333333333333334,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2434,2434,12171.0,12190.0,12180.5,24,0.5,0.0,0.4583333333333333,1.2147226826337318,0.8333333333333334,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2435,2435,12176.0,12195.0,12185.5,24,0.0,0.0,0.4583333333333333,0.9946329119665913,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2436,2436,12181.0,12200.0,12190.5,24,0.0,0.0,0.4166666666666667,0.9325843556179438,0.4166666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2437,2437,12186.0,12205.0,12195.5,24,0.0,0.0,0.4166666666666667,0.9391823745245916,0.4166666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2438,2438,12191.0,12210.0,12200.5,24,0.0,0.041666666666666664,0.4166666666666667,0.9440390615447456,0.4166666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2439,2439,12196.0,12215.0,12205.5,24,0.0,0.0,0.4166666666666667,0.9672292238978357,0.4166666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2440,2440,12201.0,12220.0,12210.5,24,0.0,0.0,0.4583333333333333,0.9695472953773385,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2441,2441,12206.0,12225.0,12215.5,24,0.0,0.0,0.4166666666666667,0.9499918989786186,0.4166666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2442,2442,12211.0,12230.0,12220.5,24,0.0,0.0,0.4583333333333333,0.9769214207967023,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2443,2443,12216.0,12235.0,12225.5,24,0.0,0.0,0.4583333333333333,0.9656345559209368,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2444,2444,12221.0,12240.0,12230.5,24,0.0,0.0,0.5,1.004222721589049,0.5,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2445,2445,12226.0,12245.0,12235.5,24,0.0,0.0,0.5833333333333334,1.0311710903641447,0.5833333333333334,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2446,2446,12231.0,12250.0,12240.5,24,0.0,0.0,0.5416666666666666,1.0189032859451754,0.5416666666666666,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2447,2447,12236.0,12255.0,12245.5,24,0.0,0.0,0.5416666666666666,1.0240969111715374,0.5416666666666666,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2448,2448,12241.0,12260.0,12250.5,24,0.0,0.0,0.5,0.9941640112231447,0.5,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2449,2449,12246.0,12265.0,12255.5,24,0.0,0.0,0.4583333333333333,0.9590116045003159,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2450,2450,12251.0,12270.0,12260.5,24,0.0,0.0,0.4166666666666667,0.902919633483492,0.4166666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2451,2451,12256.0,12275.0,12265.5,24,0.0,0.0,0.375,0.8342937541919944,0.375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2452,2452,12261.0,12280.0,12270.5,24,0.0,0.0,0.3333333333333333,0.7861841309406123,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2453,2453,12266.0,12285.0,12275.5,24,0.0,0.0,0.3333333333333333,0.731607446821702,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2454,2454,12271.0,12290.0,12280.5,24,0.0,0.0,0.3333333333333333,0.7387059674593615,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2455,2455,12276.0,12295.0,12285.5,24,0.0,0.0,0.2916666666666667,0.7125861480213868,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2456,2456,12281.0,12300.0,12290.5,24,0.0,0.0,0.2916666666666667,0.6914023095274215,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2457,2457,12286.0,12305.0,12295.5,24,0.0,0.0,0.25,0.6964016930917305,0.25,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2458,2458,12291.0,12310.0,12300.5,24,0.0,0.0,0.25,0.688025741728084,0.25,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2459,2459,12296.0,12315.0,12305.5,24,0.0,0.0,0.25,0.711595506992364,0.25,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2460,2460,12301.0,12320.0,12310.5,24,0.0,0.0,0.2916666666666667,0.7194699787716516,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2461,2461,12306.0,12325.0,12315.5,24,0.0,0.0,0.2916666666666667,0.752181611692414,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2462,2462,12311.0,12330.0,12320.5,24,0.0,0.0,0.2916666666666667,0.7464929696946281,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2463,2463,12316.0,12335.0,12325.5,24,0.0,0.0,0.2916666666666667,0.7387538434030558,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2464,2464,12321.0,12340.0,12330.5,24,0.0,0.0,0.2916666666666667,0.7359660845164816,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2465,2465,12326.0,12345.0,12335.5,24,0.0,0.0,0.2916666666666667,0.6855159345294275,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2466,2466,12331.0,12350.0,12340.5,24,0.0,0.0,0.2916666666666667,0.717854491156181,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2467,2467,12336.0,12355.0,12345.5,24,0.0,0.0,0.2916666666666667,0.7563713168590027,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2468,2468,12341.0,12360.0,12350.5,24,0.0,0.0,0.2916666666666667,0.8203484315970744,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2469,2469,12346.0,12365.0,12355.5,24,0.0,0.0,0.2916666666666667,0.8160037946829592,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2470,2470,12351.0,12370.0,12360.5,24,0.0,0.0,0.2916666666666667,0.782684352722001,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2471,2471,12356.0,12375.0,12365.5,24,0.0,0.0,0.2916666666666667,0.6821365283001073,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2472,2472,12361.0,12380.0,12370.5,24,0.0,0.0,0.20833333333333334,0.6435696162169285,0.20833333333333334,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2473,2473,12366.0,12385.0,12375.5,24,0.0,0.0,0.25,0.6716843296799324,0.25,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2474,2474,12371.0,12390.0,12380.5,24,0.0,0.0,0.2916666666666667,0.6850161190861641,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2475,2475,12376.0,12395.0,12385.5,24,0.0,0.0,0.2916666666666667,0.7717144803647706,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2476,2476,12381.0,12400.0,12390.5,24,0.0,0.0,0.2916666666666667,0.7450655041941616,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2477,2477,12386.0,12405.0,12395.5,24,0.0,0.0,0.3333333333333333,0.7311922566175653,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2478,2478,12391.0,12410.0,12400.5,24,0.0,0.0,0.3333333333333333,0.7701870760406103,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2479,2479,12396.0,12415.0,12405.5,24,0.0,0.0,0.3333333333333333,0.7576478819784369,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2480,2480,12401.0,12420.0,12410.5,24,0.0,0.0,0.3333333333333333,0.7873043260712218,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2481,2481,12406.0,12425.0,12415.5,24,0.041666666666666664,0.0,0.3333333333333333,0.8260912710135737,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2482,2482,12411.0,12430.0,12420.5,24,0.125,0.0,0.375,0.9444172470472791,0.4166666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2483,2483,12416.0,12435.0,12425.5,24,0.25,0.0,0.4166666666666667,1.0145284751661061,0.5833333333333334,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2484,2484,12421.0,12440.0,12430.5,24,0.4583333333333333,0.0,0.4166666666666667,1.1281148278095745,0.75,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2485,2485,12426.0,12445.0,12435.5,24,0.4583333333333333,0.0,0.375,1.1308025542712041,0.75,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2486,2486,12431.0,12450.0,12440.5,24,0.2916666666666667,0.0,0.3333333333333333,1.0060091757104144,0.5416666666666666,0.0,0.0,1
A_Exp1_to_Exp2,Exp2,2487,2487,12436.0,12455.0,12445.5,24,0.125,0.0,0.2916666666666667,0.9665316422569554,0.375,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2488,2488,12441.0,12460.0,12450.5,24,0.041666666666666664,0.0,0.25,0.9317129064026731,0.2916666666666667,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2489,2489,12446.0,12465.0,12455.5,24,0.0,0.0,0.25,0.9063847449988862,0.25,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2490,2490,12451.0,12470.0,12460.5,24,0.08333333333333333,0.0,0.25,0.9017699306317235,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2491,2491,12456.0,12475.0,12465.5,24,0.20833333333333334,0.041666666666666664,0.25,0.9475433039418437,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2492,2492,12461.0,12480.0,12470.5,24,0.125,0.125,0.25,0.9801414958551777,0.3333333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2493,2493,12466.0,12485.0,12475.5,24,0.25,0.125,0.25,1.0119521734260113,0.4583333333333333,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2494,2494,12471.0,12490.0,12480.5,24,0.0,0.08333333333333333,0.25,0.9268736754490574,0.25,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2495,2495,12476.0,12495.0,12485.5,24,0.0,0.125,0.25,0.8536460573425202,0.25,0.0,0.0,0
A_Exp1_to_Exp2,Exp2,2496,2496,12481.0,12500.0,12490.5,24,0.0,0.125,0.0,1.047323139212221,0.125,1.0,1.0,0
A_Exp1_to_Exp2,Exp2,2497,2497,12486.0,12505.0,12495.5,24,0.0,0.125,0.0,0.9317699443639842,0.125,1.0,1.0,0
A_Exp1_to_Exp2,Exp2,2498,2498,12491.0,12510.0,12500.5,24,0.0,0.08333333333333333,0.0,0.6749469204095784,0.08333333333333333,1.0,1.0,0
A_Exp1_to_Exp2,Exp2,2499,2499,12496.0,12515.0,12505.5,24,0.0,0.041666666666666664,0.0,0.6088775591206551,0.041666666666666664,1.0,1.0,0
A_Exp1_to_Exp2,Exp2,2500,2500,12501.0,12520.0,12510.5,24,0.0,0.0,0.0,0.40656752159093124,0.0,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2501,2501,12506.0,12525.0,12515.5,24,0.0,0.0,0.0,0.3609169572109598,0.0,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2502,2502,12511.0,12530.0,12520.5,24,0.0,0.0,0.0,0.41186614356371876,0.0,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2503,2503,12516.0,12535.0,12525.5,24,0.08333333333333333,0.0,0.0,0.4917024270335778,0.08333333333333333,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2504,2504,12521.0,12540.0,12530.5,24,0.08333333333333333,0.0,0.0,0.5594824615148746,0.08333333333333333,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2505,2505,12526.0,12545.0,12535.5,24,0.08333333333333333,0.0,0.0,0.46537660326781705,0.08333333333333333,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2506,2506,12531.0,12550.0,12540.5,24,0.0,0.0,0.0,0.4291465784985602,0.0,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2507,2507,12536.0,12555.0,12545.5,24,0.0,0.0,0.0,0.4147870971953015,0.0,1.0,0.0,0
A_Exp1_to_Exp2,Exp2,2508,2508,12541.0,12560.0,12550.5,24,0.0,0.0,0.0,0.7419198574521084,0.0,1.0,0.0,0
