dataset,feature_name,baseline_location,baseline_scale,monitoring_outlier_count,monitoring_outlier_fraction,guard_outlier_fraction,non_guard_outlier_fraction,guard_dependency_enrichment,stop_boundary_outlier_fraction,ry_subspace_dominance_p95,ry_subspace_dominance_fraction_over_060,single_feature_dominance_flag
Exp1,ry_p2p,-0.3392042720702762,0.40757371779863627,7686,0.8621424565339316,0.8572756857275686,0.8636901241868716,0.9925732177783764,0.8623595505617978,0.7635687812163953,0.759394279304543,True
Exp2,ry_p2p,-1.7522530129726834,2.0643442564208248,526,0.20099350401222774,0.1809672386895476,0.2074898785425101,0.8721738137818197,0.20192307692307693,0.47736636590058107,0.009170806266717615,False
