dataset,window_id,window_index,start_cycle_effective,end_cycle_effective,center_cycle_effective,start_cycle_actual,end_cycle_actual,center_cycle_actual,cycle_effective,cycle_actual,effective_configuration_count,D_state_q25,D_state_q50,D_state_q75,D_state_mad,V500_norm_q25,V500_norm_q50,V500_norm_q75,V500_norm_mad,V1000_norm_q25,V1000_norm_q50,V1000_norm_q75,V1000_norm_mad,multi_scale_rate_divergence_q25,multi_scale_rate_divergence_q50,multi_scale_rate_divergence_q75,multi_scale_rate_divergence_mad,state_volatility_q25,state_volatility_q50,state_volatility_q75,state_volatility_mad
Exp1,221,221,1106.0,1125.0,1115.5,1168.004885133351,1188.0710324795352,1178.0379588064432,1115.5,1178.0379588064432,16,3.2638068265313938,4.193357596303754,4.694758208709276,0.6047946032341645,0.46644675452909,0.5901146541170789,0.743813336765495,0.1601724970232184,0.41124851107560734,0.5082439706257829,0.5519602494305916,0.06187914129382788,0.7958771189714277,1.4309802073400009,1.783274373171387,0.6064982312525822,0.976238215916423,1.156040201200451,1.3954425987704095,0.24039644805220695
Exp1,222,222,1111.0,1130.0,1120.5,1173.2854502244522,1193.3515975706364,1183.318523897544,1120.5,1183.318523897544,16,3.2477538140933397,4.146861478260706,4.659663445697037,0.6068363863817787,0.4718296234017143,0.5919910446926637,0.7479935556389324,0.16183550347316028,0.4176148643811359,0.5138628713176042,0.5585597202226493,0.06076962035624764,0.9619256207628205,1.592697084327986,1.9703607390242348,0.6259348954511255,0.9857469260556695,1.1786152626130102,1.430835372114371,0.2549340179542221
Exp1,223,223,1116.0,1135.0,1125.5,1178.5660153155534,1198.6321626617375,1188.5990889886452,1125.5,1188.5990889886452,16,1.5696965343466434,2.478499100703261,3.0458828912709497,0.9109615383815632,0.2762740862807229,0.3504582472089175,0.3850386337122877,0.040134583227587034,0.2849113717534668,0.3760125045440555,0.4027697365720634,0.06405265663685997,0.5259319863775981,0.8367088534249594,1.0091983556628357,0.3087791734651122,0.9874817464037384,1.1790665787895809,1.4336186722193283,0.2568596923629932
Exp1,224,224,1121.0,1140.0,1130.5,1183.8465804066545,1203.9127277528387,1193.8796540797464,1130.5,1193.8796540797464,16,1.637979824406599,2.540365922459595,3.1274383032202713,0.9051929241171907,0.2830468156107283,0.3590267285715377,0.3949913912411145,0.041388281525635284,0.26322081601477326,0.3542418523480194,0.3812531443932711,0.06781192518641521,0.5033783010746176,0.8884379353883503,1.0354336108078748,0.34421139043321314,0.991015664260966,1.180072383784335,1.435652884309636,0.25722319000671534
Exp1,225,225,1126.0,1145.0,1135.5,1189.1271454977557,1209.1932928439398,1199.1602191708475,1135.5,1199.1602191708475,16,1.6067596511354352,2.5243105472387892,3.103137178849669,0.9207138933555147,0.28174494474847667,0.35720635460457695,0.3926453493965769,0.040801164388052896,0.2696098546468606,0.3603560817558782,0.38536686177602303,0.06271446357143406,0.17343987635612915,0.25570642667529075,0.31983746735254726,0.07716507750381182,0.9941771738051179,1.181188661413988,1.4370821033701573,0.25701455500095605
Exp1,226,226,1131.0,1150.0,1140.5,1194.4077105888566,1214.473857935041,1204.4407842619487,1140.5,1204.4407842619487,16,1.6600410699559474,2.5766844387119017,3.1675747049247507,0.9199547620849751,0.2892851844536975,0.36647352241090936,0.40331562424752,0.04119927564114759,0.2680401182540593,0.3585304225550631,0.3829043108963378,0.06148383836352822,0.23521004559541073,0.275190662755478,0.3192113409688327,0.04604935100977073,0.9977213363407587,1.1827526140699707,1.4386294019856327,0.2564993523520971
Exp1,227,227,1136.0,1155.0,1145.5,1199.6882756799578,1219.7544230261421,1209.7213493530498,1145.5,1209.7213493530498,16,1.6618845241841265,2.5766602734641433,3.1708166294123274,0.9184945205420141,0.2977941905815921,0.37607305534581303,0.4104986331988397,0.04441599209927796,0.2658334959092054,0.35589692952920454,0.3804992417649814,0.062494816706585105,0.24102331940989202,0.26485551461034307,0.3131497794449453,0.04959581605058702,1.0010718104799006,1.1844422990286598,1.4399299114896873,0.2556969565304371
Exp1,228,228,1141.0,1160.0,1150.5,1204.968840771059,1225.0349881172433,1215.001914444151,1150.5,1215.001914444151,16,1.6795601047234237,2.5909929793209496,3.1908264224764915,0.9155682494521562,0.30408317882678326,0.3814748986157154,0.41432487085590364,0.04582833219043256,0.26795205854131254,0.35821735212455985,0.3825156029747407,0.06147291274786887,0.1130188176187816,0.1304115203503015,0.15356640519265183,0.020439946226332273,1.003471450220816,1.1859516935635037,1.440329169122252,0.2543811938291288
Exp1,229,229,1146.0,1165.0,1155.5,1210.2494058621598,1230.3155532083445,1220.2824795352522,1155.5,1220.2824795352522,16,1.749367217107955,2.645864250337631,3.266415979644165,0.900885593832991,0.32909413241093277,0.40072065935307855,0.436953113957209,0.04628346445096343,0.27201050383333386,0.3624085807851568,0.38668645099237653,0.06079358528913839,0.11353990175405733,0.12354443177891454,0.13769234780861017,0.013602207857279239,1.0062856519064294,1.1878739514924062,1.4405310153916009,0.2528651587917
Exp1,230,230,1151.0,1170.0,1160.5,1215.529970953261,1235.5961182994456,1225.5630446263533,1160.5,1225.5630446263533,16,1.751536711234773,2.654384051004887,3.27385541252029,0.9078646537183673,0.3244029267309162,0.3968084110467558,0.43143091694351204,0.04592252546520589,0.27212635429197257,0.3611448302343644,0.3860262070599922,0.06170814931786467,0.13650328166632342,0.16885111513812337,0.20303093631043767,0.033262767097981844,1.0074696198033029,1.189314707212172,1.4394962902737674,0.2502491873430026
Exp1,231,231,1156.0,1175.0,1165.5,1220.8105360443622,1240.8766833905468,1230.8436097174545,1165.5,1230.8436097174545,16,1.6811671543373343,2.6103085220418176,3.208373852161423,0.9343586799542116,0.2916883345377861,0.36815632921924385,0.4014966720659422,0.04676580016510434,0.26381296977848334,0.3520352735684027,0.3772370001443808,0.06362327910000948,0.22651552443199244,0.26060580213637086,0.2895274760783939,0.03212313913701274,1.0076854084596134,1.1907249676148288,1.437089789345223,0.24672030532372458
